,Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Location ID,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Service ID,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Status ID,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Gender_label,Under 30_label,Senior Citizen_label,Married_label,Dependents_label,Referred a Friend_label,Offer_label,Phone Service_label,Multiple Lines_label,Internet Service_label,Internet Type_label,Online Security_label,Online Backup_label,Device Protection Plan_label,Premium Tech Support_label,Streaming TV_label,Streaming Movies_label,Streaming Music_label,Unlimited Data_label,Contract_label,Paperless Billing_label,Payment Method_label,Customer Status_label,Churn Label_label,Churn Category_label,Churn Reason_label
3526,5193-QLVZB,1,Male,52,No,No,No,No,0,CGUTBE1395,United States,California,Bieber,96009,"41.083464, -121.107929",41.083464,-121.107929,XDZORKSVU1862,Q3,No,0,63,Offer B,Yes,48.75,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.75,6536.5,0.0,0,3071.25,9607.75,ILKEDO6545,5,Stayed,No,0,30,5882,,,1,0,0,0,0,0,2,1,1,1,2,0,1,1,0,1,1,1,1,2,1,0,2,0,5,20
3527,7114-AEOZE,1,Female,53,No,No,No,No,0,AQKUBL8558,United States,California,Big Bar,96010,"40.775272, -123.287414",40.775272,-123.287414,CSMSCUYOI7724,Q3,No,0,60,Offer B,Yes,31.12,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.85,1128.1,0.0,0,1867.2,2995.3,RFEVRL9896,4,Stayed,No,0,58,6213,,,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,5,20
3528,5522-NYKPB,1,Male,26,Yes,No,Yes,Yes,3,OIJWXE1759,United States,California,Burney,96013,"40.946785, -121.719489",40.946785,-121.719489,OSYZUESMU6874,Q3,No,0,25,Offer C,Yes,11.79,No,Yes,Fiber Optic,59,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.9,2199.05,0.0,0,294.75,2493.8,YVWHBY1229,3,Stayed,No,0,79,3153,,,1,1,0,1,1,0,3,1,0,1,2,0,0,0,1,1,0,0,1,0,0,0,2,0,5,20
3529,6518-KZXCB,1,Male,61,No,No,No,No,0,MNSMVL2778,United States,California,Cassel,96016,"40.936285, -121.572692",40.936285,-121.572692,UEXMGRPVG4443,Q3,No,0,22,Offer D,Yes,4.79,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.25,566.5,0.0,0,105.38,671.88,XDMQXG4835,4,Stayed,No,0,61,3403,,,1,0,0,0,0,0,4,1,1,0,3,0,0,0,0,0,0,0,0,2,0,1,2,0,5,20
3530,2245-ADZFJ,1,Female,58,No,No,Yes,No,0,ZDVGJK3398,United States,California,Castella,96017,"41.121108, -122.336613",41.121108,-122.336613,PASGQGPOZ8426,Q3,Yes,9,31,Offer C,Yes,28.52,Yes,Yes,DSL,2,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.55,2471.6,0.0,0,884.12,3355.72,KAIYLI1154,4,Stayed,No,0,24,3491,,,0,0,0,1,0,1,3,1,1,1,1,0,1,0,1,1,1,1,1,2,0,0,2,0,5,20
3531,7776-QGYJC,1,Female,64,No,No,Yes,Yes,5,HCNMIC4547,United States,California,Shasta Lake,96019,"40.692523, -122.369876",40.692523,-122.369876,SUQQXATTU8544,Q3,Yes,7,39,Offer C,Yes,40.68,No,Yes,Fiber Optic,76,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.5,3107.3,0.0,0,1586.52,4693.82,DSVBWU2718,5,Stayed,No,0,25,2042,,,0,0,0,1,1,1,3,1,0,1,2,0,0,1,1,0,0,0,1,0,1,0,2,0,5,20
3532,9313-QOLTZ,1,Male,31,No,No,No,No,0,CVPTTS4138,United States,California,Chester,96020,"40.243494, -121.154733",40.243494,-121.154733,IJNYAETIZ1234,Q3,No,0,26,Offer C,Yes,31.73,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.9,518.3,0.0,0,824.98,1343.28,WDAUVJ2353,3,Stayed,No,0,51,5895,,,1,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,5,20
3533,4672-FOTSD,1,Male,54,No,No,No,No,0,SSATPC6124,United States,California,Dorris,96023,"41.949216, -122.050062",41.949216,-122.050062,HRBASVNST1748,Q3,No,0,12,Offer D,Yes,45.8,Yes,Yes,DSL,4,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.25,832.3,0.0,0,549.6,1381.9,XGZOFT6696,3,Stayed,No,0,56,4334,,,1,0,0,0,0,0,4,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,2,0,5,20
3534,9818-XQCUV,1,Female,52,No,No,No,No,0,RWNFRG8983,United States,California,Dunsmuir,96025,"41.212695, -122.392067",41.212695,-122.392067,JJRTULIVK1133,Q3,No,0,2,None,Yes,25.92,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,45.3,0.0,0,51.84,97.14,LTXYDJ1767,3,Joined,No,0,61,5994,,,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,5,20
3535,7338-ERIVA,1,Male,40,No,No,No,No,0,XSSQMJ1512,United States,California,Etna,96027,"41.405193, -123.008567",41.405193,-123.008567,KZSVCFMVH3425,Q3,No,0,39,Offer C,No,0.0,No,Yes,DSL,13,Yes,No,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,45.05,1790.6,0.0,0,0.0,1790.6,TFVHAQ2514,3,Stayed,No,0,61,4003,,,1,0,0,0,0,0,3,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,2,0,5,20
3536,8259-NFJTV,1,Female,37,No,No,Yes,Yes,1,IPBLVQ6133,United States,California,Flournoy,96029,"39.84784, -122.544556",39.84784,-122.544556,LMWNNTRJR6226,Q3,Yes,8,7,None,No,0.0,No,Yes,Cable,17,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,34.65,246.6,0.0,0,0.0,246.6,QCDQOV3924,3,Stayed,No,0,45,5996,,,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,2,0,5,20
3537,6968-GMKPR,1,Female,39,No,No,No,No,0,TEYMTL8885,United States,California,French Gulch,96033,"40.740138, -122.587476",40.740138,-122.587476,MMRIYEYPN4618,Q3,No,0,55,Offer B,Yes,22.34,No,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.55,4509.5,0.0,0,1228.7,5738.2,GCGBLW9515,3,Stayed,No,0,80,5167,,,0,0,0,0,0,0,2,1,0,1,2,0,1,1,0,0,0,0,1,0,1,0,2,0,5,20
3538,4751-ERMAN,1,Male,43,No,No,Yes,No,0,BFCKNY7263,United States,California,Gazelle,96034,"41.411315, -122.697236",41.411315,-122.697236,YXAFPLWGB1224,Q3,Yes,7,72,None,Yes,42.16,No,Yes,Cable,18,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.4,5480.25,0.0,0,3035.52,8515.77,MLRUQT4931,3,Stayed,No,0,35,4171,,,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,2,1,0,2,0,5,20
3539,1436-ZMJAN,1,Female,62,No,No,Yes,No,0,VKZTGS3699,United States,California,Gerber,96035,"40.03194, -122.176023",40.03194,-122.176023,HIMVMNDTC3962,Q3,Yes,6,10,Offer D,Yes,37.08,No,Yes,Cable,7,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,67.8,653.15,0.0,0,370.8,1023.95,QXKVNO5679,5,Stayed,No,0,79,2709,,,0,0,0,1,0,1,4,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,2,0,5,20
3540,0799-DDIHE,1,Female,24,Yes,No,Yes,Yes,3,PBMBLF7364,United States,California,Grenada,96038,"41.599978, -122.539381",41.599978,-122.539381,RJCYKWSRG3968,Q3,Yes,7,15,Offer D,Yes,24.27,No,Yes,Cable,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.3,639.45,0.0,0,364.05,1003.5,DKMACC6249,5,Stayed,No,0,68,3103,,,0,1,0,1,1,1,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5,20
3541,3070-FNFZQ,1,Female,48,No,No,Yes,Yes,1,WOKLTN4934,United States,California,Happy Camp,96039,"41.831901, -123.487478",41.831901,-123.487478,WFHPGQZYM1171,Q3,Yes,1,23,Offer D,Yes,39.59,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.4,478.75,0.0,0,910.57,1389.32,AIREGE6447,4,Stayed,No,0,33,4698,,,0,0,0,1,1,1,4,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,5,20
3542,2812-SFXMJ,1,Male,46,No,No,No,Yes,3,RJIMWN9271,United States,California,Hat Creek,96040,"40.789799, -121.474529",40.789799,-121.474529,GWRZWNDAZ9733,Q3,No,0,1,None,Yes,7.66,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,20.05,0.0,0,7.66,27.71,BEENKB3666,3,Joined,No,0,27,4221,,,1,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,5,20
3543,5014-WUQMG,1,Male,23,Yes,No,Yes,Yes,2,LJFJOD5954,United States,California,Hornbrook,96044,"41.962127, -122.527696",41.962127,-122.527696,THRDEIFML9459,Q3,Yes,1,47,Offer B,Yes,15.59,No,Yes,Fiber Optic,52,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.1,4391.45,0.0,0,732.73,5124.18,FMFHQX7291,3,Stayed,No,0,68,5793,,,1,1,0,1,1,1,2,1,0,1,2,1,1,1,0,0,1,1,1,1,1,0,2,0,5,20
3544,5312-TSZVC,1,Female,36,No,No,No,No,0,VLSXXM4223,United States,California,Hyampom,96046,"40.648024, -123.465088",40.648024,-123.465088,HKFOTHZFY8961,Q3,No,0,15,None,Yes,23.56,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.65,270.6,0.0,0,353.4,624.0,WUYRUL1115,5,Stayed,No,0,34,4818,,,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,2,0,5,20
3545,2782-JEEBU,1,Male,39,No,No,No,No,0,RNPFYW6563,United States,California,Los Molinos,96055,"40.059385, -122.091481",40.059385,-122.091481,FIBZBGACI4718,Q3,No,0,21,None,No,0.0,No,Yes,DSL,9,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,36.0,780.15,0.0,0,0.0,780.15,GKZHYW1283,4,Stayed,No,0,64,3378,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,2,0,5,20
3546,5127-BZENZ,1,Female,62,No,No,Yes,No,0,PFEJYR7786,United States,California,Mcarthur,96056,"41.10831, -121.360362",41.10831,-121.360362,VUTWIINFC8556,Q3,Yes,1,56,Offer B,Yes,39.72,Yes,Yes,DSL,11,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65.2,3512.15,0.0,0,2224.32,5736.47,RYGYLI5994,3,Stayed,No,0,26,4775,,,0,0,0,1,0,1,2,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,2,0,5,20
3547,2720-FVBQP,1,Female,28,Yes,No,Yes,Yes,1,JROQGG5892,United States,California,Mccloud,96057,"41.251322, -122.105209",41.251322,-122.105209,VSHQOGZAY9184,Q3,Yes,1,6,Offer E,Yes,24.83,Yes,Yes,Cable,82,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.95,273.25,0.0,0,148.98,422.23,IYCPQJ9524,3,Stayed,No,0,30,3061,,,0,1,0,1,1,1,5,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,0,5,20
3548,4522-XRWWI,1,Male,30,No,No,Yes,No,0,RKTTHN1622,United States,California,Manton,96059,"40.426679, -121.850421",40.426679,-121.850421,RMSHDLJGH5161,Q3,Yes,1,42,Offer B,Yes,17.31,Yes,Yes,Cable,82,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.45,3375.9,0.0,0,727.02,4102.92,UWGWRM8861,3,Stayed,No,0,62,4397,,,1,0,0,1,0,1,2,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,2,0,5,20
3549,3766-EJLFL,1,Female,55,No,No,Yes,Yes,3,CRHAFP7987,United States,California,Mill Creek,96061,"40.331975, -121.460674",40.331975,-121.460674,UKDBQJGLZ8989,Q3,Yes,1,68,None,Yes,18.42,Yes,Yes,Fiber Optic,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.05,7508.55,0.0,0,1252.56,8761.11,DJDNLV6573,4,Stayed,No,0,80,6391,,,0,0,0,1,1,1,0,1,1,1,2,1,0,1,1,1,1,1,1,2,1,0,2,0,5,20
3550,5939-SXWHM,1,Male,59,No,No,Yes,Yes,3,RXLZCZ5245,United States,California,Millville,96062,"40.531257, -122.148139",40.531257,-122.148139,HHNEIJQKD1715,Q3,Yes,1,48,Offer B,Yes,20.73,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.3,1245.05,0.0,0,995.04,2240.09,HXPAYV6667,3,Stayed,No,0,72,2111,,,1,0,0,1,1,1,2,1,1,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,5,20
3551,7643-RCHXS,1,Female,31,No,No,Yes,Yes,3,UDWXZT2429,United States,California,Montgomery Creek,96065,"40.877552, -121.885884",40.877552,-121.885884,BANTWEYEC1618,Q3,No,0,63,Offer B,Yes,41.84,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.35,1263.85,0.0,0,2635.92,3899.77,HPMOZW7279,4,Stayed,No,0,23,4566,,,0,0,0,1,1,0,2,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,5,20
3552,8246-SHFGA,1,Male,24,Yes,No,No,No,0,VLSHBN8977,United States,California,Mount Shasta,96067,"41.33832, -122.290756",41.33832,-122.290756,YMTHQBGOA4533,Q3,No,0,17,None,Yes,34.02,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.1,385.55,0.0,0,578.34,963.89,DERVSX8264,3,Stayed,No,0,78,2842,,,1,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,5,20
3553,0620-XEFWH,1,Male,41,No,No,Yes,Yes,1,SNZDRG7448,United States,California,Oak Run,96069,"40.689243, -122.037023",40.689243,-122.037023,ACFHVIXNL2676,Q3,Yes,1,4,Offer E,Yes,39.04,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,18.85,84.2,0.0,0,156.16,240.36,PSKEGJ8325,4,Stayed,No,0,63,5279,,,1,0,0,1,1,1,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,5,20
3554,6485-QXWWE,1,Female,51,No,No,No,Yes,3,FZPOSY9289,United States,California,Old Station,96071,"40.656287, -121.428965",40.656287,-121.428965,MDQOBEWCO9941,Q3,No,0,62,Offer B,Yes,2.83,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.0,1638.7,0.0,0,175.46,1814.16,FMLSXQ7964,3,Stayed,No,0,46,4535,,,0,0,0,0,1,0,2,1,1,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,5,20
3555,7321-VGNKU,1,Female,45,No,No,Yes,No,0,ILDDRD7295,United States,California,Paskenta,96074,"39.884395, -122.587513",39.884395,-122.587513,CDTERTETY4972,Q3,Yes,1,2,Offer E,Yes,7.7,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,120.25,0.0,20,15.4,155.65,ZBJTAB5432,3,Joined,No,0,39,4917,,,0,0,0,1,0,1,5,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,5,20
3556,5327-CNLUQ,1,Male,33,No,No,Yes,No,0,CQVMAP5378,United States,California,Paynes Creek,96075,"40.343213, -121.815412",40.343213,-121.815412,GIPPRAUPD5393,Q3,Yes,1,48,Offer B,Yes,6.1,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.9,4473.45,0.0,0,292.8,4766.25,XCMBIV2786,4,Stayed,No,0,38,2613,,,1,0,0,1,0,1,2,1,1,1,2,1,1,1,0,1,0,0,1,2,1,0,2,0,5,20
3557,7552-KEYGT,1,Male,53,No,No,Yes,No,0,MXNSYO9777,United States,California,Platina,96076,"40.367964, -122.937379",40.367964,-122.937379,POOXXOTKJ7376,Q3,Yes,1,27,Offer C,Yes,44.19,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.55,520.55,0.0,0,1193.13,1713.68,RLUNOC9895,4,Stayed,No,0,44,4430,,,1,0,0,1,0,1,3,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,5,20
3558,5816-JMLGY,1,Female,28,Yes,No,Yes,No,0,IGSBMZ2117,United States,California,Red Bluff,96080,"40.186772, -122.388361",40.186772,-122.388361,TGBPQJEXU3189,Q3,Yes,4,70,None,Yes,39.78,No,Yes,DSL,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.4,5717.85,0.0,0,2784.6,8502.45,OVMRDT4357,5,Stayed,No,0,28,6367,,,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,2,1,0,2,0,5,20
3559,2927-QRRQV,1,Male,44,No,No,Yes,No,0,ROZOBY3588,United States,California,Scott Bar,96085,"41.737962, -123.07557",41.737962,-123.07557,XJZZFJRRO9139,Q3,Yes,1,46,Offer B,Yes,10.13,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,94.65,4312.5,0.0,0,465.98,4778.48,QMCDKX8699,4,Stayed,No,0,79,4120,,,1,0,0,1,0,1,2,1,1,1,2,0,1,1,0,1,0,0,1,1,1,0,2,0,5,20
3560,6265-SXWBU,1,Male,35,No,No,Yes,Yes,2,WILXKC9269,United States,California,Shingletown,96088,"40.497441, -121.827524",40.497441,-121.827524,UEVHTXFVM4737,Q3,Yes,9,69,None,Yes,42.45,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,95.75,6511.25,0.0,0,2929.05,9440.3,FSGVMD5549,4,Stayed,No,0,74,5561,,,1,0,0,1,1,1,0,1,1,1,2,0,1,1,0,1,0,0,1,1,0,1,2,0,5,20
3561,7941-RCJOW,1,Male,34,No,No,No,No,0,BXMGXD1962,United States,California,Tehama,96090,"40.021787, -122.127576",40.021787,-122.127576,YIBZYNIEU8422,Q3,No,0,65,Offer B,Yes,44.7,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.55,1218.65,0.0,0,2905.5,4124.15,ZZYCAR9142,5,Stayed,No,0,76,4309,,,1,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,2,1,1,2,0,5,20
3562,2387-KDZQY,1,Male,46,No,No,No,No,0,QACXSM1984,United States,California,Weaverville,96093,"40.759401, -122.939337",40.759401,-122.939337,REVPAVLIY9151,Q3,No,0,17,None,Yes,31.6,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.1,279.5,0.0,0,537.2,816.7,RJASOK3687,4,Stayed,No,0,51,2185,,,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,1,2,0,5,20
3563,3584-WKTTW,1,Male,23,Yes,No,Yes,No,0,GSHBGP9562,United States,California,Weed,96094,"41.465121, -122.380947",41.465121,-122.380947,NCCPJIPVB6993,Q3,Yes,2,51,Offer B,Yes,39.32,Yes,Yes,Fiber Optic,76,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.55,5720.35,0.0,0,2005.32,7725.67,UATIXV7126,4,Stayed,No,0,35,4053,,,1,1,0,1,0,1,2,1,1,1,2,1,0,1,1,1,1,1,1,1,1,0,2,0,5,20
3564,3399-BMLVW,1,Male,40,No,No,Yes,No,0,ZGUAAW7953,United States,California,Whitmore,96096,"40.637105, -121.906949",40.637105,-121.906949,POILUPVQJ6466,Q3,Yes,5,51,Offer B,Yes,9.53,No,Yes,DSL,10,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,60.5,3121.45,0.0,0,486.03,3607.48,HZAQQV5735,3,Stayed,No,0,75,4994,,,1,0,0,1,0,1,2,1,0,1,1,1,1,0,1,0,0,0,1,2,0,1,2,0,5,20
3565,1971-DTCZB,1,Female,52,No,No,Yes,No,0,XHSAVC3836,United States,California,Yreka,96097,"41.764869, -122.671316",41.764869,-122.671316,FQAOUTLJW3837,Q3,Yes,6,72,None,Yes,42.64,Yes,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.95,6468.6,0.0,0,3070.08,9538.68,BCFIRH5173,3,Stayed,No,0,54,6091,,,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,2,0,5,20
3566,3374-PZLXD,1,Male,31,No,No,No,No,0,WHOIPH8555,United States,California,Blairsden Graeagle,96103,"39.783747, -120.661032",39.783747,-120.661032,WBRXUSTWD9383,Q3,No,0,34,Offer C,Yes,36.52,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,675.6,0.0,0,1241.68,1917.28,HKDWCX4511,3,Stayed,No,0,73,4136,,,1,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,5,20
3567,3813-DHBBB,1,Male,39,No,No,Yes,No,0,DTDWPS5129,United States,California,Cedarville,96104,"41.505916, -120.152505",41.505916,-120.152505,DNJSUMHNU8323,Q3,Yes,10,67,None,No,0.0,No,Yes,DSL,6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,50.95,3521.7,0.0,0,0.0,3521.7,MTHFIX8759,3,Stayed,No,0,77,6395,,,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,2,1,0,2,0,5,20
3568,2812-REYAT,1,Female,56,No,No,Yes,No,0,NYLGFH2465,United States,California,Chilcoot,96105,"39.872961, -120.198876",39.872961,-120.198876,UIPGSTJTO2961,Q3,Yes,3,49,None,Yes,22.1,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.05,923.1,0.0,0,1082.9,2006.0,KHXVTW4759,5,Stayed,No,0,72,5579,,,0,0,0,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,2,0,5,20
3569,6518-PPLMZ,1,Male,38,No,No,Yes,Yes,3,ZZPRML1116,United States,California,Clio,96106,"39.745805, -120.580882",39.745805,-120.580882,BTPCPDDLN9565,Q3,Yes,8,53,None,Yes,25.32,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.4,1110.35,0.0,0,1341.96,2452.31,UKSGSO6912,3,Stayed,No,0,73,4497,,,1,0,0,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,2,1,1,2,0,5,20
3570,4939-KYYPY,1,Male,55,No,No,No,No,0,JULWTC6997,United States,California,Coleville,96107,"38.42528, -119.475741",38.42528,-119.475741,JLHIKSWKZ8196,Q3,No,0,27,None,Yes,33.94,Yes,Yes,Cable,25,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.45,1611.65,0.0,0,916.38,2528.03,XBBFNU2896,4,Stayed,No,0,23,4818,,,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,2,0,5,20
3571,5930-GBIWP,1,Male,46,No,No,No,No,0,LNPCXD5937,United States,California,Doyle,96109,"40.012675, -120.101857",40.012675,-120.101857,RWLIBRVKW5462,Q3,No,0,69,None,Yes,3.24,Yes,Yes,Cable,26,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,81.5,5553.25,0.0,0,223.56,5776.81,REXAKE3634,4,Stayed,No,0,45,5286,,,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,2,0,5,20
3572,6022-KOUQO,1,Female,51,No,No,Yes,Yes,2,IXXVAC8689,United States,California,Eagleville,96110,"41.280341, -120.150381",41.280341,-120.150381,JFZXTAENU9675,Q3,Yes,4,2,Offer E,No,0.0,No,Yes,Cable,27,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.05,44.75,0.0,0,0.0,44.75,UVMQKT8788,4,Joined,No,0,22,4998,,,0,0,0,1,1,1,5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,5,20
3573,2361-UPSND,1,Female,45,No,No,Yes,No,0,XEGRGJ1978,United States,California,Herlong,96113,"40.198234, -120.18089",40.198234,-120.18089,BAZNTLASE8684,Q3,Yes,6,46,None,Yes,44.75,No,Yes,DSL,27,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,70.6,3231.05,0.0,0,2058.5,5289.55,LKVKJG9499,3,Stayed,No,0,52,5433,,,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,2,0,5,20
3574,6035-RIIOM,1,Female,39,No,No,No,No,0,QFRQUR9723,United States,California,Janesville,96114,"40.294034, -120.512622",40.294034,-120.512622,ZRULMNFJM9856,Q3,No,0,54,None,Yes,31.55,Yes,Yes,Fiber Optic,8,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,97.2,5129.45,0.0,0,1703.7,6833.15,FSCIWS9316,5,Stayed,No,0,55,4971,,,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,1,1,1,1,2,1,0,2,0,5,20
3575,9504-DSHWM,1,Male,53,No,No,No,No,0,AVJCXZ5212,United States,California,Litchfield,96117,"40.507272, -120.338228",40.507272,-120.338228,RNCKJAZYP6946,Q3,No,0,20,None,Yes,33.14,Yes,Yes,DSL,17,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,59.2,1191.2,0.0,130,662.8,1984.0,HDIEDQ4745,3,Stayed,No,0,58,5924,,,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,5,20
