Customer ID,Dependents,Under 30,Monthly Charge,Total Revenue,Tenure in Months,Internet Service,Device Protection Plan,Unlimited Data,Streaming Movies,Contract Date,Contract Period,Churn Label,Churn Score
9992-UJOEL,0,1,50.3,129.99,2,1,0,1,0,2023-08-14,47,0,33
4741-WWJQZ,0,0,80.15,247.71,2,1,0,1,0,2023-08-21,40,0,26
6625-UTXEW,0,1,51.25,1174.66,12,1,0,1,0,2022-10-01,364,0,57
6244-BESBM,1,0,95.2,7501.08,69,1,0,1,1,2018-01-13,2086,0,34
2612-PHGOX,0,0,76.1,5240.56,64,1,1,1,0,2018-06-02,1946,0,26
8480-PPONV,1,0,115.55,9679.97,62,1,1,1,1,2018-08-13,1874,0,25
8780-IHCRN,1,1,24.65,3396.46,63,0,0,0,0,2018-07-22,1896,0,40
4598-ZADCK,0,0,53.6,2879.2,53,1,1,1,0,2019-05-28,1586,0,28
1257-SXUXQ,1,1,19.45,126.25,5,0,0,0,0,2023-05-01,152,0,79
7182-OVLBJ,1,0,101.15,8444.03,62,1,0,0,1,2018-08-13,1874,0,36
5095-ETBRJ,0,1,56.8,3241.85,55,1,0,1,0,2019-03-11,1664,0,33
4821-WQOYN,1,1,20.1,2913.85,72,0,0,0,0,2017-10-06,2185,0,41
4730-AWNAU,0,0,60.7,2234.55,36,1,1,1,1,2020-10-20,1075,0,69
3452-FLHYD,0,0,20.95,1122.15,25,0,0,0,0,2021-09-08,752,0,77
9531-NSBMR,0,0,19.25,2474.4,36,0,0,0,0,2020-10-18,1077,0,79
6260-ONULR,0,0,62.8,104.99,1,1,0,1,1,2023-08-06,55,0,36
4389-UEFCZ,0,1,105.5,9125.12,72,1,1,1,1,2017-10-17,2174,0,62
8711-LOBKY,1,0,19.85,3618.46,59,0,0,0,0,2018-11-06,1789,0,59
8985-OOPOS,0,0,74.1,110.15,1,1,1,1,1,2023-08-18,43,0,23
8800-ZKRFW,1,0,107.5,3979.3,30,1,1,1,1,2021-04-03,910,0,51
2616-FLVQC,0,0,19.55,3733.59,64,0,0,0,0,2018-06-13,1935,0,27
9968-FFVVH,0,1,68.8,6528.66,63,1,1,1,0,2018-07-24,1894,0,40
8390-FESFV,0,0,84.5,5568.3,62,1,1,1,1,2018-08-01,1886,0,61
3022-BEXHZ,1,1,111.2,10275.12,67,1,1,1,1,2018-03-09,2031,0,71
6248-TKCQV,0,0,80.6,8526.9,70,1,0,1,1,2017-12-14,2116,0,68
6198-ZFIOJ,0,0,75.6,509.0,5,1,0,0,0,2023-05-25,128,0,27
5989-OMNJE,0,0,57.6,1367.75,24,1,1,1,1,2021-10-10,720,0,70
1291-CUOCY,0,0,110.6,8273.24,72,1,1,1,1,2017-10-13,2178,0,64
9795-SHUHB,0,1,58.2,5412.62,66,1,0,1,0,2018-04-25,1984,0,79
3230-IUALN,0,0,81.0,4704.05,45,1,1,1,1,2020-01-01,1368,0,56
0042-RLHYP,1,0,19.7,4045.81,69,0,0,0,0,2018-01-10,2089,0,76
4945-RVMTE,0,0,59.55,2737.61,28,1,1,1,0,2021-06-24,828,0,37
1866-NXPSP,0,0,75.55,3932.15,36,1,1,0,1,2020-10-08,1087,0,22
3941-XTSKM,0,0,45.1,2049.05,42,1,1,1,1,2020-04-12,1266,0,71
1661-CZBAU,0,0,70.95,5777.68,48,1,0,1,1,2019-10-20,1441,0,56
5158-RIVOP,1,0,20.9,230.02,11,0,0,0,0,2022-11-28,306,0,63
9788-YTFGE,0,0,19.95,244.52,7,0,0,0,0,2023-03-07,207,0,38
9277-JOOMO,0,1,24.6,165.34,3,0,0,0,0,2023-07-19,73,0,56
1907-YLNYW,0,0,66.7,908.04,8,1,1,1,1,2023-02-08,234,0,35
8947-YRTDV,1,0,94.8,4559.39,32,1,1,0,1,2021-02-21,951,0,52
3161-ONRWK,0,0,65.85,6542.5,60,1,1,1,0,2018-10-07,1819,0,48
0114-RSRRW,0,1,19.95,683.75,10,0,0,0,0,2022-12-18,286,0,54
4565-NLZBV,0,0,24.65,4789.42,71,0,0,0,0,2017-11-13,2147,0,42
6682-VCIXC,0,0,51.25,2151.6,43,1,0,1,0,2020-03-08,1301,0,43
6475-VHUIZ,0,0,54.25,2116.94,23,1,1,1,0,2021-11-17,682,0,49
3910-MRQOY,0,1,19.4,2423.09,72,0,0,0,0,2017-10-25,2166,0,79
0661-WCQNQ,0,0,56.25,1561.16,22,1,0,0,0,2021-12-08,661,0,28
7537-RBWEA,0,1,25.15,25.15,1,1,0,1,0,2023-08-08,53,0,45
4656-CAURT,0,0,23.95,3247.66,69,0,0,0,0,2018-01-09,2090,0,31
0121-SNYRK,0,0,35.4,1748.9,50,1,0,1,0,2019-08-23,1499,0,36
3733-LSYCE,0,1,75.35,1565.9,15,1,0,1,0,2022-07-24,433,0,67
6265-FRMTQ,0,0,20.4,1402.08,31,0,0,0,0,2021-03-03,941,0,29
1371-DWPAZ,0,0,56.05,560.5,10,1,1,1,0,2022-12-25,279,0,30
2017-CCBLH,0,0,20.0,329.28,8,0,0,0,0,2023-02-22,220,0,71
7690-KPNCU,0,1,73.05,6393.61,64,1,1,1,1,2018-06-15,1933,0,28
0536-BGFMZ,0,1,20.5,1748.29,28,0,0,0,0,2021-06-20,832,0,41
2293-IJWPS,0,0,100.75,6197.04,57,1,1,1,1,2019-01-04,1730,0,31
5469-NUJUR,0,0,19.95,736.4,19,0,0,0,0,2022-03-06,573,0,50
2625-TRCZQ,0,1,49.65,2553.35,51,1,0,1,1,2019-07-16,1537,0,30
4102-HLENU,0,0,65.65,5852.46,67,1,1,1,0,2018-03-05,2035,0,20
7266-GSSJX,1,0,20.45,434.17,11,0,0,0,0,2022-11-06,328,0,28
7722-VJRQD,0,0,60.95,4549.05,72,1,1,1,1,2017-10-03,2188,0,21
7073-QETQY,0,0,20.35,4331.48,66,0,0,0,0,2018-04-24,1985,0,22
5624-RYAMH,0,0,19.5,601.31,9,0,0,0,0,2023-01-03,270,0,64
0196-JTUQI,0,0,75.2,717.28,9,1,0,1,0,2023-01-01,272,0,68
7130-YXBRO,0,1,111.45,6388.38,48,1,1,1,1,2019-10-12,1449,0,74
9272-LSVYH,0,1,70.15,778.4,10,1,0,1,0,2022-12-23,281,0,78
3084-DOWLE,0,0,92.0,9701.28,72,1,1,0,1,2017-10-14,2177,0,42
1084-MNSMJ,0,0,85.5,6152.38,51,1,1,1,1,2019-07-21,1532,0,43
6250-CGGUN,0,0,84.4,6139.69,54,1,1,1,0,2019-04-15,1629,0,31
5478-JJVZK,0,0,60.9,2551.62,33,1,0,1,0,2021-01-23,980,0,36
7596-IIWYC,0,0,20.25,1503.99,27,0,0,0,0,2021-07-26,796,0,79
9793-WECQC,0,0,95.3,3301.73,23,1,0,1,1,2021-11-09,690,0,68
4291-HPAXL,1,0,19.85,48.95,1,0,0,0,0,2023-08-22,39,0,75
8999-YPYBV,0,0,84.35,5244.05,45,1,1,1,1,2020-01-27,1342,0,35
1839-FBNFR,1,0,19.85,2125.03,39,0,0,0,0,2020-07-16,1171,0,72
3071-MVJCD,0,0,82.3,9302.83,72,1,1,1,0,2017-10-06,2185,0,60
1697-BCSHV,1,0,66.8,6528.2,58,1,0,1,0,2018-12-16,1749,0,70
0562-KBDVM,0,0,44.6,3058.15,70,1,1,1,0,2017-12-14,2116,0,26
1131-SUEKT,1,0,98.45,8680.97,61,1,0,1,1,2018-09-02,1854,0,64
3717-OEAUQ,0,0,70.7,144.64,2,1,0,0,0,2023-08-02,59,0,38
4538-WNTMJ,0,0,24.95,1377.5,46,0,0,0,0,2019-12-04,1396,0,58
9432-RUVSL,0,0,102.5,5818.17,48,1,1,1,1,2019-10-11,1450,0,75
8060-HIWJJ,0,0,86.55,6553.51,64,1,1,1,1,2018-06-11,1937,0,57
7684-XSZIY,1,0,24.3,3113.49,72,0,0,0,0,2017-10-06,2185,0,43
9089-UOWJG,1,0,58.35,836.19,12,1,1,1,0,2022-10-15,350,0,29
8039-ACLPL,0,1,68.75,5775.24,72,1,1,1,1,2017-10-04,2187,0,52
9885-AIBVB,0,0,85.8,3735.75,29,1,1,0,0,2021-05-10,873,0,70
1934-MKPXS,0,1,20.1,2249.76,33,0,0,0,0,2021-01-08,995,0,59
2592-YKDIF,0,0,20.35,64.44,1,0,0,0,0,2023-08-08,53,0,72
2272-JKMSI,1,0,110.8,7662.45,62,1,1,1,1,2018-08-04,1883,0,49
8714-CTZJW,0,1,82.85,398.96,4,1,1,1,1,2023-06-26,96,0,80
3569-EDBPQ,0,0,84.35,2557.49,24,1,0,1,0,2021-10-11,719,0,31
3131-NWVFJ,0,0,19.55,560.92,14,0,0,0,0,2022-08-13,413,0,47
7521-YXVZY,1,0,19.95,73.75,3,0,0,0,0,2023-07-21,71,0,77
2373-NTKOD,0,0,66.25,752.21,8,1,0,1,1,2023-02-12,230,0,60
1970-KKFWL,0,0,23.3,1025.3,35,0,0,0,0,2020-11-12,1052,0,78
9337-SRRNI,1,0,25.3,3245.26,66,0,0,0,0,2018-04-16,1993,0,56
0895-UADGO,0,0,44.55,343.45,8,1,0,1,1,2023-02-15,227,0,66
5678-VFNEQ,0,1,104.1,7723.94,71,1,1,1,1,2017-11-06,2154,0,45
5977-CKHON,1,0,92.55,5221.07,43,1,1,1,1,2020-03-05,1304,0,37
1830-GGFNM,1,0,94.55,7348.2,65,1,1,1,0,2018-05-10,1969,0,36
5302-BDJNT,0,1,95.5,5014.9,35,1,1,1,0,2020-11-02,1062,0,27
5223-UZAVK,0,0,100.3,7240.6,64,1,0,1,1,2018-06-28,1920,0,77
4859-ZSRDZ,0,0,55.5,3166.9,58,1,1,1,1,2018-12-10,1755,0,69
9350-VLHMB,1,0,89.55,6785.15,67,1,0,1,1,2018-03-12,2028,0,45
3498-LZGQZ,1,0,19.15,3073.35,63,0,0,0,0,2018-07-22,1896,0,38
8785-CJSHH,0,1,99.8,8054.55,60,1,0,1,1,2018-10-01,1825,0,38
3870-SPZSI,1,0,113.05,10196.55,70,1,1,1,1,2017-12-10,2120,0,54
7560-QRBXH,0,0,19.95,1377.82,48,0,0,0,0,2019-10-23,1438,0,21
7077-XJMET,0,0,74.15,1334.08,12,1,1,1,1,2022-10-07,358,0,52
4652-ODEVH,1,0,24.45,3217.2,45,0,0,0,0,2020-01-24,1345,0,57
6510-UPNKS,0,1,24.8,1622.06,23,0,0,0,0,2021-11-18,681,0,46
6718-BDGHG,0,0,64.85,3466.34,43,1,0,1,0,2020-03-14,1295,0,72
9046-DQMTP,0,0,20.75,1367.1,35,0,0,0,0,2020-11-21,1043,0,75
6439-LAJXL,0,0,68.95,905.61,9,1,0,1,0,2023-01-23,250,0,29
1666-JZPZT,0,0,49.0,1363.98,27,1,0,1,0,2021-07-14,808,0,51
5777-KJIRB,0,0,50.25,2954.75,40,1,1,1,0,2020-06-20,1197,0,25
7677-SJJJK,0,1,19.9,541.07,8,0,0,0,0,2023-02-04,238,0,29
3253-HKOKL,1,0,100.3,5659.93,52,1,1,1,1,2019-06-03,1580,0,29
7055-HNEOJ,0,0,55.8,167.12,3,1,1,1,0,2023-07-09,83,0,48
5514-YQENT,1,1,111.15,5760.93,41,1,1,1,1,2020-05-11,1237,0,32
3211-AAPKX,0,1,98.55,2496.35,20,1,0,1,1,2022-02-05,602,0,42
8445-DNBAE,1,1,50.05,93.1,1,1,0,1,0,2023-08-06,55,0,61
2958-NHPPS,0,0,20.85,1286.26,23,0,0,0,0,2021-11-09,690,0,53
1735-XMJVH,1,0,19.35,431.56,8,0,0,0,0,2023-02-19,223,0,58
6890-PFRQX,0,0,69.5,1419.18,18,1,1,1,0,2022-04-22,526,0,24
5899-OUVKV,0,0,94.5,4402.72,31,1,0,1,1,2021-03-23,921,0,42
8681-ICONS,1,1,20.65,1369.41,29,0,0,0,0,2021-05-23,860,0,72
1621-YNCJH,0,0,106.05,4577.04,36,1,1,0,1,2020-10-06,1089,0,25
6362-QHAFM,0,0,108.3,6369.05,42,1,1,1,1,2020-04-24,1254,0,63
3070-BDOQC,0,0,99.65,6949.65,60,1,1,1,1,2018-10-26,1800,0,41
6234-PFPXL,0,0,95.9,3018.59,22,1,0,1,0,2021-12-12,657,0,56
9824-QCJPK,0,0,20.0,1450.47,36,0,0,0,0,2020-10-13,1082,0,60
4283-IVYCI,0,0,64.95,795.57,9,1,0,1,1,2023-01-24,249,0,66
1866-OBPNR,1,1,74.6,117.59,1,1,0,1,0,2023-08-23,38,0,22
8205-MQUGY,1,0,49.2,766.11,12,1,0,0,0,2022-10-13,352,0,37
8970-ANWXO,0,0,73.75,2562.29,23,1,0,1,1,2021-11-26,673,0,28
9480-BQJEI,0,0,92.3,7241.15,62,1,0,1,1,2018-08-25,1862,0,58
6979-TNDEU,0,0,19.2,271.41,8,0,0,0,0,2023-02-11,231,0,42
9777-WJJPR,0,0,88.65,3606.07,31,1,1,1,0,2021-03-10,934,0,48
9495-SKLKD,1,0,95.95,5460.6,45,1,1,1,1,2020-01-20,1349,0,63
5067-DGXLL,0,0,20.25,68.46,2,0,0,0,0,2023-08-27,34,0,59
6281-FKEWS,0,0,49.05,2265.0,44,1,1,1,1,2020-02-16,1322,0,68
8898-KASCD,0,0,35.55,1309.15,39,1,1,1,0,2020-07-16,1171,0,76
9242-TKFSV,0,0,65.1,4754.3,72,1,1,1,1,2017-10-15,2176,0,30
0743-HNPFG,0,0,69.75,4477.95,51,1,0,1,1,2019-07-22,1531,0,50
5035-PGZXH,0,0,106.8,7760.48,56,1,1,0,1,2019-02-27,1676,0,49
8695-WDYEA,0,0,51.25,90.55,1,1,0,1,0,2023-08-02,59,0,57
6543-JXSOO,0,0,57.75,1579.09,23,1,0,1,0,2021-11-11,688,0,22
8605-ITULD,0,1,19.55,24.65,1,0,0,0,0,2023-08-23,38,0,31
6416-YJTTB,0,1,79.5,888.93,11,1,1,1,0,2022-11-08,326,0,57
4472-VESGY,1,0,98.15,6610.08,52,1,1,1,1,2019-06-12,1571,0,48
3195-TQDZX,0,1,20.25,66.16,3,0,0,0,0,2023-07-02,90,0,42
3128-YOVTD,1,1,79.15,4147.58,51,1,0,1,0,2019-07-28,1525,0,64
7041-TXQJH,0,0,40.2,1478.85,37,1,1,1,1,2020-09-25,1100,0,20
5014-GSOUQ,0,0,19.95,487.14,13,0,0,0,0,2022-09-27,368,0,63
5724-BIDBU,0,1,55.35,4701.26,49,1,0,1,0,2019-09-05,1486,0,26
1769-GRUIK,0,1,71.1,1447.43,18,1,0,0,0,2022-04-11,537,0,28
8819-WFGGJ,0,0,54.1,3794.5,68,1,1,1,1,2018-02-03,2065,0,30
7427-AUFPY,0,1,19.65,2397.58,54,0,0,0,0,2019-04-02,1642,0,70
7898-PDWQE,0,1,80.4,7007.99,71,1,1,1,1,2017-11-24,2136,0,20
9972-EWRJS,1,0,19.25,4639.15,67,0,0,0,0,2018-03-02,2038,0,61
9314-IJWSQ,1,0,84.8,1576.02,14,1,0,1,0,2022-08-17,409,0,80
5799-JRCZO,1,0,19.5,2747.26,63,0,0,0,0,2018-07-23,1895,0,44
1921-KYSAY,0,0,68.6,4391.18,41,1,1,1,1,2020-05-04,1244,0,34
6198-RTPMF,0,0,92.6,1736.44,17,1,0,1,1,2022-05-21,497,0,32
2924-KHUVI,0,1,100.55,8141.35,56,1,0,1,1,2019-02-15,1688,0,61
1925-GMVBW,0,0,20.55,218.75,5,0,0,0,0,2023-05-27,126,0,23
6184-DYUOB,0,1,19.6,180.95,3,0,0,0,0,2023-07-19,73,0,29
9207-ZPANB,0,0,67.45,2925.78,37,1,1,1,0,2020-09-02,1123,0,37
9327-QSDED,0,0,43.55,401.56,8,1,0,0,0,2023-02-13,229,0,60
1656-DRSMG,0,0,109.85,8200.58,63,1,1,1,1,2018-07-28,1890,0,66
3012-VFFMN,1,0,20.65,194.02,7,0,0,0,0,2023-03-13,201,0,74
2984-AFWNC,0,0,95.4,344.18,3,1,0,1,1,2023-07-24,68,0,70
0640-YJTPY,1,1,21.0,1904.15,72,0,0,0,0,2017-10-20,2171,0,71
8096-LOIST,0,0,56.2,1857.58,19,1,0,1,1,2022-03-13,566,0,38
9764-REAFF,0,0,18.4,2650.26,59,0,0,0,0,2018-11-01,1794,0,20
7107-UBYKY,1,0,25.75,1749.15,35,0,0,0,0,2020-11-18,1046,0,49
4881-GQJTW,0,0,19.6,419.96,14,0,0,0,0,2022-08-25,401,0,40
7876-DNYAP,1,1,19.8,2015.86,69,0,0,0,0,2018-01-01,2098,0,36
2882-WDTBA,0,0,75.75,8446.92,69,1,1,1,0,2018-01-24,2075,0,75
2091-GPPIQ,0,0,78.95,7605.03,72,1,0,1,1,2017-10-23,2168,0,76
5071-FBJFS,1,0,50.3,395.66,4,1,0,1,0,2023-06-13,109,0,73
2796-UUZZO,1,0,80.3,6125.79,63,1,1,0,0,2018-07-18,1900,0,66
2429-AYKKO,0,0,19.85,1681.06,72,0,0,0,0,2017-10-20,2171,0,22
9798-OPFEM,0,0,21.1,2444.98,46,0,0,0,0,2019-12-27,1373,0,37
3794-NFNCH,0,0,50.0,2169.7,30,1,1,1,0,2021-04-12,901,0,29
5193-QLVZB,0,0,104.75,9607.75,63,1,1,1,1,2018-07-03,1915,0,30
7114-AEOZE,0,0,19.85,2995.3,60,0,0,0,0,2018-10-27,1799,0,58
5522-NYKPB,1,1,85.9,2493.8,25,1,0,1,0,2021-09-06,754,0,79
6518-KZXCB,0,0,25.25,671.88,22,0,0,0,0,2021-12-24,645,0,61
2245-ADZFJ,0,0,80.55,3355.72,31,1,0,1,1,2021-03-10,934,0,24
7776-QGYJC,1,0,81.5,4693.82,39,1,1,1,0,2020-07-04,1183,0,25
9313-QOLTZ,0,0,20.9,1343.28,26,0,0,0,0,2021-08-26,765,0,51
4672-FOTSD,0,0,67.25,1381.9,12,1,0,1,0,2022-10-22,343,0,56
9818-XQCUV,0,0,20.35,97.14,2,0,0,0,0,2023-08-08,53,0,61
7338-ERIVA,0,0,45.05,1790.6,39,1,0,1,0,2020-07-05,1182,0,61
8259-NFJTV,1,0,34.65,246.6,7,1,0,1,0,2023-03-10,204,0,45
6968-GMKPR,0,0,81.55,5738.2,55,1,1,1,0,2019-03-19,1656,0,80
4751-ERMAN,0,0,75.4,8515.77,72,1,1,1,1,2017-10-08,2183,0,35
1436-ZMJAN,0,0,67.8,1023.95,10,1,1,1,1,2022-12-12,292,0,79
0799-DDIHE,1,1,46.3,1003.5,15,1,0,1,0,2022-07-12,445,0,68
3070-FNFZQ,1,0,20.4,1389.32,23,0,0,0,0,2021-11-20,679,0,33
2812-SFXMJ,1,0,20.05,27.71,1,0,0,0,0,2023-08-08,53,0,27
5014-WUQMG,1,1,96.1,5124.18,47,1,1,1,1,2019-11-15,1415,0,68
5312-TSZVC,0,0,19.65,624.0,15,0,0,0,0,2022-07-04,453,0,34
2782-JEEBU,0,0,36.0,780.15,21,1,0,1,0,2022-01-03,635,0,64
5127-BZENZ,0,0,65.2,5736.47,56,1,0,1,0,2019-02-09,1694,0,26
2720-FVBQP,1,1,48.95,422.23,6,1,0,1,0,2023-04-07,176,0,30
4522-XRWWI,0,0,80.45,4102.92,42,1,0,1,1,2020-04-21,1257,0,62
3766-EJLFL,1,0,109.05,8761.11,68,1,1,1,1,2018-02-23,2045,0,80
5939-SXWHM,1,0,26.3,2240.09,48,0,0,0,0,2019-10-08,1453,0,72
7643-RCHXS,1,0,19.35,3899.77,63,0,0,0,0,2018-07-04,1914,0,23
8246-SHFGA,0,1,21.1,963.89,17,0,0,0,0,2022-05-13,505,0,78
0620-XEFWH,1,0,18.85,240.36,4,0,0,0,0,2023-06-08,114,0,63
6485-QXWWE,1,0,26.0,1814.16,62,0,0,0,0,2018-08-15,1872,0,46
7321-VGNKU,0,0,70.35,155.65,2,1,0,0,0,2023-08-28,33,0,39
5327-CNLUQ,0,0,96.9,4766.25,48,1,1,1,0,2019-10-14,1447,0,38
7552-KEYGT,0,0,19.55,1713.68,27,0,0,0,0,2021-07-22,800,0,44
5816-JMLGY,0,1,80.4,8502.45,70,1,1,1,1,2017-12-25,2105,0,28
2927-QRRQV,0,0,94.65,4778.48,46,1,1,1,0,2019-12-08,1392,0,79
6265-SXWBU,1,0,95.75,9440.3,69,1,1,1,0,2018-01-16,2083,0,74
7941-RCJOW,0,0,19.55,4124.15,65,0,0,0,0,2018-05-10,1969,0,76
2387-KDZQY,0,0,20.1,816.7,17,0,0,0,0,2022-05-13,505,0,51
3584-WKTTW,0,1,111.55,7725.67,51,1,1,1,1,2019-07-20,1533,0,35
3399-BMLVW,0,0,60.5,3607.48,51,1,0,1,0,2019-07-24,1529,0,75
1971-DTCZB,0,0,90.95,9538.68,72,1,1,1,1,2017-10-20,2171,0,54
3374-PZLXD,0,0,19.7,1917.28,34,0,0,0,0,2020-12-06,1028,0,73
3813-DHBBB,0,0,50.95,3521.7,67,1,0,1,1,2018-03-02,2038,0,77
2812-REYAT,0,0,20.05,2006.0,49,0,0,0,0,2019-09-24,1467,0,72
6518-PPLMZ,1,0,19.4,2452.31,53,0,0,0,0,2019-05-07,1607,0,73
4939-KYYPY,0,0,59.45,2528.03,27,1,1,1,0,2021-07-09,813,0,23
5930-GBIWP,0,0,81.5,5776.81,69,1,1,1,1,2018-01-08,2091,0,45
6022-KOUQO,1,0,29.05,44.75,2,1,0,1,0,2023-08-25,36,0,22
2361-UPSND,0,0,70.6,5289.55,46,1,0,1,1,2019-12-03,1397,0,52
6035-RIIOM,0,0,97.2,6833.15,54,1,0,1,1,2019-04-04,1640,0,55
9504-DSHWM,0,0,59.2,1984.0,20,1,0,0,0,2022-02-13,594,0,58
5035-BVCXS,0,1,75.9,1015.45,11,1,0,1,0,2022-11-05,329,0,70
3533-UVMOM,0,0,70.95,5553.37,68,1,1,1,1,2018-02-10,2058,0,43
1478-VPOAD,0,0,43.8,81.3,1,1,0,1,0,2023-08-25,36,0,31
9995-HOTOH,0,0,59.0,3707.6,63,1,1,1,1,2018-07-20,1898,0,20
2988-PLAHS,0,0,69.95,338.98,3,1,1,0,1,2023-07-10,82,0,67
1371-OJCEK,0,1,24.35,1789.86,48,0,0,0,0,2019-10-07,1454,0,70
4999-IEZLT,0,0,29.45,1983.15,66,1,0,1,0,2018-04-14,1995,0,55
8883-ANODQ,1,0,84.4,7442.67,68,1,1,1,0,2018-02-15,2053,0,34
2351-RRBUE,0,1,20.65,425.53,7,0,0,0,0,2023-03-23,191,0,70
5980-BDHPY,0,0,87.1,7095.54,72,1,1,1,1,2017-10-25,2166,0,76
1498-DQNRX,0,0,19.85,738.06,29,0,0,0,0,2021-05-27,856,0,59
9469-WEJBT,0,0,90.35,3827.93,37,1,1,0,1,2020-09-02,1123,0,76
2581-VKIRT,0,0,65.5,4656.21,59,1,0,1,0,2018-11-05,1790,0,35
2851-MMUTZ,0,1,56.15,1474.72,27,1,0,1,0,2021-07-23,799,0,69
3307-TLCUD,0,0,34.4,592.75,17,1,1,1,0,2022-05-03,515,0,45
6625-FLENO,0,0,20.75,2269.39,58,0,0,0,0,2018-12-01,1764,0,20
2967-MXRAV,0,1,18.8,62.37,1,0,0,0,0,2023-08-01,60,0,51
8189-HBVRW,0,0,90.8,5114.23,53,1,1,0,0,2019-05-18,1596,0,20
4163-KIUHY,0,1,25.6,2295.65,35,0,0,0,0,2020-11-09,1055,0,56
3500-NSDOA,0,0,70.8,5616.11,68,1,0,1,1,2018-02-01,2067,0,61
1171-TYKUR,0,1,25.4,1612.49,47,0,0,0,0,2019-11-12,1418,0,33
1219-NNDDO,0,0,76.85,1045.24,9,1,0,1,0,2023-01-26,247,0,38
8388-DMKAE,0,0,20.25,301.53,8,0,0,0,0,2023-02-19,223,0,37
4403-BWPAY,0,0,24.8,790.7,14,0,0,0,0,2022-08-12,414,0,22
9659-QEQSY,0,1,115.65,6643.35,45,1,1,1,1,2020-01-04,1365,0,75
5405-ZMYXQ,0,1,74.6,559.14,8,1,0,1,0,2023-02-05,237,0,57
1442-OKRJE,1,0,103.15,9635.0,66,1,1,1,1,2018-04-05,2004,0,80
4737-AQCPU,0,0,72.1,8080.25,72,1,1,1,0,2017-10-13,2178,0,42
2808-CHTDM,1,0,25.1,1436.23,23,0,0,0,0,2021-11-12,687,0,67
0793-TWELN,0,1,80.15,345.85,4,1,0,1,0,2023-06-03,119,0,62
3283-WCWXT,1,0,25.4,343.68,6,0,0,0,0,2023-04-27,156,0,52
5451-MHQOF,0,0,24.45,3275.73,56,0,0,0,0,2019-02-16,1687,0,78
4836-WNFNO,0,0,25.0,4727.76,72,0,0,0,0,2017-10-13,2178,0,35
9225-BZLNZ,0,0,85.25,7276.86,72,1,1,1,1,2017-10-25,2166,0,52
0354-VXMJC,1,0,19.6,1209.57,23,0,0,0,0,2021-11-02,697,0,35
4422-QVIJA,1,0,50.15,3144.05,35,1,0,0,0,2020-11-21,1043,0,74
8332-OSJDW,0,0,26.4,856.75,12,0,0,0,0,2022-10-14,351,0,65
4735-BJKOU,0,0,20.15,1139.25,40,0,0,0,0,2020-06-10,1207,0,64
0274-JKUJR,1,1,58.85,465.7,7,1,1,1,1,2023-03-13,201,0,76
5740-YHGTW,1,0,97.55,8935.65,70,1,0,1,0,2017-12-15,2115,0,49
8917-SZTTJ,1,0,19.65,2480.55,60,0,0,0,0,2018-10-10,1816,0,50
1696-MZVAU,0,1,25.25,947.75,39,1,0,1,0,2020-07-05,1182,0,21
7359-WWYJV,0,0,114.45,8827.93,72,1,1,1,1,2017-10-14,2177,0,53
4906-ZHGPK,0,0,70.7,6386.3,54,1,0,1,0,2019-04-13,1631,0,77
3795-GWTRD,0,0,75.55,5106.64,63,1,1,1,0,2018-07-13,1905,0,64
1298-PHBTI,1,0,84.8,8542.97,71,1,0,1,0,2017-11-26,2134,0,43
6223-DHJGV,0,0,20.65,1934.6,42,0,0,0,0,2020-04-27,1251,0,49
6961-MJKBO,0,1,20.45,1253.67,47,0,0,0,0,2019-11-27,1403,0,72
8158-WPEZG,0,1,35.65,425.1,11,1,0,1,0,2022-11-17,317,0,61
0727-BNRLG,0,0,97.65,10148.7,69,1,1,1,0,2018-01-25,2074,0,20
6435-SRWBJ,0,1,82.75,566.45,5,1,1,1,0,2023-05-09,144,0,36
9964-WBQDJ,0,1,24.4,3480.52,71,0,0,0,0,2017-11-24,2136,0,56
6303-KFWSL,0,1,55.25,2761.35,29,1,0,1,0,2021-05-19,864,0,55
1702-CCFNJ,0,0,61.35,5491.35,52,1,0,1,0,2019-06-12,1571,0,49
8932-CZHRQ,0,0,76.75,6612.97,68,1,1,1,1,2018-02-11,2057,0,33
0386-CWRGM,1,0,19.4,3152.85,46,0,0,0,0,2019-12-28,1372,0,47
5515-RUGKN,0,0,54.75,682.29,8,1,0,1,1,2023-02-25,217,0,53
0404-AHASP,0,1,19.7,3435.74,72,0,0,0,0,2017-10-15,2176,0,36
7279-NMVJC,0,0,19.9,758.69,17,0,0,0,0,2022-05-11,507,0,70
2081-VEYEH,0,0,107.95,356.58,3,1,1,1,1,2023-07-11,81,0,70
9060-HJJRW,0,0,56.4,2928.5,51,1,1,1,1,2019-07-22,1531,0,62
2587-YNLES,1,0,20.1,250.65,6,0,0,0,0,2023-04-14,169,0,42
7398-SKNQZ,0,0,94.9,282.11,3,1,0,1,1,2023-07-14,78,0,58
1958-RNRKS,0,0,49.9,1708.75,30,1,0,0,0,2021-04-20,893,0,45
5136-RGMZO,0,0,71.05,2366.55,31,1,0,1,0,2021-03-15,929,0,37
8345-MVDYC,0,0,81.65,5301.25,45,1,1,1,1,2020-01-24,1345,0,41
8226-BXGES,0,0,89.45,6575.85,64,1,1,1,0,2018-06-06,1942,0,67
1015-OWJKI,0,0,19.05,24.07,1,0,0,0,0,2023-08-05,56,0,59
