Customer ID,Dependents,Under 30,Monthly Charge,Total Revenue,Tenure in Months,Internet Service,Device Protection Plan,Unlimited Data,Streaming Movies,Contract Date,Contract Period,Churn Label,Churn Score,Forecast Period
4452-ROHMO,0,0,19.6,923.95,15,0,0,0,0,2022-07-13,444,0,38,566.0
3090-LETTY,1,0,60.95,164.36,2,1,0,1,0,2023-08-15,46,0,78,25.0
5349-AZPEW,1,0,25.05,125.5,5,1,0,1,0,2023-05-10,143,0,24,178.0
9720-JJJOR,0,1,60.3,2610.93,41,1,1,1,0,2020-05-07,1241,0,50,1232.0
8100-HZZLJ,1,1,63.95,2977.85,43,1,0,1,1,2020-03-25,1284,0,55,1062.0
7398-HPYZQ,0,0,90.55,8433.18,71,1,1,1,1,2017-11-27,2133,0,23,1991.0
3546-GHEAE,0,1,19.45,231.36,7,0,0,0,0,2023-03-14,200,0,42,120.0
2550-QHZGP,0,0,19.5,342.66,7,0,0,0,0,2023-03-18,196,0,71,157.0
7519-JTWQH,0,0,110.5,9105.93,69,1,1,1,1,2018-01-10,2089,0,33,1785.0
2538-OIMXF,1,1,24.7,94.7,1,1,0,0,0,2023-08-09,52,0,55,80.0
8543-MSDMF,0,0,77.4,339.41,3,1,1,1,1,2023-07-16,76,0,24,71.0
1170-SASML,0,0,85.4,8249.21,69,1,1,1,0,2018-01-26,2073,0,62,1862.0
4872-JCVCA,0,0,47.6,3377.8,71,1,1,1,0,2017-11-04,2156,0,22,2078.0
5346-BZCHP,1,1,19.4,3083.62,69,0,0,0,0,2018-01-07,2092,0,57,1643.0
2038-LLMLM,0,0,103.85,5450.05,48,1,1,1,1,2019-10-12,1449,0,78,1171.0
1216-BGTSP,0,0,108.45,5233.35,45,1,1,1,1,2020-01-23,1346,0,33,1271.0
4138-NAXED,0,0,81.0,6285.18,51,1,0,0,0,2019-07-05,1548,0,34,1498.0
0744-BIKKF,0,0,86.65,7046.32,72,1,1,1,1,2017-10-18,2173,0,67,2006.0
7483-IQWIB,1,0,92.95,4854.18,37,1,1,1,0,2020-09-19,1106,0,42,1068.0
5248-KWLAR,0,0,90.35,7633.07,71,1,1,1,1,2017-11-19,2141,0,28,2157.0
7996-MHXLW,0,0,25.15,3054.42,66,0,0,0,0,2018-04-26,1983,0,61,1886.0
7833-PKIHD,0,0,76.4,5580.96,51,1,0,1,1,2019-07-19,1534,0,52,1483.0
7061-OVMIM,0,0,19.55,1242.7,30,0,0,0,0,2021-04-11,902,0,50,771.0
5153-RTHKF,0,1,85.35,3696.96,34,1,0,0,0,2020-12-17,1017,0,78,938.0
1852-QSWCD,1,0,24.8,3770.85,64,0,0,0,0,2018-06-26,1922,0,55,1946.0
9079-LWTFD,0,0,100.75,6912.51,47,1,0,1,0,2019-11-10,1420,0,27,1528.0
3392-EHMNK,1,0,94.1,7066.6,67,1,0,1,0,2018-03-03,2037,0,58,1986.0
5986-WWXDV,0,0,19.35,2674.99,39,0,0,0,0,2020-07-08,1179,0,68,1741.0
3061-BCKYI,0,1,19.9,892.75,14,0,0,0,0,2022-08-06,420,0,34,635.0
7228-PAQPD,0,1,59.1,1248.99,14,1,0,1,1,2022-08-14,412,0,58,405.0
7746-QYVCO,0,0,55.85,1194.44,16,1,0,1,0,2022-06-20,467,0,55,496.0
5804-HYIEZ,1,0,106.05,10373.65,70,1,0,1,1,2017-12-07,2123,0,30,2018.0
5934-TSSAU,1,0,75.3,2823.69,23,1,1,1,0,2021-11-23,676,0,49,958.0
3486-KHMLI,1,0,24.7,1123.61,21,0,0,0,0,2022-01-14,624,0,54,638.0
6784-XYJAE,0,0,55.8,3700.62,36,1,1,0,0,2020-10-15,1080,0,25,1481.0
3933-DQPWX,0,0,39.7,1932.75,50,1,1,1,0,2019-08-20,1502,0,49,1257.0
6661-EIPZC,1,0,29.5,1423.05,48,1,0,1,0,2019-10-18,1443,0,36,1341.0
8957-THMOA,1,0,20.15,1918.35,50,0,0,0,0,2019-08-19,1503,0,27,1231.0
2251-PYLPB,0,0,79.55,9054.5,72,1,1,1,1,2017-10-22,2169,0,55,1925.0
5555-RNPGT,1,0,24.8,568.6,10,0,0,0,0,2022-12-07,297,0,36,340.0
1057-FOGLZ,0,0,19.65,719.3,18,0,0,0,0,2022-04-22,526,0,20,568.0
8087-LGYHQ,0,0,94.05,951.42,9,1,1,1,1,2023-01-11,262,0,42,215.0
4137-BTIKL,0,0,90.75,229.09,2,1,0,1,1,2023-08-18,43,0,60,44.0
2190-BCXEC,0,0,78.85,4725.65,40,1,0,1,0,2020-06-23,1194,0,45,1443.0
6227-FBDXH,0,0,99.5,7104.34,69,1,1,1,1,2018-01-17,2082,0,56,1611.0
2911-WDXMV,1,1,80.55,2146.09,18,1,1,1,0,2022-04-13,535,0,37,595.0
4547-FZJWE,0,1,59.45,5186.35,55,1,0,0,1,2019-03-22,1653,0,77,1645.0
7422-WNBTY,0,0,93.35,4140.08,33,1,1,1,1,2021-01-12,991,0,40,1069.0
0842-IWYCP,0,1,44.95,4023.62,46,1,0,1,0,2019-12-18,1382,0,44,1826.0
3521-HTQTV,0,0,26.1,1676.33,34,0,0,0,0,2020-12-11,1023,0,46,1143.0
3744-ZBHON,0,0,20.2,161.38,3,0,0,0,0,2023-07-23,69,0,24,100.0
3373-DIUUN,1,0,21.25,1911.9,30,0,0,0,0,2021-04-15,898,0,70,1157.0
8383-SGHJU,0,0,59.4,2292.04,33,1,0,1,0,2021-01-21,982,0,38,855.0
7607-QKKTJ,1,1,95.0,5934.1,45,1,1,0,1,2020-01-22,1347,0,27,1145.0
7707-PYBBH,0,0,61.9,4126.3,40,1,0,1,0,2020-06-06,1211,0,52,1010.0
8984-HPEMB,0,0,118.65,9748.5,71,1,1,1,1,2017-11-20,2140,0,73,1953.0
4139-DETXS,0,0,64.45,4528.0,72,1,1,1,1,2017-10-14,2177,0,45,1533.0
9779-DPNEJ,1,0,80.15,2526.77,22,1,0,1,1,2021-12-12,657,0,42,836.0
9805-FILKB,0,0,20.2,1062.72,46,0,0,0,0,2019-12-06,1394,0,68,801.0
5793-YOLJN,1,0,21.0,3328.35,55,0,0,0,0,2019-03-23,1652,0,24,2068.0
0673-IGUQO,0,1,20.45,50.54,1,0,0,0,0,2023-08-13,48,0,38,45.0
4123-FCVCB,0,1,75.85,1445.45,12,1,0,1,1,2022-10-01,364,0,70,348.0
8819-IMISP,0,0,80.45,3578.27,31,1,0,1,0,2021-03-27,917,0,49,931.0
8311-UEUAB,0,1,75.5,5320.57,67,1,0,1,1,2018-03-14,2026,0,69,1557.0
5858-EAFCZ,0,0,44.45,67.79,1,1,0,1,0,2023-08-09,52,0,74,44.0
1163-ONYEY,1,0,74.55,4194.1,41,1,1,1,0,2020-05-17,1231,0,61,1017.0
5656-MJEFC,0,0,48.15,2032.3,42,1,1,1,0,2020-04-23,1255,0,25,1261.0
6082-OQFBA,0,0,19.65,1009.14,23,0,0,0,0,2021-11-07,692,0,70,864.0
8974-OVACP,0,0,20.15,47.74,1,0,0,0,0,2023-08-26,35,0,31,51.0
4010-YLMVT,0,1,106.6,7281.07,56,1,0,1,1,2019-02-02,1701,0,80,1553.0
1379-FRVEB,1,0,91.0,1883.35,15,1,0,1,0,2022-07-10,447,0,48,578.0
8612-GXIDD,1,0,25.4,842.44,12,0,0,0,0,2022-10-27,338,0,71,520.0
6288-CHQJB,0,1,69.95,5393.03,54,1,1,1,1,2019-04-11,1633,0,57,1672.0
8160-HOWOX,0,0,66.85,795.22,7,1,0,1,1,2023-03-16,198,0,43,255.0
6648-INWPS,1,0,20.15,958.15,16,0,0,0,0,2022-06-09,478,0,58,658.0
4223-BKEOR,0,0,64.85,1985.28,21,1,1,1,1,2022-01-06,632,0,51,789.0
1763-WQFUK,0,0,50.5,226.89,3,1,0,1,0,2023-07-17,75,0,43,71.0
1391-UBDAR,0,1,72.9,1020.08,11,1,1,1,0,2022-11-09,325,0,71,309.0
8894-JVDCV,0,0,115.05,9417.53,62,1,1,1,1,2018-08-24,1863,0,43,2045.0
2023-VQFDL,0,0,19.0,945.68,18,0,0,0,0,2022-04-18,530,0,39,570.0
1345-GKDZZ,1,1,19.55,233.78,6,0,0,0,0,2023-04-21,162,0,69,99.0
2014-MKGMH,0,0,101.1,5961.02,46,1,1,1,1,2019-12-05,1395,0,54,1335.0
5628-FCGYG,0,0,84.1,2767.5,21,1,0,1,1,2022-01-04,634,0,69,855.0
2560-WBWXF,0,0,24.15,4068.57,68,0,0,0,0,2018-02-17,2051,0,70,1684.0
0248-IPDFW,0,1,50.1,79.23,1,1,0,1,0,2023-08-21,40,0,57,41.0
7978-DKUQH,0,1,74.6,2725.25,25,1,1,1,0,2021-09-04,756,0,35,849.0
4335-UPJSI,1,0,19.75,1319.86,24,0,0,0,0,2021-10-02,728,0,43,870.0
1784-EZDKJ,0,0,106.8,7138.2,51,1,1,0,1,2019-07-05,1548,0,33,1649.0
9297-FVVDH,0,0,84.5,5418.25,57,1,1,1,1,2019-01-26,1708,0,41,1311.0
8007-YYPWD,0,0,25.05,983.65,15,0,0,0,0,2022-07-19,438,0,43,971.0
7101-HRBLJ,0,1,83.7,7252.5,72,1,1,1,1,2017-10-21,2170,0,36,1810.0
6635-CPNUN,0,1,96.6,3624.31,28,1,1,1,0,2021-06-25,827,0,43,888.0
5453-YBTWV,1,0,101.1,10471.7,70,1,1,1,0,2017-12-13,2117,0,62,1860.0
5039-LZRQT,0,0,20.2,618.66,13,0,0,0,0,2022-09-07,388,0,34,425.0
6418-PIQSP,0,0,81.0,5811.74,62,1,1,1,1,2018-08-19,1868,0,31,1518.0
8220-OCUFY,0,0,60.25,1413.96,21,1,1,1,0,2022-01-20,618,0,25,471.0
3995-WFCSM,0,1,60.85,141.9,2,1,1,1,1,2023-08-11,50,0,54,27.0
1895-QTKDO,0,0,43.95,89.54,1,1,0,1,0,2023-08-11,50,0,20,59.0
2038-OEQZH,0,0,86.05,485.54,4,1,1,1,1,2023-06-07,115,0,55,126.0
1178-PZGAB,0,0,20.25,736.48,19,0,0,0,0,2022-03-27,552,0,78,537.0
2626-VEEWG,1,0,19.4,1651.36,67,0,0,0,0,2018-03-25,2015,0,70,1066.0
1657-DYMBM,0,0,19.9,2936.43,53,0,0,0,0,2019-05-24,1590,0,61,1742.0
7311-MQJCH,0,0,19.55,289.45,5,0,0,0,0,2023-05-02,151,0,47,67.0
1136-XGEQU,0,0,84.15,6488.9,50,1,1,1,1,2019-08-04,1518,0,43,1662.0
2530-FMFXO,1,0,103.2,8234.71,56,1,1,1,1,2019-02-15,1688,0,55,1787.0
6844-DZKRF,0,0,50.2,131.93,2,1,0,0,0,2023-08-01,60,0,59,36.0
5970-GHJAW,1,0,19.95,2063.92,46,0,0,0,0,2019-12-28,1372,0,75,1411.0
8879-XUAHX,0,0,116.25,9004.24,71,1,1,1,1,2017-11-02,2158,0,47,1866.0
3689-MOZGR,0,0,31.2,926.2,29,1,0,1,0,2021-05-26,857,0,39,788.0
4195-PNGZS,1,1,24.45,4001.41,69,0,0,0,0,2018-01-10,2089,0,39,1873.0
5003-XZWWO,0,0,84.2,7030.37,71,1,1,1,1,2017-11-02,2158,0,33,1919.0
6922-NCEDI,0,0,21.2,3961.93,56,0,0,0,0,2019-02-15,1688,0,23,1844.0
9891-NQDBD,0,1,25.55,1886.28,28,0,0,0,0,2021-06-23,829,0,39,1117.0
6131-IUNXN,1,0,20.2,1273.49,19,0,0,0,0,2022-03-11,568,0,64,948.0
8548-AWOFC,0,1,63.85,4770.82,66,1,0,1,1,2018-04-05,2004,0,72,1546.0
9798-DRYDS,0,0,61.95,1879.73,17,1,1,1,0,2022-05-12,506,0,27,595.0
8532-UEFWH,1,0,25.75,3920.37,52,0,0,0,0,2019-06-28,1555,0,21,1987.0
6296-DDOOR,0,1,58.2,1507.9,19,1,0,1,0,2022-03-22,557,0,73,446.0
7951-VRDVK,0,1,85.85,3503.95,36,1,1,0,1,2020-10-08,1087,0,64,773.0
4815-YOSUK,1,1,104.9,10502.46,72,1,1,1,1,2017-10-16,2175,0,35,1878.0
4365-MSDYN,0,0,19.55,339.87,8,0,0,0,0,2023-02-15,227,0,31,102.0
7036-TYDEC,0,0,104.0,7156.15,69,1,1,1,1,2018-01-02,2097,0,63,1901.0
5802-ADBRC,0,0,104.4,6272.4,50,1,1,1,1,2019-08-23,1499,0,26,1410.0
8076-FEZKJ,0,0,19.5,382.95,10,0,0,0,0,2022-12-06,298,0,80,155.0
5197-YPYBZ,1,0,25.25,749.78,12,0,0,0,0,2022-10-04,361,0,49,605.0
4312-GVYNH,0,0,49.85,3370.2,70,1,1,1,1,2017-12-19,2111,0,26,1950.0
0839-JTCUD,0,0,89.9,8358.61,66,1,1,1,1,2018-04-27,1982,0,20,2015.0
5494-WOZRZ,0,0,82.0,8713.47,71,1,1,1,1,2017-11-27,2133,0,72,2181.0
2234-EOFPT,0,0,79.35,7938.85,72,1,0,0,1,2017-10-12,2179,0,55,2031.0
8619-IJNDK,0,0,64.05,4827.31,71,1,1,1,0,2017-11-13,2147,0,71,1266.0
8378-LKJAF,1,0,101.15,4877.06,38,1,1,1,1,2020-08-15,1141,0,34,1106.0
1153-GNOLC,0,0,39.1,1309.0,33,1,0,1,0,2021-01-22,981,0,40,931.0
3298-QEICA,0,1,34.6,813.45,23,1,0,1,0,2021-11-19,680,0,73,779.0
0788-DXBFY,0,0,19.55,2728.74,58,0,0,0,0,2018-12-28,1737,0,72,1572.0
3496-LFSZU,0,0,70.5,418.08,4,1,0,0,0,2023-06-01,121,0,68,124.0
5242-UOWHD,1,1,20.35,2685.55,45,0,0,0,0,2020-01-20,1349,0,62,1626.0
6479-SZPLM,1,1,19.45,1917.3,36,0,0,0,0,2020-10-24,1071,0,39,1081.0
8097-VBQTZ,0,0,69.9,5374.78,54,1,0,1,0,2019-04-21,1623,0,65,1524.0
4500-HKANN,0,0,59.7,1731.37,23,1,0,1,0,2021-11-02,697,0,49,487.0
9917-KWRBE,0,1,78.35,3983.64,41,1,1,1,0,2020-05-11,1237,0,44,1118.0
2212-LYASK,0,1,45.85,1276.4,27,1,1,0,1,2021-07-19,803,0,49,669.0
1393-IMKZG,0,0,95.85,98.55,1,1,0,1,1,2023-08-13,48,0,23,40.0
8069-RHUXK,0,0,35.7,2545.7,67,1,0,1,0,2018-03-22,2018,0,25,1897.0
2908-WGAXL,1,0,24.95,3096.26,56,0,0,0,0,2019-02-24,1679,0,76,2319.0
3378-AJRAO,0,0,24.85,2431.28,44,0,0,0,0,2020-02-01,1337,0,58,1944.0
6050-FFXES,0,0,105.35,8304.26,69,1,1,0,1,2018-01-07,2092,0,34,2078.0
0362-RAOQO,0,0,19.65,1871.45,40,0,0,0,0,2020-06-07,1210,0,75,1320.0
9554-DFKIC,1,0,54.45,1963.4,30,1,0,1,0,2021-04-09,904,0,38,1009.0
5527-ACHSO,0,0,70.5,1353.01,11,1,0,1,1,2022-11-14,320,0,75,430.0
0829-DDVLK,0,0,20.1,448.55,15,0,0,0,0,2022-07-26,431,0,71,318.0
1399-UBQIU,0,0,69.35,889.79,11,1,1,1,1,2022-11-24,310,0,47,283.0
1813-JLKWR,0,0,19.8,2824.65,64,0,0,0,0,2018-06-05,1943,0,31,1713.0
9537-VHDTA,1,0,51.2,54.18,1,1,0,1,0,2023-08-22,39,0,51,46.0
4957-TIALW,0,1,65.6,1311.65,15,1,1,1,0,2022-07-08,449,0,28,349.0
2054-PJOCK,0,0,80.55,5813.65,60,1,1,1,1,2018-10-07,1819,0,52,1510.0
9150-HEPMB,0,0,52.7,4229.86,56,1,1,1,0,2019-02-26,1677,0,63,1404.0
9030-QGZNL,0,0,20.85,253.33,8,0,0,0,0,2023-02-13,229,0,23,227.0
3126-WQMGH,0,1,52.15,4026.33,49,1,0,0,0,2019-09-04,1487,0,40,1721.0
7176-WRTNX,0,0,114.95,8735.35,70,1,1,1,1,2017-12-11,2119,0,26,2095.0
9239-GZHZE,0,1,113.65,9913.4,72,1,1,1,1,2017-10-20,2171,0,79,2131.0
7205-BAIAD,0,0,20.6,1742.9,40,0,0,0,0,2020-06-23,1194,0,27,1052.0
8064-RAVOH,1,0,49.85,92.4,1,1,1,1,0,2023-08-20,41,0,49,41.0
0219-QAERP,0,0,19.8,870.95,30,0,0,0,0,2021-04-27,886,0,74,528.0
8963-JLGJT,1,1,55.9,257.39,3,1,1,1,0,2023-07-28,64,0,36,96.0
2135-DQWAQ,0,0,85.3,659.15,5,1,0,0,0,2023-05-20,133,0,67,145.0
4056-QHXHZ,1,0,107.45,7771.82,72,1,1,1,1,2017-10-15,2176,0,28,1838.0
7401-JIXNM,0,1,91.3,6566.64,54,1,1,1,1,2019-04-15,1629,0,27,1760.0
9339-FIIJL,0,0,85.95,6941.74,72,1,1,1,1,2017-10-22,2169,0,62,1628.0
6670-MFRPK,1,0,79.2,6908.29,69,1,1,1,0,2018-01-22,2077,0,63,1688.0
6177-PEVRA,0,0,55.5,3252.79,48,1,0,1,0,2019-10-17,1444,0,48,1247.0
4813-HQMGZ,0,0,90.25,822.79,8,1,0,0,1,2023-02-07,235,0,76,222.0
7579-KKLOE,0,0,91.25,9893.23,71,1,1,1,1,2017-11-25,2135,0,30,2077.0
8402-EIVQS,0,0,100.9,8837.62,67,1,0,1,1,2018-03-10,2030,0,31,1973.0
4947-DSMXK,1,1,97.7,4863.16,34,1,0,1,1,2020-12-22,1012,0,39,1194.0
7245-NIIWQ,0,0,69.85,304.13,3,1,0,1,0,2023-07-18,74,0,40,88.0
0002-ORFBO,0,0,65.6,974.81,9,1,0,1,0,2023-01-23,250,0,65,334.0
3324-OIRTO,1,1,104.65,8292.34,71,1,1,1,1,2017-11-20,2140,0,74,1856.0
5414-OFQCB,0,0,90.45,7053.69,57,1,0,0,0,2019-01-27,1707,0,24,1935.0
4967-WPNCF,0,0,63.7,4464.8,72,1,1,1,1,2017-10-27,2164,0,46,1395.0
8499-BRXTD,0,1,20.1,1098.99,18,0,0,0,0,2022-04-03,545,0,57,722.0
9154-QDGTH,1,1,104.3,5433.54,43,1,1,1,1,2020-03-21,1288,0,60,1175.0
8197-BFWVU,0,0,93.25,6812.79,72,1,1,1,1,2017-10-19,2172,0,28,1539.0
2577-GVSIL,0,0,73.45,3129.75,35,1,0,1,1,2020-11-10,1054,0,66,1014.0
9367-OIUXP,0,1,20.7,254.53,4,0,0,0,0,2023-06-25,97,0,76,203.0
6770-UAYGJ,1,1,25.25,2860.5,49,0,0,0,0,2019-09-07,1484,0,35,1784.0
6463-HHXJR,1,0,100.5,9622.15,71,1,1,1,0,2017-11-18,2142,0,41,1852.0
7928-VJYAB,1,0,90.6,1443.48,11,1,0,1,1,2022-11-08,326,0,65,409.0
1187-WILMM,0,0,89.4,8404.3,63,1,1,1,1,2018-07-10,1908,0,80,2039.0
1306-RPWXZ,1,0,20.45,2577.95,49,0,0,0,0,2019-09-04,1487,0,20,1602.0
3097-PYWXL,1,0,19.95,197.1,4,0,0,0,0,2023-06-07,115,0,26,168.0
2266-SJNAT,0,1,109.15,8642.8,72,1,1,1,1,2017-10-26,2165,0,46,2069.0
2972-YDYUW,0,0,94.7,7688.53,57,1,0,1,1,2019-01-18,1716,0,70,1791.0
1104-FEJAM,1,0,64.4,2062.83,28,1,0,1,1,2021-06-10,842,0,48,739.0
2809-ILCYT,0,0,26.8,823.55,25,0,0,0,0,2021-09-16,744,0,78,541.0
5499-ECUTN,0,0,66.05,3369.77,47,1,1,0,0,2019-11-08,1422,0,73,1278.0
4981-FLTMF,1,0,65.2,3775.63,57,1,0,1,0,2019-01-06,1728,0,76,993.0
3113-IWHLC,0,1,55.8,480.8,5,1,1,1,0,2023-05-26,127,0,69,175.0
4277-BWBML,1,0,19.95,1937.01,72,0,0,0,0,2017-10-14,2177,0,56,1142.0
0234-TEVTT,1,0,45.0,2196.3,48,1,1,1,1,2019-10-27,1434,0,21,1448.0
4304-TSPVK,0,0,114.9,9417.07,68,1,1,1,1,2018-02-17,2051,0,77,2045.0
1552-AAGRX,0,1,106.4,4546.6,30,1,0,0,1,2021-04-05,908,0,35,1149.0
2637-FKFSY,0,0,46.1,138.13,3,1,0,1,0,2023-07-13,79,0,39,61.0
7874-ECPQJ,1,0,20.05,194.98,4,0,0,0,0,2023-06-28,94,0,57,155.0
0020-INWCK,1,0,95.75,8784.86,71,1,1,1,1,2017-11-18,2142,0,26,1836.0
7089-RKVSZ,0,0,24.4,389.39,8,0,0,0,0,2023-02-18,224,0,35,243.0
2683-JXWQQ,1,1,33.6,2227.2,61,1,1,0,0,2018-09-16,1840,0,64,1744.0
9548-ZMVTX,1,0,90.45,7178.57,72,1,1,1,0,2017-10-13,2178,0,35,1665.0
8739-XNIKG,0,1,84.0,667.2,5,1,0,1,0,2023-05-27,126,0,54,165.0
9755-JHNMN,0,0,67.4,4308.9,49,1,1,1,0,2019-09-18,1473,0,66,1172.0
3981-QSVQI,0,1,19.7,346.1,8,0,0,0,0,2023-02-10,232,0,22,231.0
2789-HQBOU,0,0,80.35,402.69,3,1,0,1,1,2023-07-09,83,0,51,110.0
9424-CMPOG,1,0,19.6,221.52,9,0,0,0,0,2023-01-27,246,0,65,162.0
5067-WJEUN,1,0,54.2,4578.5,67,1,0,0,0,2018-03-04,2036,0,57,1644.0
3450-WXOAT,0,0,45.2,3175.13,46,1,0,1,0,2019-12-20,1380,0,75,1832.0
9251-WNSOD,0,1,75.1,5380.02,67,1,1,1,1,2018-03-02,2038,0,25,1532.0
6974-DAFLI,0,0,19.7,1320.45,55,0,0,0,0,2019-03-15,1660,0,28,1014.0
2616-UUTFK,0,0,72.75,3078.08,33,1,1,1,0,2021-01-26,977,0,75,988.0
7064-JHXCE,1,0,20.05,2563.42,62,0,0,0,0,2018-08-22,1865,0,63,1624.0
7989-AWGEH,1,1,39.2,1838.15,49,1,0,1,1,2019-09-16,1475,0,39,1260.0
4373-VVHQL,0,0,44.75,73.32,1,1,0,0,0,2023-08-28,33,0,59,29.0
4559-UWIHT,0,0,82.65,1822.98,14,1,1,1,0,2022-08-28,398,0,79,680.0
6650-BWFRT,0,0,117.15,10321.58,72,1,1,1,1,2017-10-05,2186,0,41,2122.0
9570-KYEUA,0,0,99.25,8888.01,64,1,1,1,1,2018-06-15,1933,0,59,1892.0
6993-YGFJV,0,1,112.55,8041.79,69,1,1,1,1,2018-01-09,2090,0,52,1827.0
2712-SYWAY,0,0,25.7,69.54,1,0,0,0,0,2023-08-09,52,0,54,-73.0
0730-BGQGF,1,0,90.3,7502.71,71,1,1,0,1,2017-11-04,2156,0,63,1654.0
5498-IBWPI,1,0,49.4,6427.11,66,1,0,1,0,2018-04-08,2001,0,59,1963.0
9101-NTIXF,0,0,19.4,80.92,2,0,0,0,0,2023-08-28,33,0,56,47.0
9314-QDMDW,0,1,61.25,1036.19,11,1,0,1,0,2022-11-27,307,0,58,342.0
9308-ANMVE,1,0,55.3,3840.8,47,1,0,1,0,2019-11-25,1405,0,52,1391.0
3413-DHLPB,1,0,103.75,6139.75,60,1,0,1,1,2018-10-15,1811,0,53,1737.0
7649-PHJVR,0,1,19.5,595.08,11,0,0,0,0,2022-11-24,310,0,28,225.0
6114-TCFID,0,0,39.5,1082.75,29,1,0,1,0,2021-05-04,879,0,29,783.0
3787-TRIAL,1,1,26.05,565.75,21,1,0,1,0,2022-01-12,626,0,44,583.0
5156-UMKOW,1,0,29.65,90.05,3,1,0,1,0,2023-07-11,81,0,69,62.0
1247-QBVSH,1,0,50.2,2798.92,43,1,0,1,0,2020-03-25,1284,0,49,1507.0
6734-GMPVK,0,0,105.3,773.85,5,1,1,1,1,2023-05-03,150,0,66,166.0
9822-OAOVB,0,0,55.45,71.88,1,1,0,0,1,2023-08-02,59,0,45,54.0
6161-ERDGD,1,0,85.45,7962.96,71,1,1,1,1,2017-11-02,2158,0,32,1873.0
1226-JZNKR,0,1,19.8,387.01,8,0,0,0,0,2023-02-28,214,0,51,192.0
7318-EIVKO,0,0,59.25,822.2,8,1,0,1,0,2023-02-04,238,0,54,255.0
3771-PZOBW,0,0,90.7,2289.55,20,1,1,1,0,2022-02-01,606,0,77,562.0
8231-BSWXX,0,0,79.05,8487.64,71,1,0,1,0,2017-11-17,2143,0,38,2007.0
7389-KBFIT,1,0,30.25,63.75,2,1,0,1,0,2023-08-24,37,0,61,55.0
7176-WIONM,0,1,49.85,617.15,12,1,1,1,1,2022-10-01,364,0,24,305.0
5141-ZUVBH,1,0,93.0,1249.15,9,1,1,1,1,2023-01-09,264,0,40,363.0
7623-HKYRK,1,0,19.7,278.33,6,0,0,0,0,2023-04-14,169,0,44,179.0
0310-SUCIN,0,0,84.8,7683.36,71,1,1,1,1,2017-11-26,2134,0,28,2000.0
5197-PYEPU,1,1,94.45,4331.34,42,1,0,0,0,2020-04-16,1262,0,63,1080.0
6619-RPLQZ,1,1,20.85,2700.7,45,0,0,0,0,2020-01-13,1356,0,32,1714.0
3275-RHRNE,1,0,60.0,1682.05,28,1,1,1,1,2021-06-16,836,0,80,646.0
3503-TYDAY,0,0,80.45,5197.59,43,1,0,1,0,2020-03-03,1306,0,35,1383.0
6901-GOGZG,1,1,84.95,7982.45,60,1,1,1,1,2018-10-10,1816,0,41,1827.0
7021-XSNYE,1,0,49.65,305.55,7,1,1,1,1,2023-03-20,194,0,60,153.0
9621-OUPYD,0,1,20.2,770.15,25,0,0,0,0,2021-09-03,757,0,23,519.0
8982-NHAVY,0,1,100.5,2982.67,27,1,1,0,1,2021-07-10,812,0,50,734.0
4307-KWMXE,0,0,35.75,389.8,10,1,0,1,0,2022-12-08,296,0,59,266.0
2450-ZKEED,0,0,53.8,733.17,11,1,1,1,0,2022-11-26,308,0,27,327.0
3694-DELSO,1,0,38.55,156.1,4,1,0,1,0,2023-06-02,120,0,40,78.0
3893-JRNFS,0,1,39.9,2796.35,68,1,1,1,1,2018-02-21,2047,0,69,1947.0
1133-KXCGE,0,0,20.1,745.45,18,0,0,0,0,2022-04-16,532,0,55,480.0
0142-GVYSN,0,0,20.3,858.09,26,0,0,0,0,2021-08-11,780,0,68,614.0
1049-FYSYG,0,0,35.65,646.05,17,1,1,1,0,2022-05-05,513,0,38,489.0
1821-BUCWY,0,0,55.65,3065.65,30,1,1,1,0,2021-04-19,894,0,70,1308.0
8314-DPQHL,0,0,50.8,463.6,9,1,1,1,1,2023-01-10,263,0,47,242.0
1465-WCZVT,1,0,19.65,151.67,3,0,0,0,0,2023-07-11,81,0,31,81.0
9481-SFCQY,1,0,59.8,1442.81,14,1,1,1,0,2022-08-24,402,0,51,474.0
0567-GGCAC,0,0,61.4,549.78,7,1,1,1,0,2023-03-13,201,0,71,289.0
8884-MRNSU,0,0,19.9,579.48,17,0,0,0,0,2022-05-26,492,0,63,317.0
2171-UDMFD,1,1,19.45,1796.15,32,0,0,0,0,2021-02-06,966,0,42,1074.0
9802-CAQUT,1,1,109.55,10411.33,72,1,1,0,1,2017-10-10,2181,0,27,2024.0
0187-WZNAB,1,0,74.4,3232.17,27,1,0,1,0,2021-07-04,818,0,57,957.0
1475-VWVDO,0,0,74.9,732.68,7,1,1,1,0,2023-03-13,201,0,52,227.0
1357-MVDOZ,1,1,59.65,915.79,11,1,1,1,0,2022-11-14,320,0,71,319.0
7602-MVRMB,1,0,110.45,11416.21,72,1,1,1,1,2017-10-10,2181,0,41,2023.0
5406-KGRMX,0,0,24.55,1908.01,71,0,0,0,0,2017-11-28,2132,0,74,1063.0
5968-HYJRZ,1,1,24.55,1897.41,47,0,0,0,0,2019-11-22,1408,0,78,1176.0
7140-ADSMJ,0,1,20.45,443.98,8,0,0,0,0,2023-02-23,219,0,24,301.0
2230-XTUWL,1,1,19.55,1519.83,48,0,0,0,0,2019-10-16,1445,0,68,877.0
