,Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Service ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Status ID,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Joined Date
2998,1853-ARAAQ,1,47,0,0,0,0,0,LCLLMOVQX7825,0,0,26,0,0,0.0,0,1,2,7,0,0,1,0,1,1,1,1,0,1,1,50.35,1277.5,0.0,0,0.0,1277.5,GZEACN1692,5,0,No,0,48,2510,0,None,2015-03-16
2999,4697-LUPSU,0,22,1,0,1,0,0,SJRTKCFJZ9674,1,6,2,0,1,38.41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20.2,34.75,0.0,0,76.82,111.57,OGDPPH4433,3,2,No,0,44,3866,0,None,2018-01-24
3000,8434-VGEQQ,0,24,1,0,1,0,0,EIVBWWQOQ2155,0,0,61,2,1,46.76,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,20.55,1305.95,0.0,0,2852.36,4158.31,VRXTFR1196,4,0,No,0,36,4446,0,None,2016-01-30
3001,4950-HKQTE,1,47,0,0,0,0,0,IKQKNUXQS7288,0,0,22,4,1,5.28,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,26.25,605.9,0.0,0,116.16,722.06,DGNIND4952,4,0,No,0,64,5676,0,None,2022-07-27
3002,6786-OBWQR,1,20,1,0,1,1,2,ZEATSEYDQ9614,1,8,5,0,1,47.91,0,1,1,73,0,0,0,0,1,0,0,1,0,1,0,80.85,356.1,0.0,0,239.55,595.65,WBHVWJ7385,5,0,No,0,69,5109,0,None,2016-02-26
3003,2753-JMMCV,0,41,0,0,0,0,0,TCRZELWNW8342,0,0,65,2,1,22.23,1,1,2,18,0,1,1,1,0,1,1,1,2,1,1,74.2,4805.65,0.0,0,1444.95,6250.6,OQYIWM8394,3,0,No,0,39,4774,0,None,2012-07-30
3004,6621-YOBKI,0,46,0,0,0,0,0,HQGSZPBOQ3298,0,0,5,0,1,31.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.35,92.75,0.0,0,158.9,251.65,VTRPHK9529,4,0,No,0,76,2303,0,None,2022-08-06
3005,1216-JWVUX,0,51,0,0,1,1,3,UYOPTFXFL6661,1,4,25,0,1,4.46,0,1,1,58,0,1,0,0,0,0,0,1,0,1,0,75.5,1901.05,0.0,0,111.5,2012.55,KBAPKS5326,3,0,No,0,33,5985,0,None,2019-10-24
3006,7564-GHCVB,1,27,1,0,1,0,0,UPOAJEMMR7335,1,5,72,1,1,7.29,1,1,1,53,1,0,0,0,0,0,0,0,2,0,0,79.05,5730.7,0.0,80,524.88,6335.58,IKHOHZ2356,3,0,No,0,40,4689,0,None,2015-01-19
3007,1173-NOEYG,1,25,1,0,1,0,0,DUPAVSGGI1458,1,1,27,0,1,18.74,1,1,1,59,0,0,1,0,0,1,1,1,0,0,0,90.15,2423.4,0.0,0,505.98,2929.38,VOKOOJ6966,4,0,No,0,67,5750,0,None,2019-11-27
3008,7595-EHCDL,0,48,0,0,1,1,2,XKONWFDBI2731,1,10,32,0,0,0.0,0,1,2,19,0,0,1,0,1,1,1,1,0,0,1,50.6,1653.45,0.0,0,0.0,1653.45,MOMWNO1657,3,0,No,0,40,3087,0,None,2013-10-29
3009,6647-ZEDXT,1,19,1,0,0,0,0,WHIAXVYMM8948,0,0,30,0,1,13.16,1,1,1,27,0,1,1,1,1,1,1,1,1,0,1,110.45,3327.05,0.0,0,394.8,3721.85,TVPWVO2589,4,0,No,0,45,4983,0,None,2013-07-25
3010,2521-NPUZR,0,26,1,0,1,0,0,WDNFVRWSD2836,1,9,70,1,1,41.05,0,1,1,59,1,1,1,1,0,1,1,1,2,0,1,101.0,7085.5,0.0,0,2873.5,9959.0,TXONBT4848,3,0,No,0,48,5025,0,None,2014-06-25
3011,4381-MHQDC,1,38,0,0,0,0,0,FAJAUFBKB6787,0,0,47,2,1,35.75,1,1,2,13,1,0,1,1,0,0,0,0,2,1,1,65.0,2879.9,0.0,0,1680.25,4560.15,MCNYZS1492,3,0,No,0,40,3286,0,None,2022-02-05
3012,6923-JHPMP,1,35,0,0,0,0,0,LZXMNSJKV7321,0,0,2,0,1,35.41,0,1,1,25,1,0,1,0,0,0,0,1,0,1,0,80.45,137.1,0.0,0,70.82,207.92,GCLZHQ4976,4,2,No,0,67,5602,0,None,2020-06-10
3013,4018-PPNDW,1,23,1,0,1,0,0,HZMJTMHBV6145,1,9,61,2,1,13.35,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,24.1,1551.6,0.0,0,814.35,2365.95,WRQXWD4245,4,0,No,0,21,5970,0,None,2017-11-24
3014,1635-FJFCC,1,46,0,0,0,0,0,YYVPRVPWU6539,0,0,5,0,1,10.99,0,1,2,29,0,0,0,0,0,0,0,1,0,1,1,44.05,202.15,0.0,0,54.95,257.1,TALUMM5113,5,0,No,0,74,5846,0,None,2017-10-05
3015,6425-JWTDV,0,43,0,0,1,0,0,NVZAKUQCH4665,1,5,48,2,1,15.95,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,19.25,855.1,0.0,0,765.6,1620.7,MHHQJY9419,4,0,No,0,46,2282,0,None,2022-04-18
3016,8405-IGQFX,1,41,0,0,0,0,0,STOJOEXBL8762,0,0,63,2,1,40.34,0,1,1,8,0,0,1,1,1,0,0,1,1,1,1,90.05,5817.0,0.0,0,2541.42,8358.42,XZQYNZ9118,3,0,No,0,45,4039,0,None,2020-05-24
3017,8224-IVVPA,1,35,0,0,0,0,0,ACBDJHKYC4868,0,0,27,0,1,25.21,0,1,2,9,1,1,0,0,0,0,0,1,0,1,1,56.7,1652.95,0.0,0,680.67,2333.62,EYZAHH6388,3,0,No,0,79,4472,0,None,2013-05-16
3018,9477-LGWQI,0,28,1,0,1,0,0,BYSFWZGGN5873,1,10,70,1,1,24.08,0,1,2,46,1,1,1,0,1,1,1,1,2,1,1,80.15,5600.15,0.0,0,1685.6,7285.75,ZPXTXQ1356,3,0,No,0,70,5715,0,None,2014-10-25
3019,1410-RSCMR,0,47,0,0,1,1,2,VUUSMJIXZ9133,1,3,7,0,1,49.98,0,1,3,25,1,0,1,1,0,1,1,1,0,1,1,71.35,515.75,0.0,0,349.86,865.61,AEFNXF4257,3,0,No,0,30,3459,0,None,2015-04-19
3020,3115-CZMZD,0,24,1,0,0,0,0,YCWIMEGYI7469,0,0,10,0,1,13.16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,20.25,202.5,0.0,0,131.6,334.1,HGDPAC2977,4,0,No,0,68,5504,0,None,2014-02-17
3021,0139-IVFJG,1,19,1,0,1,0,0,BBUDWTMMS8422,1,10,2,0,1,4.65,0,1,1,53,1,1,0,0,1,0,0,1,0,0,0,90.35,190.5,0.0,0,9.3,199.8,RFHZKE2412,3,2,No,0,29,5361,0,None,2017-10-04
3022,5730-DBDSI,0,50,0,0,0,0,0,SMACKGZBP6723,0,0,66,1,1,45.54,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19.7,1253.8,0.0,0,3005.64,4259.44,RRQLUZ4431,3,0,No,0,36,4601,0,None,2014-12-15
3023,0030-FNXPP,1,22,1,0,0,0,0,MAVTBOPTY8347,0,0,3,0,1,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.85,57.2,0.0,0,9.36,66.56,TUNPBZ1339,4,2,No,0,59,5634,0,None,2021-04-28
3024,5684-FJVYR,1,41,0,0,1,0,0,RFZQLTRGI3463,1,9,72,1,1,9.6,1,1,1,25,1,1,0,1,0,0,0,1,2,1,0,90.35,6563.4,0.0,0,691.2,7254.6,GELFMI1289,3,0,No,0,49,5794,0,None,2021-06-29
3025,4013-GUXND,0,37,0,0,0,0,0,VAAJUVHHC7492,0,0,1,5,1,48.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.8,20.8,0.0,0,48.14,68.94,NLUIEV2635,4,2,No,0,38,3678,0,None,2021-01-04
3026,1266-NZYUI,1,56,0,0,1,0,0,BCKPYEBTW9248,1,6,72,1,1,14.65,1,1,2,20,1,0,1,1,0,0,0,1,2,0,0,66.85,4758.8,0.0,0,1054.8,5813.6,MQLKUF3527,3,0,No,0,32,6264,0,None,2014-07-06
3027,7969-FFOWG,0,30,0,0,1,0,0,FFCRTELVI6963,1,2,65,2,1,18.07,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,19.9,1292.6,0.0,0,1174.55,2467.15,PBGRRK7113,4,0,No,0,34,6312,0,None,2012-07-28
3028,4718-DHSMV,1,22,1,0,0,0,0,IXWZBLLIU5883,0,0,11,4,0,0.0,0,1,2,52,0,0,0,0,1,0,0,1,0,1,1,35.8,363.15,0.0,0,0.0,363.15,HLBZTZ1934,5,0,No,0,44,2534,0,None,2016-04-03
3029,5175-WLYXL,0,56,0,0,0,0,0,HTVSKGVCF1694,0,0,22,4,1,30.35,1,1,1,10,0,1,0,0,0,0,0,0,0,1,1,78.85,1600.25,0.0,50,667.7,2317.95,YBYVMG2346,5,0,No,0,75,2444,0,None,2019-05-14
3030,7817-OMJNA,0,23,1,0,0,0,0,FQIRDMORT1131,0,0,14,4,1,36.42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.4,275.7,0.0,0,509.88,785.58,ZPCTRA3371,5,0,No,0,50,5068,0,None,2022-03-24
3031,8728-SKJLR,0,45,0,0,0,0,0,CHKUWDJHR7433,0,0,41,2,1,1.08,0,1,1,6,0,0,0,1,0,0,0,1,0,1,0,74.25,3089.1,0.0,0,44.28,3133.38,KFMMXL7427,3,0,No,0,78,3277,0,None,2012-01-22
3032,3137-NYQQI,0,32,0,0,1,0,0,DTFIPLGGX1748,1,2,17,4,1,45.35,0,1,2,11,1,1,0,0,0,1,1,1,1,0,1,64.8,1175.6,0.0,0,770.95,1946.55,LINYLU4626,4,0,No,0,70,3546,0,None,2013-10-05
3033,7706-DZNKK,0,63,0,0,0,0,0,BDBLOGBQK1587,0,0,11,4,1,44.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20.45,237.3,0.0,0,489.83,727.13,NXGIMI2537,4,0,No,0,29,2642,0,None,2015-08-17
3034,8823-RLPWL,1,24,1,0,1,0,0,KFKFFOHOG7243,1,5,72,1,1,41.21,1,1,1,73,1,1,1,0,1,1,1,1,2,1,1,110.65,8065.65,0.0,0,2967.12,11032.77,ETXHOI1868,4,0,No,0,22,4259,0,None,2020-05-11
3035,9505-SQFSW,1,59,0,0,1,1,3,HOVSLSWQL7369,1,6,3,5,0,0.0,0,1,3,53,0,1,0,0,0,1,1,1,0,0,1,40.3,92.5,0.0,0,0.0,92.5,DQTKTT9792,4,2,No,0,65,5651,0,None,2019-12-21
3036,3758-CKOQL,1,20,1,0,1,0,0,HXPDVDRIA8112,1,7,59,2,1,41.15,1,1,1,48,1,1,1,1,0,1,1,0,1,1,1,107.0,6152.3,0.0,0,2427.85,8580.15,ZJJSCR3338,4,0,No,0,51,4620,0,None,2020-06-24
3037,5676-CFLYY,0,30,0,0,1,0,0,HOIXUAEDY5983,1,4,71,1,1,16.24,0,1,3,59,0,1,0,1,1,1,1,1,2,1,1,73.35,5154.5,0.0,0,1153.04,6307.54,JMFUFS2552,5,0,No,0,68,5124,0,None,2016-12-01
3038,7521-AFHAB,1,45,0,0,1,1,2,NPXNBOKHR3225,1,10,5,5,1,35.6,0,1,3,19,0,0,0,0,0,0,0,1,0,0,1,44.8,220.45,0.0,0,178.0,398.45,QKUSTT2486,3,0,No,0,64,2492,0,None,2016-09-12
3039,0285-INHLN,0,54,0,0,1,1,6,CQGUXNIAT6481,1,5,27,0,1,36.19,0,1,2,53,1,1,0,0,0,0,0,1,0,1,1,54.75,1510.3,0.0,0,977.13,2487.43,SMZBWF8177,3,0,No,0,41,3519,0,None,2013-03-07
3040,5125-CNDSP,0,48,0,0,0,0,0,FMNGDCJCV2726,0,0,63,2,0,0.0,0,1,2,28,1,1,0,1,0,0,0,1,1,1,0,40.6,2588.95,0.0,0,0.0,2588.95,IUWXNM3299,3,0,No,0,80,6406,0,None,2017-11-27
3041,4992-LTJNE,0,40,0,0,1,0,0,CYGFFLLEI3985,1,5,72,1,1,24.24,1,1,2,27,1,0,0,0,0,0,0,1,2,0,0,55.3,3983.6,0.0,0,1745.28,5728.88,QNKBAD3638,4,0,No,0,64,6259,0,None,2017-09-18
3042,2202-OUTMO,1,59,0,0,1,0,0,ZQXYWXZGJ6322,1,5,34,0,1,12.3,1,1,2,26,1,0,0,1,0,0,0,1,0,1,0,60.85,2003.6,0.0,0,418.2,2421.8,BNMXEM5686,4,0,No,0,73,3012,0,None,2020-05-09
3043,0810-BDHAW,1,54,0,0,1,0,0,BQPEPEETX3814,1,4,24,0,1,31.62,1,1,2,12,1,1,0,0,1,1,1,0,1,0,0,78.4,1832.4,0.0,130,758.88,2721.28,OEJGNH3747,3,0,No,0,77,2506,0,None,2014-05-23
3044,0229-LFJAF,0,53,0,0,0,0,0,WDASNZILL6285,0,0,72,1,1,3.66,1,1,2,13,1,1,1,1,0,0,0,1,2,0,0,69.65,4908.25,0.0,0,263.52,5171.77,AXZWEP8567,5,0,No,0,32,4262,0,None,2012-07-26
3045,7131-ZQZNK,1,46,0,0,1,0,0,MJLWLRMJC5215,1,1,60,2,0,0.0,0,1,2,19,1,0,1,1,1,1,1,1,2,0,1,59.85,3590.2,0.0,0,0.0,3590.2,EYSBRU6226,5,0,No,0,37,5790,0,None,2021-04-05
3046,3442-ZHHCC,0,60,0,0,0,0,0,BVNTXBDIM7739,0,0,68,1,1,1.27,1,1,3,13,1,1,1,0,0,1,1,1,1,1,1,76.9,5023.0,0.0,0,86.36,5109.36,FHYEUN7744,4,0,No,0,53,5355,0,None,2013-09-04
3047,5726-CVNYA,1,44,0,0,1,0,0,NFIIOTWDE6958,1,8,8,5,1,17.09,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,19.85,146.6,0.0,0,136.72,283.32,WGTRPU4133,5,0,No,0,65,3260,0,None,2017-09-01
3048,9871-ELEYA,1,22,1,0,0,0,0,PFBOPLMWU5564,0,0,34,0,1,20.75,0,1,2,27,1,0,1,1,1,0,0,1,2,0,1,67.65,2339.3,0.0,0,705.5,3044.8,AYKRWW1871,3,0,No,0,40,4263,0,None,2020-10-05
3049,4257-GAESD,1,25,1,0,0,0,0,BUMDKTWPO4674,0,0,6,5,0,0.0,0,1,3,52,0,0,0,0,1,1,1,1,0,0,1,45.0,298.7,0.0,0,0.0,298.7,VEZLZU5226,5,0,No,0,72,2270,0,None,2015-01-25
3050,5173-WXOQV,0,38,0,0,1,0,0,ONXUWKEVY9291,1,2,2,5,1,4.41,0,1,2,26,0,1,0,1,0,1,1,0,0,1,1,64.2,143.65,0.0,30,8.82,182.47,MDWUWD8169,4,2,No,0,56,4369,0,None,2015-11-16
3051,2040-OBMLJ,0,24,1,0,0,0,0,LVJCWLWBE9913,0,0,31,0,1,17.18,1,1,1,76,0,0,0,1,0,0,0,1,1,0,1,81.7,2548.65,0.0,0,532.58,3081.23,IUNUAS9728,5,0,No,0,68,4850,0,None,2019-07-30
3052,6286-ZHAOK,1,47,0,0,1,1,7,LACXRAKVD2642,1,6,20,4,1,36.85,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25.55,507.4,0.0,0,737.0,1244.4,YNJNUZ6479,4,0,No,0,35,3235,0,None,2013-11-29
3053,3807-XHCJH,1,21,1,0,1,1,3,AEUHGGKOM4224,1,4,1,0,1,6.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,0.0,0,6.86,26.86,PAACBF7326,4,2,No,0,33,2358,0,None,2012-02-07
3054,8859-AXJZP,0,39,0,0,1,0,0,YAQPDIJXJ5275,1,7,39,0,1,29.56,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,23.8,903.8,0.0,0,1152.84,2056.64,SGOUYP2694,5,0,No,0,30,3970,0,None,2017-04-12
3055,3174-AKMAS,1,61,0,0,1,0,0,PFIANGMBO2953,1,1,46,0,1,37.02,0,1,2,6,0,1,0,1,1,0,0,1,2,1,1,64.2,3009.5,0.0,0,1702.92,4712.42,VMLNMK1442,4,0,No,0,41,4699,0,None,2022-09-25
3056,9926-PJHDQ,1,45,0,0,1,0,0,VQBBWBAZH3648,1,5,72,1,1,43.47,1,1,3,9,0,0,1,0,1,1,1,0,2,1,0,76.8,5468.45,0.0,90,3129.84,8688.29,JDWRUI3441,3,0,No,0,34,5120,0,None,2022-08-15
3057,7382-DFJTU,0,63,0,0,0,0,0,PTTJGAFQJ6672,0,0,18,4,1,47.72,0,1,2,28,0,0,1,1,0,0,0,1,0,0,1,55.2,1058.1,0.0,0,858.96,1917.06,SEWNGI7734,4,0,No,0,44,2110,0,None,2015-12-07
3058,2798-NYLMZ,0,29,1,0,1,0,0,IZONIEQRW9336,1,10,71,1,1,31.97,1,1,1,73,1,0,1,1,1,1,1,1,2,1,1,108.55,7616.0,0.0,0,2269.87,9885.87,CLPKPO8745,3,0,No,0,58,4111,0,None,2022-01-24
3059,8098-TDCBU,1,55,0,0,1,0,0,HKWEHYNKM2812,1,9,42,0,1,33.63,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,25.25,1108.2,0.0,0,1412.46,2520.66,HZCFBT2258,4,0,No,0,53,3052,0,None,2016-05-10
3060,3551-GAEGL,0,23,1,0,1,0,0,YTQUIBNLJ2862,0,0,34,0,0,0.0,0,1,2,42,1,0,0,0,0,0,0,1,1,0,0,30.4,938.65,0.0,0,0.0,938.65,JKPIGG3411,4,0,No,0,33,4697,0,None,2019-02-18
3061,3196-NVXLZ,1,23,1,0,0,0,0,OJXXDZCPU6658,0,0,25,3,1,9.57,1,1,1,59,0,0,0,0,1,0,0,1,0,1,1,84.6,2088.05,0.0,0,239.25,2327.3,TFIZRP5248,3,0,No,0,23,4874,0,None,2016-08-22
3062,0036-IHMOT,1,37,0,0,1,1,3,BINFLKWZK5229,1,10,55,0,1,35.04,0,1,1,57,0,1,1,1,1,1,1,0,1,1,0,103.7,5656.75,0.0,20,1927.2,7603.95,RTJWHZ1931,3,0,No,0,65,5892,0,None,2017-01-08
3063,4178-EGMON,0,30,0,0,1,0,0,SNJSQZBLK4882,1,9,70,0,1,9.28,1,1,1,51,1,1,0,1,0,0,0,1,2,1,1,88.0,5986.45,0.0,0,649.6,6636.05,NQTCHU7235,3,0,No,0,48,4867,0,None,2014-02-09
3064,4220-TINQT,1,41,0,0,1,0,0,CNUVBJLIE3452,1,3,61,0,1,27.63,1,1,1,29,0,0,1,1,1,1,1,1,0,1,0,106.35,6751.35,0.0,0,1685.43,8436.78,XKVOPI3616,5,0,No,0,35,5632,0,None,2017-09-10
3065,5318-YKDPV,0,62,0,0,1,0,0,VLKFPTSIX9794,1,1,43,0,1,41.08,0,1,2,18,1,0,1,1,1,1,1,1,2,1,1,79.15,3566.6,0.0,0,1766.44,5333.04,BSTDCX2244,3,0,No,0,63,3716,0,None,2019-10-06
3066,7975-TZMLR,0,37,0,0,0,0,0,TAWBKLUYP8866,0,0,47,0,1,16.64,1,1,1,8,0,1,1,0,1,1,1,1,1,1,0,103.1,4889.3,0.0,0,782.08,5671.38,GAMBDK1258,4,0,No,0,29,5029,0,None,2021-10-27
3067,0295-QVKPB,0,38,0,0,0,0,0,NOSSPIZMP9655,0,0,5,5,1,13.96,0,1,2,5,0,0,1,1,1,0,0,1,0,1,1,63.95,318.1,0.0,0,69.8,387.9,SADGOJ5117,4,0,No,0,42,3099,0,None,2022-08-06
3068,4335-BSMJS,1,55,0,0,0,0,0,SFWBPBIHG6158,0,0,62,0,1,8.23,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,25.8,1563.95,0.0,0,510.26,2074.21,QONWRB9928,3,0,No,0,34,6201,0,None,2016-11-01
3069,9146-JRIOX,1,47,0,0,1,1,1,PSWRDSAQF1386,1,1,14,0,1,31.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.55,372.45,0.0,0,443.8,816.25,DPJUWW8192,5,0,No,0,65,2080,0,None,2021-10-11
3070,5337-IIWKZ,0,35,0,0,1,1,3,XQXLXDCKS1249,1,2,34,3,0,0.0,0,1,2,76,0,0,1,1,1,0,0,1,0,1,0,44.85,1442.6,0.0,0,0.0,1442.6,TDKFEJ9851,4,0,No,0,49,5569,0,None,2015-09-03
3071,9650-VBUOG,0,44,0,0,1,1,1,AKHHIMBKY2345,1,9,38,3,1,33.1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,25.05,963.95,0.0,0,1257.8,2221.75,QYNMPS1182,3,0,No,0,73,3772,0,None,2015-02-28
3072,3487-EARAT,1,46,0,0,1,0,0,FFMXJIFNW1463,1,7,70,0,1,19.1,0,1,2,21,1,1,1,1,0,1,1,1,1,0,1,74.1,5222.3,0.0,0,1337.0,6559.3,DRWSBK2735,3,0,No,0,43,6325,0,None,2013-07-18
3073,2672-TGEFF,1,33,0,0,1,1,2,ERNLNWLAF5691,1,3,37,3,1,1.08,1,1,1,16,0,1,0,0,1,0,0,1,0,1,0,88.8,3340.55,0.0,0,39.96,3380.51,VVMFVV7942,4,0,No,0,31,3746,0,None,2018-11-14
3074,8184-WMOFI,0,47,0,0,1,0,0,PGVEHQMMU9646,0,0,62,0,1,14.05,0,1,2,25,1,0,1,1,0,1,1,1,1,0,1,71.4,4487.3,0.0,0,871.1,5358.4,YKNHLA2352,3,0,No,0,56,5327,0,None,2020-05-15
3075,6092-QZVPP,0,27,1,0,0,0,0,VKXCGIQFH1854,0,0,36,3,1,42.51,0,1,3,52,1,0,1,1,1,1,1,0,0,1,1,79.2,2854.95,0.0,40,1530.36,4425.31,QDPMPZ2725,3,0,No,0,53,4830,0,None,2012-03-12
3076,4625-LAMOB,0,36,0,0,0,0,0,SLEVVOKMP6954,0,0,44,0,1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,20.4,905.55,0.0,0,61.6,967.15,EWOUGK3887,5,0,No,0,55,2404,0,None,2014-11-29
3077,0392-BZIUW,1,44,0,0,1,0,0,KIADFHBRL1965,1,7,72,0,1,6.58,1,1,1,7,1,0,1,0,1,1,1,1,2,1,1,105.0,7589.8,0.0,0,473.76,8063.56,OXCBGK4675,3,0,No,0,70,5678,0,None,2017-08-04
3078,6549-NNDYT,1,59,0,0,0,0,0,HYCIMMGFU4817,0,0,13,0,0,0.0,0,1,3,7,1,0,0,0,0,0,0,1,0,1,0,30.85,394.1,0.0,0,0.0,394.1,PFRBBJ7826,3,0,No,0,38,2444,0,None,2013-10-20
3079,0422-OHQHQ,1,23,1,0,1,0,0,UPGFSZPSK8212,1,7,15,0,1,34.63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20.55,295.95,0.0,0,519.45,815.4,OSKOYY5861,5,0,No,0,22,3009,0,None,2013-04-12
3080,6916-HIJSE,1,57,0,0,0,0,0,ZAFCCLLPO7799,0,0,65,0,1,41.74,0,1,3,17,1,1,1,1,1,1,1,1,2,1,0,84.85,5459.2,0.0,0,2713.1,8172.3,FWVWOL4992,4,0,No,0,75,5434,0,None,2017-12-02
3081,2316-ESMLS,1,54,0,0,1,0,0,QGBJPXXZN9531,1,7,12,0,0,0.0,0,1,2,27,1,0,0,1,0,0,0,1,1,0,1,33.15,444.75,0.0,0,0.0,444.75,AAXXWD2611,3,0,No,0,74,3882,0,None,2022-01-31
3082,9778-OGKQZ,0,55,0,0,1,0,0,VRLACYGON3378,1,8,72,0,1,5.32,1,1,2,5,1,1,1,1,1,1,1,0,2,1,1,92.0,6782.15,0.0,10,383.04,7175.19,GXMDII5732,3,0,No,0,44,5883,0,None,2019-08-01
3083,7408-OFWXJ,1,23,1,0,1,0,0,QZMZHOJSG4235,1,3,72,0,1,44.92,1,1,2,69,1,1,1,1,1,1,1,1,2,0,1,89.8,6510.45,0.0,0,3234.24,9744.69,JQEQAE5398,3,0,No,0,66,5762,0,None,2021-08-29
3084,6007-TCTST,1,57,0,0,1,1,2,AVCAGSPVT1399,1,9,72,0,1,12.29,1,1,1,24,1,1,1,1,1,1,1,1,2,1,0,115.8,8476.5,0.0,0,884.88,9361.38,CBMLSA3653,3,0,No,0,39,5841,0,None,2019-11-18
3085,2252-NKNSI,0,63,0,0,0,0,0,FXGQMPQNI2892,0,0,52,0,1,32.02,1,1,2,28,1,1,0,1,1,1,1,1,2,1,1,85.15,4461.85,0.0,0,1665.04,6126.89,CNZUME6673,3,0,No,0,69,4322,0,None,2013-07-25
3086,8713-IGZSO,0,50,0,0,0,0,0,HYVRMRAIV8753,0,0,2,5,1,40.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.85,62.0,0.0,0,80.5,142.5,VTAGCF2239,3,2,No,0,57,5983,0,None,2020-01-17
3087,7905-TVXTA,1,63,0,0,0,0,0,OLWJAXQSW9484,0,0,5,5,1,8.32,0,1,2,22,1,0,0,1,1,0,0,1,0,1,0,64.35,352.65,0.0,0,41.6,394.25,XAVFNL8479,4,0,No,0,35,4771,0,None,2013-01-06
3088,7695-PKLCZ,1,32,0,0,0,0,0,GHVOTMJNW3661,0,0,68,0,1,48.41,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,20.5,1424.9,0.0,0,3291.88,4716.78,WABWWP6222,4,0,No,0,68,4201,0,None,2022-08-25
3089,8374-UULRV,0,22,1,0,0,0,0,JNLYVUFAR4593,0,0,72,0,1,48.36,1,1,2,71,1,1,0,1,1,1,1,0,2,0,1,86.05,6309.65,0.0,20,3481.92,9811.57,OWBVGG5155,4,0,No,0,33,5965,0,None,2016-07-23
3090,3224-DFQNQ,1,59,0,0,1,0,0,SEGTZYSYR2153,1,10,66,0,1,37.38,1,1,1,8,1,1,0,1,0,0,0,1,1,0,0,89.0,5898.6,0.0,0,2467.08,8365.68,SDETAY8578,3,0,No,0,53,4488,0,None,2018-10-27
3091,5275-PMFUT,0,52,0,0,1,0,0,DEHSZEDEO9611,1,9,72,0,0,0.0,0,1,2,18,1,1,1,1,1,1,1,1,2,1,1,64.8,4719.75,0.0,0,0.0,4719.75,YMSJOE8481,3,0,No,0,72,4036,0,None,2017-12-28
3092,4795-UXVCJ,0,63,0,0,0,0,0,JZWSKGYUU2789,0,0,26,3,1,45.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,19.8,457.3,0.0,0,1188.2,1645.5,PKUKUT9423,3,0,No,0,77,5823,0,None,2012-06-11
3093,9777-IQHWP,0,53,0,0,1,1,1,WFFSMWQUQ4557,1,2,64,0,1,30.82,1,1,1,11,1,0,1,0,0,1,1,1,2,0,0,93.4,5822.3,0.0,0,1972.48,7794.78,QERMLZ9524,3,0,No,0,42,6249,0,None,2021-03-17
3094,0979-MOZQI,0,61,0,0,1,0,0,UVQEBCZSF5472,1,6,62,0,0,0.0,0,1,3,4,0,0,0,1,1,0,0,1,2,1,0,39.0,2337.45,0.0,0,0.0,2337.45,VKRZXE2777,4,0,No,0,54,4987,0,None,2013-03-11
3095,2732-ISEZX,1,44,0,0,0,0,0,SYRCICMLQ6324,0,0,5,0,1,24.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20.5,104.3,0.0,0,123.05,227.35,SGMDBB5713,3,0,No,0,53,5263,0,None,2021-03-14
