Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Service ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Status ID,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason
1696-MZVAU,1,Male,27,Yes,No,Yes,No,0,KKFDVVUZR5593,Yes,8,39,None,No,0,No,Yes,DSL,48,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,25.25,947.75,0,0,0,947.75,VUJIUA3355,3,Stayed,No,0,21,4259,,
7359-WWYJV,1,Male,53,No,No,Yes,No,0,OLBOLWKVQ3629,Yes,5,72,None,Yes,6.29,Yes,Yes,Fiber Optic,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,114.45,8375.05,0,0,452.88,8827.93,BOODGR9936,4,Stayed,No,0,53,6274,,
4906-ZHGPK,1,Male,49,No,No,Yes,No,0,SDXEPKRNO3747,Yes,3,54,None,Yes,48.45,Yes,Yes,DSL,28,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.7,3770,0,0,2616.3,6386.3,QUNFCQ3346,3,Stayed,No,0,77,5276,,
3795-GWTRD,1,Female,58,No,No,Yes,No,0,ZNXUKWTHO9939,Yes,7,63,None,Yes,6.33,No,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,75.55,4707.85,0,0,398.79,5106.64,DFMJUR2625,4,Stayed,No,0,64,4626,,
1298-PHBTI,1,Male,40,No,No,Yes,Yes,3,LKZYQRSVV4255,Yes,9,71,None,Yes,33.67,Yes,Yes,Fiber Optic,75,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.8,6152.4,0,0,2390.57,8542.97,GFNDUO7683,3,Stayed,No,0,43,5952,,
6223-DHJGV,1,Female,56,No,No,No,No,0,TVSQFXKJO6297,No,0,42,None,Yes,23.25,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.65,958.1,0,0,976.5,1934.6,JMXCBP4696,4,Stayed,No,0,49,5956,,
6961-MJKBO,1,Male,27,Yes,No,No,No,0,IOVAELNYA2112,No,0,47,None,Yes,6.61,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.45,943,0,0,310.67,1253.67,YFYNVY7131,4,Stayed,No,0,72,4342,,
8158-WPEZG,1,Male,20,Yes,No,No,No,0,EXVPBXTBL9379,No,0,11,None,No,0,No,Yes,DSL,73,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,35.65,425.1,0,0,0,425.1,UPECWQ7636,4,Stayed,No,0,61,4986,,
0727-BNRLG,1,Male,41,No,No,No,No,0,KJJYEMQCP1886,No,0,69,Offer A,Yes,49.35,Yes,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,97.65,6743.55,0,0,3405.15,10148.7,PSWRMF7625,3,Stayed,No,0,20,5709,,
6435-SRWBJ,1,Female,21,Yes,No,No,No,0,ICMWRNTTX4237,No,0,5,Offer E,Yes,29.74,Yes,Yes,Fiber Optic,42,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.75,417.75,0,0,148.7,566.45,PFBHIO7382,4,Stayed,No,0,36,5269,,
9964-WBQDJ,1,Female,19,Yes,No,Yes,No,0,CMPMBTWNW2848,Yes,1,71,Offer A,Yes,24.72,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.4,1725.4,0,0,1755.12,3480.52,IJMCQN5764,5,Stayed,No,0,56,4412,,
6303-KFWSL,1,Female,28,Yes,No,No,No,0,BQNFFSZSY4366,No,0,29,None,Yes,39.35,Yes,Yes,DSL,69,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,55.25,1620.2,0,0,1141.15,2761.35,LJDHQD1953,4,Stayed,No,0,55,5481,,
1702-CCFNJ,1,Male,39,No,No,Yes,No,0,ZDYOMKGGD6752,Yes,3,52,None,Yes,44.65,Yes,Yes,Cable,3,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.35,3169.55,0,0,2321.8,5491.35,LRWCYP2427,3,Stayed,No,0,49,4729,,
8932-CZHRQ,1,Male,40,No,No,No,No,0,ESVUPCEAM9742,No,0,68,Offer A,Yes,20.29,Yes,Yes,DSL,29,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,76.75,5233.25,0,0,1379.72,6612.97,TUQVIJ1265,4,Stayed,No,0,33,5395,,
0386-CWRGM,1,Female,61,No,No,Yes,Yes,1,YUXXBTYDD9541,Yes,9,46,None,Yes,47.5,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,967.85,0,0,2185,3152.85,GHBMEK2646,4,Stayed,No,0,47,2320,,
5515-RUGKN,1,Male,63,No,No,No,No,0,ZKYMFROPY4952,No,0,8,None,Yes,30.53,No,Yes,DSL,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,54.75,438.05,0,0,244.24,682.29,UEYNEW8468,5,Stayed,No,0,53,5317,,
0404-AHASP,1,Male,23,Yes,No,Yes,No,0,YUSXPVTJG5587,Yes,10,72,Offer A,Yes,27.97,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,1421.9,0,0,2013.84,3435.74,LGZRWN5159,3,Stayed,No,0,36,6436,,
7279-NMVJC,1,Female,38,No,No,No,No,0,RNUBJYGPN6762,No,0,17,None,Yes,25.62,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,323.15,0,0,435.54,758.69,LGKVQH4659,4,Stayed,No,0,70,2093,,
2081-VEYEH,1,Male,42,No,No,No,No,0,KBFSECBCC5683,No,0,3,Offer E,Yes,12.66,No,Yes,Fiber Optic,28,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.95,318.6,0,0,37.98,356.58,NBDZJL2418,3,Joined,No,0,70,5653,,
9060-HJJRW,1,Female,52,No,No,No,No,0,HTESEUXTI1489,No,0,51,None,No,0,No,Yes,DSL,24,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,56.4,2928.5,0,0,0,2928.5,MXGAHT9864,4,Stayed,No,0,62,4380,,
2587-YNLES,1,Female,52,No,No,Yes,Yes,1,USCKNKDDZ4223,Yes,4,6,Offer E,Yes,25.05,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.1,100.35,0,0,150.3,250.65,VXNRRP2839,4,Stayed,No,0,42,5874,,
7398-SKNQZ,1,Female,51,No,No,Yes,No,0,FNGICLGWY6646,Yes,5,3,None,Yes,2.97,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.9,273.2,0,0,8.91,282.11,MMVTQL8526,5,Joined,No,0,58,2330,,
1958-RNRKS,1,Male,62,No,No,Yes,No,0,EGKAQTEVP7777,Yes,4,30,None,Yes,5.56,Yes,Yes,DSL,8,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,49.9,1441.95,0,100,166.8,1708.75,QMPUXL6634,4,Stayed,No,0,45,3712,,
5136-RGMZO,1,Male,39,No,No,No,No,0,HZRIXBNLS2356,No,0,31,None,Yes,6.4,Yes,Yes,Cable,24,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,2168.15,0,0,198.4,2366.55,ECLWKD6765,4,Stayed,No,0,37,4443,,
8345-MVDYC,1,Female,57,No,No,No,No,0,MXJRHMEQS7218,No,0,45,Offer B,Yes,37.39,No,Yes,DSL,30,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,81.65,3618.7,0,0,1682.55,5301.25,GFDRIP4257,3,Stayed,No,0,41,5937,,
8226-BXGES,1,Male,30,No,No,Yes,No,0,RDUYDHCXX7422,Yes,5,64,Offer B,Yes,13.8,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,89.45,5692.65,0,0,883.2,6575.85,CEASNJ4117,3,Stayed,No,0,67,5519,,
1015-OWJKI,1,Male,46,No,No,No,No,0,BWMAPFZRM3574,No,0,1,None,Yes,5.02,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.05,19.05,0,0,5.02,24.07,DOZFMI9174,4,Joined,No,0,59,5279,,
2040-XBAVJ,1,Male,51,No,No,Yes,Yes,1,CDBICLYJZ7676,No,0,72,Offer A,Yes,24.95,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.45,8100.55,0,0,1796.4,9896.95,JBOQFR6953,3,Stayed,No,0,32,4700,,
8887-IPQNC,1,Female,61,No,No,Yes,No,0,SWHXFCDJH1169,Yes,4,7,None,Yes,31.43,No,Yes,DSL,24,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,44.25,313.45,0,0,220.01,533.46,SAVKCK7913,5,Stayed,No,0,58,5014,,
8646-JCOMS,1,Female,43,No,No,Yes,No,0,LIGGKKPBE5723,Yes,6,66,Offer A,Yes,11.72,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,90.55,6130.95,0,0,773.52,6904.47,HLIVNC4781,5,Stayed,No,0,38,4958,,
1222-KJNZD,1,Male,61,No,No,Yes,Yes,1,EJWHLFAMJ9515,Yes,2,40,Offer B,Yes,1.89,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.4,745.3,0,0,75.6,820.9,ITHPRZ2683,3,Stayed,No,0,72,5918,,
0106-GHRQR,1,Male,24,Yes,No,No,No,0,IAMYLUNZJ5426,No,0,16,None,Yes,25.71,Yes,Yes,DSL,48,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,71.4,1212.1,0,0,411.36,1623.46,UKXHAJ3212,5,Stayed,No,0,39,3360,,
3768-VHXQO,1,Male,19,Yes,No,Yes,No,0,SEAYVADIS3639,Yes,9,67,Offer A,Yes,3.28,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.85,1583.5,0,0,219.76,1803.26,VRBNYC3724,4,Stayed,No,0,51,4833,,
8952-WCVCD,1,Female,45,No,No,Yes,No,0,JPDOLFQOK5655,Yes,2,41,Offer B,Yes,9.85,No,Yes,Fiber Optic,14,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.45,4162.05,0,0,403.85,4565.9,EDRGQH6328,3,Stayed,No,0,65,2719,,
2418-TPEUN,1,Female,58,No,No,Yes,Yes,1,IZFHCZLYP6184,Yes,2,56,Offer B,Yes,48.56,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.8,1119.9,0,0,2719.36,3839.26,NILYDD3577,3,Stayed,No,0,59,4681,,
3963-RYFNS,1,Female,25,Yes,No,No,No,0,VWAESRHAS2471,No,0,72,Offer A,Yes,48.52,Yes,Yes,Fiber Optic,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116.45,8013.55,0,90,3493.44,11596.99,EDAGXV3498,4,Stayed,No,0,20,5567,,
8540-ZQGEA,1,Female,58,No,No,Yes,No,0,MHJSBQSQY9177,Yes,1,54,Offer B,Yes,32.72,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,1102.4,0,0,1766.88,2869.28,FKOQHS1818,5,Stayed,No,0,40,4212,,
4137-JOPHL,1,Female,63,No,No,No,No,0,QFWBXHMEV3564,No,0,50,Offer B,Yes,29.8,No,Yes,Fiber Optic,26,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.7,4304.5,0,0,1490,5794.5,MQGSPF7516,4,Stayed,No,0,45,5306,,
7801-CEDNV,1,Male,33,No,No,Yes,No,0,EXGZFVOMM7525,Yes,10,27,None,Yes,9.01,No,Yes,DSL,5,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,48.7,1421.75,0,0,243.27,1665.02,CXJNHH5233,3,Stayed,No,0,30,3560,,
3658-QQJYD,1,Male,56,No,No,No,No,0,TTBDSNWRF2434,No,0,62,Offer B,Yes,38.33,No,Yes,Cable,30,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,74.3,4698.05,0,0,2376.46,7074.51,GLISBV6696,4,Stayed,No,0,77,5974,,
1803-BGNBD,1,Female,59,No,No,No,No,0,LERQUYNKJ3712,No,0,12,Offer D,Yes,37.63,No,Yes,DSL,26,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,54.3,654.5,0,130,451.56,1236.06,CUILOB8312,3,Stayed,No,0,63,3854,,
6950-TWMYB,1,Male,31,No,No,Yes,Yes,8,ZAZHTFLGJ9161,Yes,2,54,Offer B,Yes,46.7,No,Yes,Fiber Optic,75,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,79.95,4362.05,0,0,2521.8,6883.85,UYDHFM8129,3,Stayed,No,0,48,4387,,
5848-FHRFC,1,Female,49,No,No,No,No,0,BUVJDWXTG2144,No,0,68,Offer A,Yes,2.83,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.05,1386.9,0,0,192.44,1579.34,GKXEDN8578,4,Stayed,No,0,63,5740,,
2243-FNMMI,1,Male,20,Yes,No,No,No,0,GTYJMKWZG2539,No,0,20,Offer D,Yes,31.02,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4,415.4,0,0,620.4,1035.8,OGFGZM4281,3,Stayed,No,0,32,4958,,
2511-MORQY,1,Male,46,No,No,Yes,No,0,TGJLAXNXS3646,Yes,4,50,Offer B,Yes,10.33,Yes,Yes,DSL,6,No,No,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,54.9,2614.1,0,0,516.5,3130.6,LOEWAO8851,4,Stayed,No,0,41,4322,,
5356-KZCKT,1,Male,42,No,No,No,No,0,RMIIMLYPH8285,No,0,58,Offer B,Yes,2.38,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.45,1513.6,0,0,138.04,1651.64,CTUPLG3377,4,Stayed,No,0,38,6490,,
9470-XCCEM,1,Male,41,No,No,Yes,Yes,3,DQVDFVWVC8141,Yes,4,35,None,Yes,48.08,Yes,Yes,Fiber Optic,53,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.65,3161.6,0,40,1682.8,4884.4,JRNRTT1129,3,Stayed,No,0,34,2622,,
6519-CFDBX,1,Female,31,No,No,No,No,0,VMLUICMUW5724,No,0,2,None,Yes,10.81,No,Yes,Cable,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.4,80.95,0,0,21.62,102.57,NBOMLV2157,3,Joined,No,0,45,4964,,
3902-MIVLE,1,Male,35,No,No,Yes,No,0,VWSGQRTKO2745,Yes,3,63,Offer B,Yes,12.15,Yes,Yes,DSL,21,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,75.7,4676.7,0,0,765.45,5442.15,EEZMPA1628,3,Stayed,No,0,62,5113,,
0409-WTMPL,1,Female,35,No,No,Yes,No,0,JSJRJSSLQ8683,Yes,8,58,Offer B,Yes,37.95,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,110.65,6526.65,0,0,2201.1,8727.75,YOVWDM8823,3,Stayed,No,0,55,4761,,
8763-KIAFH,1,Female,37,No,No,Yes,No,0,LSWAKQWDB8998,Yes,10,27,None,Yes,20.96,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.55,583.3,0,0,565.92,1149.22,MUIITX8963,4,Stayed,No,0,31,2269,,
3669-WHAFY,1,Female,57,No,No,Yes,No,0,GZHDNYWBP7449,Yes,7,71,Offer A,Yes,9.44,Yes,Yes,Fiber Optic,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,115.15,8078.1,0,0,670.24,8748.34,BRBEFB1554,3,Stayed,No,0,24,4144,,
3055-VTCGS,1,Female,35,No,No,No,No,0,LBPQHVIBQ6278,No,0,63,Offer B,Yes,27.38,No,Yes,DSL,9,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,58.55,3503.5,0,0,1724.94,5228.44,XTAYWH4261,3,Stayed,No,0,63,6312,,
3144-KMTWZ,1,Male,40,No,No,Yes,No,0,QHXAGMLQQ2135,Yes,8,71,Offer A,Yes,26.56,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,93.25,6669.45,0,90,1885.76,8645.21,FFEWGC2594,4,Stayed,No,0,63,6035,,
2007-QVGAW,1,Female,51,No,No,Yes,Yes,1,IZVZFPKCX8257,Yes,10,68,Offer A,Yes,46.61,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.35,1292.65,0,0,3169.48,4462.13,HPWCOV9439,4,Stayed,No,0,27,6303,,
5207-PLSTK,1,Male,32,No,No,Yes,Yes,2,LTHFXIFZN3665,Yes,10,1,None,Yes,26.26,No,Yes,DSL,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.75,48.75,0,0,26.26,75.01,WQMLAD9951,4,Joined,No,0,58,5068,,
2155-AMQRX,1,Female,37,No,No,No,No,0,VJFQCKKOV6861,No,0,28,None,Yes,3.25,Yes,Yes,Cable,11,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.9,1505.15,0,0,91,1596.15,NDXEBD3496,3,Stayed,No,0,26,2885,,
6181-AXXYF,1,Male,54,No,No,Yes,Yes,2,VNOZJSFZZ9266,Yes,3,72,Offer A,Yes,47.69,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.75,1859.1,0,0,3433.68,5292.78,MPAKHG9811,4,Stayed,No,0,71,4185,,
5091-HFAZW,1,Female,36,No,No,No,No,0,LAMODTCPG4356,No,0,2,None,Yes,46.78,No,Yes,Fiber Optic,12,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,91.15,168.5,0,10,93.56,272.06,SDRVDP5681,3,Joined,No,0,52,2686,,
1568-LJSZU,1,Male,39,No,No,Yes,No,0,JQHYJMYHK8271,Yes,4,68,Offer A,Yes,38.38,Yes,Yes,DSL,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,92.2,6392.85,0,0,2609.84,9002.69,RYKMAF6422,3,Stayed,No,0,43,4451,,
7416-CKTEP,1,Female,54,No,No,Yes,No,0,QWCEVLBIP9118,Yes,10,57,Offer B,Yes,23.28,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.6,1134.25,0,0,1326.96,2461.21,UQQWSL9867,4,Stayed,No,0,77,6064,,
2586-CWXVV,1,Male,45,No,No,Yes,No,0,IJSCIEGWM3419,Yes,9,54,Offer B,No,0,No,Yes,Cable,9,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.4,1621.35,0,0,0,1621.35,NMDDUD9555,4,Stayed,No,0,78,4778,,
2348-KCJLT,1,Female,60,No,No,Yes,No,0,GRCCRCUNV5356,Yes,8,44,Offer B,Yes,44.87,No,Yes,Cable,20,Yes,Yes,Yes,No,No,No,No,No,One Year,Yes,Credit Card,61.5,2722.2,0,150,1974.28,4846.48,WGNZLO8942,3,Stayed,No,0,21,2059,,
8401-EMUWF,1,Male,64,No,No,Yes,Yes,1,DUBGMVZEJ4399,Yes,10,42,Offer B,Yes,16.67,Yes,Yes,Cable,17,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.4,3058.3,0,0,700.14,3758.44,BXNDUQ6824,3,Stayed,No,0,36,4701,,
4193-IBKSW,1,Male,27,Yes,No,Yes,Yes,1,RDIJJJJXC5169,Yes,1,72,Offer A,Yes,35.33,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.75,1769.6,0,0,2543.76,4313.36,ECIGGR9339,3,Stayed,No,0,67,6232,,
5377-NDTOU,1,Female,26,Yes,No,Yes,No,0,UBBVMXPPO5729,Yes,3,71,Offer A,Yes,9.5,Yes,Yes,Cable,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,91.05,6293.75,0,0,674.5,6968.25,HNYWTP5424,3,Stayed,No,0,39,4644,,
2474-LCNUE,1,Female,20,Yes,No,Yes,No,0,WVQHCRHEM7313,Yes,5,23,Offer D,Yes,14.53,Yes,Yes,Cable,48,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,73.65,1642.75,0,0,334.19,1976.94,QHDQEF7871,5,Stayed,No,0,61,2590,,
0839-QNXME,1,Female,35,No,No,No,No,0,YPIRQEKSA8522,No,0,30,None,Yes,9.27,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,578.5,0,0,278.1,856.6,CXHDOP2711,3,Stayed,No,0,78,3986,,
3506-OVLKD,1,Male,40,No,No,No,No,0,YLMBUXRNT8746,No,0,35,None,Yes,49.13,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,26.2,954.9,0,0,1719.55,2674.45,PYLMQI5986,3,Stayed,No,0,80,4419,,
6650-VJONK,1,Male,54,No,No,No,No,0,XCDRMQMHW2242,No,0,1,None,Yes,15.9,No,Yes,Cable,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.85,43.85,0,10,15.9,69.75,NAKAJO8292,4,Joined,No,0,39,5913,,
2178-PMGCJ,1,Male,22,Yes,No,No,No,0,PNYXFRVDH4549,No,0,22,Offer D,Yes,15.77,No,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.7,1490.4,0,0,346.94,1837.34,IVRXBN5214,3,Stayed,No,0,32,4838,,
7492-TAFJD,1,Male,26,Yes,No,Yes,No,0,CXKNQCJBB2643,Yes,5,7,None,No,0,No,Yes,Cable,58,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,38.55,280,0,0,0,280,QVUECX3764,4,Stayed,No,0,70,3345,,
2773-MADBQ,1,Female,46,No,No,No,No,0,UNFROOZTR8667,No,0,36,None,No,0,No,Yes,Cable,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,53.1,1901.25,0,0,0,1901.25,OMJRTK4527,3,Stayed,No,0,40,2751,,
6016-LVTJQ,1,Female,39,No,No,Yes,Yes,1,JRVRXGKPM6569,Yes,7,34,None,Yes,9.66,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.65,716.4,0,0,328.44,1044.84,VFKBVB2486,3,Stayed,No,0,74,5099,,
7860-KSUGX,1,Male,25,Yes,No,Yes,No,0,JPUYBTDEF2241,Yes,1,72,Offer A,Yes,32.67,Yes,Yes,Cable,48,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,64.45,4720,0,0,2352.24,7072.24,ZLJEDI1723,3,Stayed,No,0,74,6330,,
8966-KZXXA,1,Male,48,No,No,Yes,Yes,1,CFKTQCADO3314,Yes,9,36,None,Yes,34.79,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.1,930.95,0,0,1252.44,2183.39,BLQDSF5594,3,Stayed,No,0,45,3040,,
5149-QYTTU,1,Female,35,No,No,Yes,Yes,1,CGDBBICYJ9423,Yes,3,71,Offer A,Yes,34.53,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Credit Card,95.15,6770.85,0,0,2451.63,9222.48,LNIEDU6384,3,Stayed,No,0,41,5647,,
2085-BOJKI,1,Male,33,No,No,Yes,No,0,AQGQXHGRH7773,Yes,1,17,Offer D,Yes,28.83,No,Yes,Fiber Optic,5,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.65,1588.25,0,0,490.11,2078.36,CSVBLS8844,5,Stayed,No,0,37,5228,,
0817-HSUSE,1,Male,26,Yes,No,No,No,0,FQVJTSWXW6164,No,0,1,None,Yes,5.63,No,Yes,Cable,52,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,75.5,0,0,5.63,81.13,SZMAAK3898,5,Joined,No,0,43,2954,,
5442-PPTJY,1,Male,44,No,No,Yes,Yes,3,BRJTZJVLG9466,Yes,7,12,Offer D,Yes,4.71,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,258.35,0,0,56.52,314.87,KOHUXA1239,4,Stayed,No,0,24,5104,,
1927-QEWMY,1,Female,51,No,No,Yes,No,0,NITCLCPCB1324,Yes,6,72,Offer A,Yes,43.91,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,1502.25,0,0,3161.52,4663.77,YNTSXY3969,4,Stayed,No,0,25,6302,,
1663-MHLHE,1,Male,33,No,No,No,No,0,HPKACIIJP4311,No,0,1,None,Yes,35.88,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.2,19.2,0,0,35.88,55.08,LYORIF9954,3,Joined,No,0,44,4629,,
4450-MDZFX,1,Male,50,No,No,Yes,Yes,4,DQNAQRKYT8262,Yes,9,60,Offer B,Yes,38.44,Yes,Yes,Fiber Optic,57,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.35,4453.3,0,0,2306.4,6759.7,DOMPUJ2629,5,Stayed,No,0,26,5100,,
6701-DHKWQ,1,Female,38,No,No,Yes,No,0,NTVSGPUFV6676,Yes,10,61,Offer B,No,0,No,Yes,DSL,17,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,51.35,3244.4,0,0,0,3244.4,PIYMXY2674,3,Stayed,No,0,55,4159,,
7554-AKDQF,1,Female,27,Yes,No,Yes,No,0,LDKZWKYEZ5165,Yes,9,6,Offer E,Yes,5.69,No,Yes,DSL,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.65,323.45,0,0,34.14,357.59,MHMPWK1227,4,Stayed,No,0,40,4227,,
0794-YVSGE,1,Male,29,Yes,No,Yes,Yes,1,CFLJCETZU5767,Yes,9,72,Offer A,Yes,27.16,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.3,1401.15,0,0,1955.52,3356.67,UEAYPV4742,3,Stayed,No,0,76,5265,,
