Age,Age Group,Number of Dependents,Membership,Satisfaction Score,Tech services,Streaming services,Combined Product,Contract,Tenure in Months,Monthly Charge,Total Revenue,Churn Value
53,50,0,Offer E,5,0,0,4,Month-to-Month,3,69.85,304.13,0
37,30,0,None,3,2,1,2,One Year,9,65.6,974.81,0
23,20,3,Offer A,4,3,2,4,One Year,71,104.65,8292.34,0
34,30,0,None,5,1,1,4,Two Year,57,90.45,7053.69,0
36,30,0,Offer A,3,4,2,1,Two Year,72,63.7,4464.8,0
28,20,0,Offer D,5,0,0,1,One Year,18,20.1,1098.99,0
20,20,2,None,5,2,2,4,One Year,43,104.3,5433.54,0
62,60,0,Offer A,3,4,2,2,Two Year,72,93.25,6812.79,0
61,60,0,None,4,1,2,3,One Year,35,73.45,3129.75,0
28,20,0,None,5,0,0,1,Month-to-Month,4,20.7,254.53,0
23,20,2,None,3,0,0,1,Two Year,49,25.25,2860.5,0
61,60,2,Offer A,4,3,1,4,Two Year,71,100.5,9622.15,0
44,40,1,Offer D,5,0,2,4,Month-to-Month,11,90.6,1443.48,0
39,30,0,None,3,4,2,3,Two Year,63,89.4,8404.3,0
60,60,3,None,4,0,0,1,Two Year,49,20.45,2577.95,0
30,30,2,None,4,0,0,1,Month-to-Month,4,19.95,197.1,0
21,20,0,Offer A,4,3,2,4,One Year,72,109.15,8642.8,0
47,40,0,None,4,2,1,4,One Year,57,94.7,7688.53,0
52,50,2,None,3,1,1,3,Month-to-Month,28,64.4,2062.83,0
56,50,0,None,5,0,0,1,One Year,25,26.8,823.55,0
49,40,0,None,4,2,1,3,One Year,47,66.05,3369.77,0
35,30,1,None,3,3,0,3,Month-to-Month,57,65.2,3775.63,0
24,20,0,None,3,2,0,3,Month-to-Month,5,55.8,480.8,0
48,40,2,Offer A,3,0,0,1,Two Year,72,19.95,1937.01,0
43,40,3,None,3,2,1,2,One Year,48,45,2196.3,0
46,40,0,Offer A,3,4,2,4,Two Year,68,114.9,9417.07,0
22,20,0,None,4,2,2,4,Month-to-Month,30,106.4,4546.6,0
61,60,0,None,4,0,0,3,Month-to-Month,3,46.1,138.13,0
57,50,2,None,5,0,0,1,Month-to-Month,4,20.05,194.98,0
58,50,2,Offer A,5,2,1,4,Two Year,71,95.75,8784.86,0
43,40,0,None,5,0,0,1,One Year,8,24.4,389.39,0
24,20,1,None,3,2,0,2,Month-to-Month,61,33.6,2227.2,0
31,30,3,Offer A,3,3,0,4,Two Year,72,90.45,7178.57,0
29,20,0,None,4,0,1,4,Month-to-Month,5,84,667.2,0
37,30,0,None,3,4,0,2,Two Year,49,67.4,4308.9,0
28,20,0,Offer E,4,0,0,1,Month-to-Month,8,19.7,346.1,0
60,60,0,Offer E,5,0,1,4,Month-to-Month,3,80.35,402.69,0
53,50,3,Offer E,3,0,0,1,Two Year,9,19.6,221.52,0
42,40,2,Offer A,4,2,0,2,Two Year,67,54.2,4578.5,0
36,30,0,Offer B,5,0,0,2,Month-to-Month,46,45.2,3175.13,0
23,20,0,Offer A,4,3,1,3,One Year,67,75.1,5380.02,0
54,50,0,Offer B,3,0,0,1,One Year,55,19.7,1320.45,0
54,50,0,None,3,3,1,3,Month-to-Month,33,72.75,3078.08,0
64,60,1,Offer B,5,0,0,1,Two Year,62,20.05,2563.42,0
24,20,2,Offer B,4,1,1,2,Month-to-Month,49,39.2,1838.15,0
37,30,0,Offer E,4,0,0,3,Month-to-Month,1,44.75,73.32,0
37,30,0,Offer D,5,2,0,4,Month-to-Month,14,82.65,1822.98,0
43,40,0,Offer A,3,4,2,4,Two Year,72,117.15,10321.58,0
38,30,0,Offer B,4,3,1,4,Two Year,64,99.25,8888.01,0
29,20,0,Offer A,4,4,2,4,Two Year,69,112.55,8041.79,0
30,30,0,Offer E,3,0,0,1,Month-to-Month,1,25.7,69.54,0
48,40,3,Offer A,3,4,2,3,Two Year,71,90.3,7502.71,0
34,30,2,Offer A,3,1,0,2,One Year,66,49.4,6427.11,0
32,30,0,Offer E,5,0,0,1,Month-to-Month,2,19.4,80.92,0
29,20,0,Offer D,3,1,1,2,One Year,11,61.25,1036.19,0
52,50,2,Offer B,3,2,0,2,Month-to-Month,47,55.3,3840.8,0
57,50,1,Offer B,4,2,2,4,Month-to-Month,60,103.75,6139.75,0
22,20,0,Offer D,4,0,0,1,One Year,11,19.5,595.08,0
47,40,0,None,3,3,0,1,One Year,29,39.5,1082.75,0
23,20,9,Offer D,5,0,0,2,Month-to-Month,21,26.05,565.75,0
44,40,3,None,3,1,0,2,Month-to-Month,3,29.65,90.05,0
41,40,2,Offer B,4,1,0,3,Month-to-Month,43,50.2,2798.92,0
34,30,0,Offer E,3,2,2,4,Month-to-Month,5,105.3,773.85,0
63,60,0,Offer E,4,0,1,3,Month-to-Month,1,55.45,71.88,0
57,50,3,Offer A,4,3,2,3,One Year,71,85.45,7962.96,0
20,20,0,Offer E,4,0,0,1,One Year,8,19.8,387.01,0
38,30,0,Offer E,3,0,1,3,Month-to-Month,8,59.25,822.2,0
38,30,0,Offer D,4,1,1,4,Month-to-Month,20,90.7,2289.55,0
44,40,0,Offer A,4,1,0,4,One Year,71,79.05,8487.64,0
31,30,2,Offer E,3,1,0,2,Month-to-Month,2,30.25,63.75,0
24,20,0,Offer D,3,1,2,1,Month-to-Month,12,49.85,617.15,0
46,40,1,None,3,3,1,4,Month-to-Month,9,93,1249.15,0
46,40,1,None,3,0,0,1,Month-to-Month,6,19.7,278.33,0
50,50,0,None,3,4,2,2,One Year,71,84.8,7683.36,0
21,20,3,Offer B,3,2,1,4,One Year,42,94.45,4331.34,0
24,20,1,Offer B,4,0,0,1,Two Year,45,20.85,2700.7,0
58,50,3,None,5,3,2,2,One Year,28,60,1682.05,0
41,40,0,Offer B,4,1,0,4,Month-to-Month,43,80.45,5197.59,0
28,20,1,Offer B,3,3,2,3,Two Year,60,84.95,7982.45,0
46,40,2,None,3,3,1,2,Two Year,7,49.65,305.55,0
21,20,0,None,3,0,0,1,One Year,25,20.2,770.15,0
23,20,0,Offer C,3,1,2,4,One Year,27,100.5,2982.67,0
53,50,0,Offer D,3,2,0,2,Month-to-Month,10,35.75,389.8,0
33,30,0,Offer D,5,2,0,3,One Year,11,53.8,733.17,0
56,50,3,None,4,1,1,2,Month-to-Month,4,38.55,156.1,0
19,10,0,None,4,1,1,2,Month-to-Month,68,39.9,2796.35,0
38,30,0,Offer D,4,0,0,1,One Year,18,20.1,745.45,0
57,50,0,Offer C,5,0,0,1,Month-to-Month,26,20.3,858.09,0
48,40,0,Offer D,3,2,0,2,Month-to-Month,17,35.65,646.05,0
35,30,0,Offer C,3,2,0,2,Two Year,30,55.65,3065.65,0
61,60,0,None,4,3,1,2,One Year,9,50.8,463.6,0
44,40,3,None,4,0,0,1,Month-to-Month,3,19.65,151.67,0
44,40,1,Offer D,4,1,1,3,Month-to-Month,14,59.8,1442.81,0
38,30,0,None,3,3,0,3,Month-to-Month,7,61.4,549.78,0
61,60,0,Offer D,3,0,0,1,One Year,17,19.9,579.48,0
22,20,3,Offer C,4,0,0,1,Month-to-Month,32,19.45,1796.15,0
27,20,3,None,4,3,2,4,Two Year,72,109.55,10411.33,0
56,50,2,Offer C,3,1,0,4,Month-to-Month,27,74.4,3232.17,0
55,50,0,Offer E,3,1,0,4,Month-to-Month,7,74.9,732.68,0
25,20,1,Offer D,3,1,1,3,Month-to-Month,11,59.65,915.79,0
62,60,1,None,4,3,2,4,Two Year,72,110.45,11416.21,0
30,30,0,None,5,0,0,1,Two Year,71,24.55,1908.01,0
28,20,2,Offer B,4,0,0,1,Two Year,47,24.55,1897.41,0
23,20,0,Offer E,3,0,0,1,Month-to-Month,8,20.45,443.98,0
20,20,2,Offer B,5,0,0,1,Two Year,48,19.55,1519.83,0
30,30,0,None,4,0,0,1,One Year,70,19.7,2041.5,0
61,60,1,None,3,3,1,2,Month-to-Month,1,70.45,90.55,0
62,60,0,Offer E,4,0,1,4,Month-to-Month,8,85.65,1046.17,0
37,30,3,Offer B,3,0,0,1,Two Year,60,20.55,2144.05,0
61,60,1,Offer B,3,1,2,4,One Year,49,97.95,5702.88,0
30,30,0,Offer C,5,0,0,1,One Year,29,20,1539.77,0
55,50,0,None,5,0,0,1,Two Year,67,25.25,4100.93,0
38,30,0,None,3,4,0,3,Two Year,67,70.9,6557.12,0
40,40,1,Offer E,3,0,0,1,Month-to-Month,6,19.85,158.18,0
51,50,0,Offer B,4,2,2,4,Month-to-Month,47,106.35,5532.48,0
46,40,0,Offer B,3,4,1,4,Two Year,53,99.5,7733.46,0
41,40,0,None,3,4,2,3,Two Year,69,84.7,9216.43,0
54,50,0,Offer E,4,1,1,4,Month-to-Month,3,86.05,299.63,0
38,30,0,Offer E,3,0,0,2,Month-to-Month,4,44.55,341.03,0
33,30,1,Offer B,3,3,1,3,Two Year,56,75.85,6365.68,0
38,30,0,Offer E,4,0,0,3,Month-to-Month,2,45,120.75,0
57,50,1,None,3,0,0,1,Month-to-Month,12,20.5,808.22,0
44,40,1,Offer C,3,1,1,4,One Year,28,90.45,3245.09,0
50,50,0,Offer C,5,3,0,3,Month-to-Month,24,60.45,2009.79,0
57,50,3,None,5,4,1,3,One Year,68,78.45,5841.31,0
21,20,1,Offer C,3,1,2,4,Two Year,39,100.55,4469.43,0
37,30,0,Offer B,3,0,0,1,Month-to-Month,42,20.35,1119.8,0
56,50,0,None,4,1,1,4,Month-to-Month,6,90.75,652.35,0
47,40,0,Offer C,4,0,0,1,One Year,38,20.25,1215.27,0
64,60,0,None,3,0,0,1,Two Year,18,20.05,861.28,0
34,30,0,None,4,0,0,1,Month-to-Month,4,19.6,210.01,0
32,30,0,Offer C,4,2,0,3,Month-to-Month,27,53.8,2509.81,0
44,40,1,None,4,3,1,2,One Year,41,70.2,3458.71,0
29,20,1,None,3,2,2,2,One Year,50,75.5,5717.1,0
24,20,1,None,3,0,0,1,Two Year,72,20.35,2994.56,0
35,30,0,None,5,0,0,1,One Year,70,26.05,4049.5,0
37,30,2,None,5,0,0,1,One Year,44,20.6,2463.36,0
43,40,1,Offer C,5,0,0,1,One Year,34,20.1,2100.58,0
20,20,0,None,4,0,0,1,Two Year,71,24.5,4100.98,0
42,40,0,None,5,3,2,4,Two Year,64,110.5,7492.77,0
45,40,0,None,3,0,0,1,Two Year,72,25.25,5405.92,0
38,30,0,None,3,3,1,3,One Year,23,68.75,2411.42,0
19,10,3,None,5,0,0,1,Two Year,52,19.2,3174.27,0
51,50,0,None,3,4,2,4,Two Year,64,115.1,10169.89,0
39,30,0,Offer C,3,1,2,4,Month-to-Month,24,99.65,3021.17,0
39,30,0,None,5,1,1,4,Month-to-Month,2,91.45,280.27,0
41,40,2,Offer C,3,4,2,3,Two Year,34,84.75,3148.51,0
43,40,3,None,4,2,2,3,One Year,53,78.75,5631.03,0
64,60,1,None,5,0,0,1,Two Year,47,20.25,2628.85,0
22,20,1,None,4,0,0,1,Two Year,72,19.9,3828.61,0
25,20,3,None,3,3,1,4,Two Year,72,97.75,8488.48,0
45,40,0,None,3,2,2,4,Month-to-Month,7,100.4,988.14,0
59,50,0,None,5,0,0,1,Two Year,71,24.45,4024.6,0
39,30,2,Offer A,4,1,2,2,Two Year,67,50.9,3281.65,0
51,50,0,Offer A,4,4,1,4,One Year,69,107.2,9619.63,0
33,30,0,Offer A,3,4,2,4,Two Year,72,113.4,8348.42,0
31,30,1,None,5,1,1,2,Two Year,34,40.55,1325.85,0
48,40,1,None,3,0,0,1,Two Year,65,26,1846.6,0
60,60,0,Offer A,4,4,2,4,Two Year,70,111.95,10915.85,0
61,60,1,Offer A,3,2,2,1,Two Year,72,53.8,3952.45,0
23,20,2,None,4,1,2,3,One Year,35,72.1,2849,0
46,40,0,None,3,2,2,2,One Year,12,78.85,1177.83,0
58,50,2,None,3,3,1,3,One Year,62,70.75,6870.55,0
26,20,0,None,3,2,2,3,Month-to-Month,25,76.15,2534.7,0
63,60,0,None,3,3,0,2,Two Year,52,39.1,2112.1,0
33,30,0,None,3,0,0,1,Month-to-Month,2,20.05,37.32,0
58,50,3,None,4,0,0,1,Two Year,56,20.05,3071.38,0
27,20,0,None,4,0,0,1,Month-to-Month,12,19.45,657.17,0
20,20,0,None,4,0,0,1,One Year,47,26.9,1799.81,0
30,30,0,None,5,1,0,3,Month-to-Month,18,50,1254.64,0
43,40,0,None,3,1,1,3,Month-to-Month,8,60,861.99,0
49,40,0,None,3,2,0,4,Month-to-Month,45,84.55,4739.95,0
35,30,0,None,5,0,0,2,Month-to-Month,3,45.45,202.81,0
22,20,0,None,3,0,0,1,One Year,38,20.05,2222.52,0
46,40,0,Offer A,3,4,2,4,Two Year,72,115.55,11868.34,0
43,40,2,Offer A,3,3,1,4,Two Year,71,99,8178.48,0
33,30,4,Offer A,4,1,2,1,Two Year,66,50.55,3474.55,0
44,40,3,None,4,0,0,1,Two Year,13,25,789.97,0
52,50,3,None,3,4,2,2,Two Year,65,91.55,6621.1,0
19,10,3,None,3,0,0,1,Two Year,15,19.35,975.9,0
21,20,0,Offer A,3,0,0,1,Two Year,72,24.85,2827.29,0
42,40,3,None,5,2,2,4,Two Year,42,100.4,4832.85,0
61,60,0,Offer A,4,0,0,1,Two Year,71,25,5161.71,0
31,30,0,None,5,0,0,1,Month-to-Month,35,19.25,1941,0
38,30,2,None,4,3,2,4,Month-to-Month,53,108.25,8234.77,0
41,40,0,None,5,0,0,1,Two Year,48,20.15,2599.59,0
56,50,0,None,5,0,0,1,Month-to-Month,10,20,242.9,0
62,60,2,None,3,2,2,4,Month-to-Month,12,105.3,1479.17,0
47,40,0,None,3,2,1,3,Month-to-Month,58,65.25,6230.88,0
49,40,0,None,5,0,0,1,Two Year,37,19.8,2366.93,0
21,20,2,None,5,0,0,1,Month-to-Month,44,19.6,963.73,0
26,20,3,None,3,0,0,1,One Year,27,20.05,1020,0
52,50,0,None,4,1,0,3,Month-to-Month,8,49.4,575.45,0
37,30,3,None,3,1,2,4,Month-to-Month,57,100.6,7456.79,0
38,30,0,None,4,0,0,1,Month-to-Month,12,19.45,463.69,0
57,50,2,None,5,0,0,1,Two Year,62,20.3,1445.57,0
25,20,0,None,5,3,2,4,Two Year,65,107.65,8882.7,0
30,30,0,Offer A,5,2,2,2,Two Year,71,80.45,7549.43,0
63,60,3,None,4,1,1,2,One Year,21,58.85,1965.57,0
53,50,0,Offer A,3,3,2,4,One Year,71,109.6,11355.87,0
56,50,0,None,3,1,0,4,Month-to-Month,7,75.15,745.42,0
23,20,0,Offer A,4,4,1,2,Two Year,72,73,6922.64,0
53,50,0,None,4,0,0,4,Month-to-Month,1,70.1,71.25,0
61,60,2,Offer A,4,3,1,4,Two Year,72,98.65,9664.57,0
48,40,3,Offer B,5,3,2,4,One Year,64,111.45,9786.63,0
56,50,0,Offer A,4,4,2,4,Two Year,72,114.9,11979.34,0
33,30,0,None,4,1,2,4,Month-to-Month,29,100.55,3188.18,0
23,20,0,None,5,0,0,1,Two Year,13,20.4,346.58,0
23,20,0,None,4,2,2,4,Month-to-Month,31,104.35,4622.61,0
43,40,3,Offer D,3,2,2,3,Month-to-Month,14,80.45,1273.83,0
47,40,0,Offer A,3,4,2,3,Two Year,72,91.35,9880.32,0
47,40,1,None,5,0,0,1,One Year,25,19.9,977.2,0
22,20,0,Offer D,3,3,1,3,Month-to-Month,18,68.35,2176.04,0
21,20,0,Offer A,5,3,2,3,Two Year,71,79.1,7554.27,0
56,50,1,None,4,1,0,4,Month-to-Month,2,80.55,198.7,0
48,40,3,Offer D,3,3,0,3,Month-to-Month,17,66.7,1584.84,0
32,30,0,Offer B,5,2,0,4,Month-to-Month,56,86.4,7002.8,0
31,30,0,Offer B,3,3,1,1,One Year,60,50.05,2911.5,0
60,60,0,None,4,0,0,1,Two Year,33,25.7,2030.6,0
49,40,0,None,3,3,0,4,Month-to-Month,1,83.4,126.46,0
52,50,0,Offer B,4,2,0,4,Two Year,63,84.65,6214.28,0
63,60,0,Offer B,3,2,1,2,Two Year,55,64.75,5102.1,0
35,30,0,Offer B,4,3,1,4,One Year,65,100.15,9023.8,0
28,20,0,Offer B,4,0,0,1,Two Year,63,25.25,1811.93,0
19,10,3,None,4,3,0,1,Two Year,36,40.65,1547.35,0
37,30,0,Offer D,5,3,1,4,Month-to-Month,22,94.95,3200.34,0
50,50,0,None,5,0,0,1,Month-to-Month,1,19.8,31.76,0
55,50,0,Offer B,5,3,2,3,Two Year,56,81.8,7298.61,0
40,40,0,Offer E,4,0,0,1,Month-to-Month,2,20,127.44,0
48,40,0,None,3,2,0,3,Month-to-Month,35,59.6,2816.25,0
44,40,0,Offer B,5,0,0,1,Two Year,64,25,2020.64,0
44,40,0,Offer D,3,2,0,4,Month-to-Month,15,84.35,1395.95,0
23,20,0,Offer E,5,0,1,3,Month-to-Month,1,55.55,118.87,0
35,30,3,Offer A,3,2,2,3,Two Year,70,75.35,8204.85,0
62,60,0,None,4,1,1,3,One Year,39,59.3,2473.18,0
32,30,0,None,3,1,1,2,Month-to-Month,29,66.1,2430.38,0
38,30,3,Offer D,5,0,0,1,Two Year,14,18.8,879.25,0
57,50,0,Offer B,4,3,2,2,Two Year,61,86.45,5450.41,0
28,20,1,Offer D,3,1,0,2,Month-to-Month,13,52.1,919.86,0
64,60,0,Offer A,3,4,0,2,Two Year,66,47.4,3177.25,0
52,50,0,Offer B,4,3,2,4,One Year,59,109.15,8945.48,0
19,10,3,Offer B,4,2,1,4,One Year,62,94.95,6768.97,0
48,40,2,Offer A,4,3,2,3,Two Year,66,79.5,6019.78,0
41,40,0,Offer A,3,4,2,4,Two Year,72,115.05,9816.2,0
21,20,1,Offer B,3,2,1,4,One Year,51,95.15,5939.47,0
25,20,0,Offer B,4,2,2,4,Month-to-Month,63,105.4,8275.19,0
31,30,0,None,5,0,0,1,One Year,27,20.1,1464.4,0
59,50,1,Offer B,5,0,0,1,Two Year,42,20.7,2173.69,0
28,20,0,None,4,0,0,1,One Year,29,20.35,1231.86,0
62,60,0,None,4,0,0,1,One Year,30,19.7,1362.15,0
35,30,3,Offer A,3,4,2,3,Two Year,71,85.45,7650.83,0
63,60,0,Offer B,3,3,0,2,Two Year,46,40.4,1922.7,0
48,40,0,Offer A,3,2,2,4,One Year,69,105.2,10461.38,0
48,40,0,Offer A,3,3,1,4,Two Year,72,100.65,10335.01,0
26,20,0,None,3,2,1,4,Month-to-Month,28,91,3892.87,0
32,30,0,None,3,1,1,3,One Year,7,59.1,417.06,0
64,60,0,Offer D,3,1,0,2,Month-to-Month,22,49.8,1742.71,0
57,50,0,None,4,0,0,1,Two Year,72,19.3,4708.8,0
58,50,3,Offer E,4,0,0,1,Month-to-Month,8,19.65,379.11,0
64,60,0,Offer B,4,4,1,2,One Year,52,81.4,6504.13,0
21,20,0,None,3,3,0,2,Two Year,68,38.9,2719.2,0
46,40,0,None,4,4,2,3,Two Year,71,87.95,7008.61,0
27,20,0,Offer E,3,0,0,1,Month-to-Month,2,19.85,106.54,0
54,50,0,None,4,0,0,2,Month-to-Month,35,24.15,852.5,0
21,20,1,None,4,0,0,1,One Year,61,19.1,3712.51,0
62,60,0,Offer E,5,0,0,3,Month-to-Month,1,44,57.4,0
29,20,5,None,4,1,1,3,One Year,53,60.6,4992.47,0
37,30,0,None,5,0,0,1,Two Year,72,25.65,2792.76,0
44,40,0,None,5,0,0,1,One Year,24,20.4,1343.44,0
47,40,0,Offer E,4,1,0,1,Month-to-Month,8,29.35,226.45,0
28,20,0,Offer E,3,0,0,1,Month-to-Month,1,20.45,62.62,0
26,20,0,None,3,2,1,4,Two Year,54,95.1,5699.89,0
23,20,0,None,4,0,0,1,Month-to-Month,41,25.25,2686.06,0
33,30,0,Offer D,5,0,0,2,Month-to-Month,19,44.9,1495.34,0
35,30,1,None,4,4,2,3,Two Year,72,92.65,8893,0
21,20,0,None,4,4,0,2,Two Year,62,43.7,2618.3,0
39,30,1,None,4,0,0,1,Two Year,32,18.95,1746.43,0
31,30,0,Offer D,4,0,0,1,Month-to-Month,21,20.5,1093.54,0
28,20,2,None,4,0,0,1,One Year,62,19.95,4218.32,0
34,30,0,Offer E,4,0,0,2,Month-to-Month,2,24.5,46.4,0
42,40,2,None,4,0,0,1,Two Year,27,20.6,812.7,0
31,30,0,None,3,3,2,2,One Year,25,61.05,1540.2,0
45,40,0,None,5,2,2,4,One Year,49,106.65,6401.58,0
46,40,0,None,3,3,2,4,Month-to-Month,63,108.25,7105.81,0
51,50,3,Offer E,3,0,0,1,Month-to-Month,4,20.4,217.66,0
27,20,0,None,3,0,1,3,Month-to-Month,1,55.3,91.99,0
46,40,0,Offer D,4,0,0,1,Month-to-Month,11,20.25,522.82,0
47,40,0,None,4,2,2,4,One Year,64,104.65,8550.6,0
30,30,1,None,3,2,2,2,Two Year,43,75.2,4543.49,0
35,30,0,None,3,1,2,4,One Year,61,101.15,8587.83,0
64,60,0,None,4,4,0,2,Two Year,66,68.75,5801.87,0
51,50,0,None,3,4,2,4,Two Year,67,111.05,10462.68,0
54,50,0,None,4,2,2,4,Two Year,42,99,4190.02,0
60,60,3,Offer C,3,0,0,1,Two Year,31,21,1001.5,0
63,60,0,None,5,0,0,1,Month-to-Month,7,19.4,232.98,0
23,20,1,Offer C,5,1,2,2,One Year,34,77.2,2937.06,0
33,30,0,None,4,0,0,1,One Year,3,19.45,77.59,0
21,20,1,Offer D,5,0,0,1,Month-to-Month,19,24.85,434.8,0
32,30,0,None,3,3,0,1,Month-to-Month,3,41.35,107.25,0
59,50,0,None,5,0,0,1,Month-to-Month,46,19.6,1590.42,0
47,40,1,None,3,2,0,4,One Year,69,84.45,8574.08,0
31,30,0,None,3,0,0,1,Month-to-Month,5,20.25,148.95,0
20,20,0,None,3,0,0,1,Month-to-Month,1,19.65,47.53,0
28,20,0,Offer C,3,0,0,1,One Year,26,20.65,1415.28,0
21,20,0,Offer C,4,2,2,4,Two Year,25,99.3,2637,0
47,40,2,None,3,2,0,4,Month-to-Month,64,81.05,8302.71,0
31,30,1,Offer C,3,4,0,2,Month-to-Month,30,67.6,3441.4,0
53,50,0,Offer D,5,0,0,4,Month-to-Month,13,70.15,1590.96,0
37,30,0,None,4,4,2,4,One Year,64,115,10368.31,0
28,20,2,None,3,2,0,4,Month-to-Month,46,84.8,4146.53,0
57,50,0,Offer D,4,0,0,1,One Year,12,19.7,700.7,0
40,40,3,None,3,2,1,2,Month-to-Month,13,63.15,1326.4,0
49,40,2,None,3,3,1,2,Two Year,67,74,7750.07,0
25,20,0,Offer C,3,1,0,2,Month-to-Month,24,29.1,688,0
37,30,0,Offer E,5,1,0,3,Month-to-Month,6,50.05,466.41,0
27,20,0,None,3,0,0,1,Month-to-Month,10,20,579.3,0
39,30,0,None,5,1,0,4,One Year,13,74.65,1520.31,0
26,20,2,Offer C,4,3,2,3,Two Year,38,85.4,3962.76,0
33,30,0,None,3,2,1,4,Month-to-Month,43,94.1,6234.94,0
20,20,0,Offer C,4,3,2,4,Two Year,25,108.9,3617.3,0
19,10,2,Offer C,4,2,0,3,One Year,27,56.2,1668.56,0
61,60,2,None,3,0,0,1,Two Year,72,26.1,4293.69,0
19,10,1,None,4,2,0,4,One Year,71,85.45,8293.14,0
63,60,0,Offer C,3,1,1,4,Month-to-Month,24,88.95,3130.91,0
30,30,0,None,4,2,2,3,Two Year,57,74.35,5723.54,0
34,30,0,None,5,1,0,2,Month-to-Month,15,48.85,1212,0
27,20,0,Offer E,3,1,0,4,Month-to-Month,4,80.1,512.79,0
51,50,0,Offer C,3,2,0,2,Month-to-Month,28,56.05,2867.73,0
37,30,0,Offer B,3,1,1,4,Month-to-Month,55,89.8,5239,0
53,50,2,Offer B,5,0,0,1,One Year,55,19.1,3162.45,0
58,50,3,None,4,0,0,1,Month-to-Month,20,20.35,1291.8,0
47,40,2,Offer B,4,2,2,4,One Year,62,106.05,7636.6,0
44,40,0,Offer B,3,0,0,1,Two Year,43,19.65,1067.78,0
49,40,0,Offer B,3,3,0,2,Two Year,60,59.85,5967.45,0
38,30,0,Offer B,3,3,2,3,Two Year,58,86.1,6284.62,0
47,40,2,None,3,0,0,1,One Year,7,19.45,480.87,0
40,40,1,Offer E,3,1,2,4,Month-to-Month,2,97.1,262.85,0
40,40,3,Offer C,3,0,0,1,Two Year,39,19.75,1378.44,0
20,20,0,None,3,0,0,1,Two Year,68,24.55,2054.52,0
32,30,2,Offer B,3,3,1,1,Two Year,62,48.7,3128.55,0
34,30,0,None,3,3,2,4,Two Year,72,109.55,11347.5,0
40,40,0,Offer B,3,0,0,1,Two Year,41,20.65,1221.59,0
64,60,0,Offer E,3,2,0,2,Month-to-Month,4,55.2,250.61,0
34,30,0,Offer B,3,0,0,1,One Year,53,24.05,3388.51,0
39,30,0,Offer C,5,0,0,1,Two Year,39,20.45,2209.21,0
57,50,0,Offer B,3,0,0,1,Two Year,63,19.25,2332.59,0
48,40,0,None,3,0,0,1,Month-to-Month,15,26.35,498,0
34,30,0,None,3,0,0,3,One Year,13,43.8,976.02,0
45,40,0,Offer E,3,1,0,3,Month-to-Month,1,50.15,70.45,0
37,30,0,Offer E,3,0,0,1,Two Year,1,20.45,64.27,0
24,20,0,Offer B,3,3,0,3,Two Year,60,61.4,5493.45,0
33,30,0,Offer B,5,2,1,3,One Year,40,70.75,3871.35,0
25,20,0,None,3,3,0,3,Two Year,66,61.15,5427.87,0
57,50,2,Offer B,4,0,0,1,One Year,42,20.25,1246.76,0
56,50,0,Offer B,3,1,2,4,Month-to-Month,49,98.7,7148.09,0
23,20,0,Offer B,4,0,0,1,Two Year,41,20,1223.99,0
34,30,1,Offer B,3,0,0,1,Two Year,41,19.3,1644.88,0
19,10,2,None,3,3,0,4,Month-to-Month,23,84.4,2563.37,0
28,20,0,Offer E,5,0,0,2,Month-to-Month,3,25.1,79.8,0
19,10,0,Offer E,3,3,1,1,Month-to-Month,4,48.25,212.25,0
27,20,1,Offer B,4,0,0,1,Two Year,52,19.85,1247.82,0
54,50,0,None,3,3,1,4,Month-to-Month,11,94.2,1104.62,0
59,50,0,Offer E,3,1,1,2,Month-to-Month,2,62.15,209.88,0
50,50,0,None,3,1,0,4,Month-to-Month,26,79.3,2993.4,0
33,30,3,None,4,2,0,2,One Year,24,56.25,1509.69,0
26,20,0,None,3,0,0,1,Month-to-Month,12,20.3,634.54,0
44,40,1,None,4,4,2,3,Two Year,64,90.6,8185.45,0
42,40,0,None,3,4,2,3,Two Year,66,85.9,6097.56,0
24,20,0,None,3,1,0,4,One Year,60,79.2,5682.4,0
36,30,3,None,3,2,1,3,One Year,17,70.35,1766.73,0
63,60,2,None,4,0,0,1,Two Year,42,19.35,2309.16,0
42,40,0,Offer E,3,0,0,3,Month-to-Month,1,50.15,90.02,0
32,30,3,None,3,2,1,3,Two Year,47,63.8,4500.07,0
27,20,0,None,3,0,0,1,Month-to-Month,10,20.55,356.95,0
45,40,0,None,4,0,0,3,Month-to-Month,1,44.6,89.88,0
53,50,0,None,5,2,1,3,Month-to-Month,4,63.75,238.32,0
61,60,2,None,3,3,2,4,Two Year,66,109.25,8489.76,0
31,30,0,None,5,1,1,4,Month-to-Month,12,84.6,1048.19,0
25,20,0,None,4,0,0,1,One Year,24,20.45,670.87,0
48,40,0,None,3,1,1,4,Month-to-Month,26,85.75,3195.6,0
31,30,0,None,3,2,2,4,Two Year,57,107.95,6926.31,0
47,40,3,None,5,0,0,1,Two Year,42,22.95,1600.15,0
25,20,0,None,3,0,0,1,Two Year,64,19.45,2171.57,0
62,60,0,None,4,0,0,1,One Year,19,19.7,890.76,0
56,50,0,None,4,1,1,4,Month-to-Month,22,87,2921.61,0
23,20,0,None,5,0,1,4,Month-to-Month,12,79.95,1524.12,0
55,50,0,None,4,2,1,2,One Year,31,64,2803.55,0
