Customer ID,Age,Number of Dependents,Membership,Satisfaction Score,Tech services,Streaming services,Combined Product,Contract,Tenure in Months,Monthly Charge,Total Revenue,Churn Value
5149-TGWDZ,48,0,None,3,3,2,1,One Year,21,104.55,3001.91,0
7471-WNSUF,23,0,Offer B,2,0,0,4,One Year,60,24.15,2491.1,0
8942-DBMHZ,26,0,None,3,0,0,4,Month-to-Month,12,20.45,748.67,0
4301-VVZKA,25,0,None,3,0,0,1,Month-to-Month,16,75.4,1602.68,0
9199-PWQVC,38,0,Offer B,2,2,2,2,One Year,63,79.7,7908.19,0
5393-HJZSM,54,1,Offer C,1,4,1,2,Month-to-Month,32,76.3,3441.91,0
0862-PRCBS,32,3,None,4,2,2,1,Two Year,68,103.75,8133.57,0
8812-ZRHFP,53,3,Offer C,3,1,1,1,One Year,30,86.45,3990.95,0
5146-CBVOE,44,0,None,4,1,0,1,Month-to-Month,16,75.1,1821.17,0
0454-OKRCT,32,0,Offer C,4,2,0,1,Two Year,33,80.6,3801.15,0
5787-KXGIY,54,0,None,4,0,0,4,Two Year,72,19.3,1492.72,0
4198-VFOEA,58,0,None,3,2,0,2,One Year,12,33.6,435.45,0
5709-LVOEQ,40,0,None,3,3,2,3,Two Year,10,80.85,1119.4,0
2692-AQCPF,32,0,Offer B,3,3,2,1,One Year,65,108.05,9806,0
0347-UBKUZ,46,0,None,4,0,0,4,Month-to-Month,15,19.9,361.55,0
0835-DUUIQ,55,0,None,3,0,0,4,One Year,24,21.05,1666.99,0
0811-GSDTP,50,2,None,5,1,0,4,Month-to-Month,13,30.15,392.2,0
7567-ECMCM,23,0,None,5,0,1,1,Month-to-Month,24,79.85,2848.2,0
6115-ZTBFQ,56,0,None,2,4,2,2,Two Year,72,65.5,4919.7,0
6353-BRMMA,62,3,Offer B,2,2,2,1,Month-to-Month,54,104.1,7932.7,0
6231-WFGFH,39,2,None,4,0,0,4,Month-to-Month,4,20.5,92.12,0
6169-PPETC,42,1,None,3,0,0,4,Two Year,35,20.5,2415.9,0
8584-KMVXD,64,0,Offer E,1,1,0,1,Month-to-Month,8,75.6,635.15,0
8467-WYNSR,62,0,None,5,2,0,3,Month-to-Month,22,55.1,2069.57,0
0851-DFJKB,57,0,None,3,3,0,3,Month-to-Month,15,58.95,1413.25,0
5382-SOYZL,39,0,None,5,0,2,1,Month-to-Month,22,95.1,2407.9,0
3261-CQXOL,33,2,Offer A,4,0,0,4,Two Year,71,25.45,2108,0
8388-FYNPZ,26,0,Offer E,4,2,0,3,Month-to-Month,4,56.75,383.91,0
4002-BQWPQ,59,0,None,3,4,1,2,Month-to-Month,25,81.75,2658.8,0
5651-YLPRD,45,3,None,3,1,1,1,Month-to-Month,32,86.1,3706.87,0
4378-BZYFP,41,0,None,3,0,0,4,One Year,17,20.5,1091.02,0
7764-BDPEE,50,3,None,2,0,0,4,Month-to-Month,3,20.85,119.39,0
3429-IFLEM,48,0,Offer A,3,4,1,3,Two Year,71,77.35,6842.3,0
5002-GCQFH,30,0,Offer B,3,2,1,1,Month-to-Month,49,93.85,7074.43,0
0556-FJEGU,26,0,Offer B,2,3,1,3,Two Year,58,70.1,6802.21,0
0604-THJFP,40,0,Offer B,3,2,2,3,Two Year,59,75.95,5030.87,0
5879-SESNB,34,0,Offer D,5,0,0,1,Month-to-Month,11,75.25,1260.34,0
6461-PPAXN,20,0,None,2,2,0,2,One Year,35,54.95,3392.3,0
3318-ISQFQ,23,0,Offer D,1,0,0,4,Month-to-Month,20,19.5,632.4,0
1106-HRLKZ,21,1,Offer B,4,0,0,4,Two Year,40,19.6,1727.35,0
2483-XSSMZ,22,0,None,5,1,0,3,One Year,39,47.85,2944.27,0
8165-ZJRNM,62,1,Offer A,3,0,0,4,Two Year,72,23.75,3201.33,0
2604-XVDAM,54,0,Offer D,2,0,0,3,Month-to-Month,12,43.8,619.67,0
3717-OFRTN,48,0,Offer E,4,0,0,4,Month-to-Month,1,19.75,25.07,0
9046-JBFWA,20,2,None,5,0,0,4,Month-to-Month,27,19.15,1357.07,0
3280-NMUVX,53,0,None,5,0,0,4,One Year,34,19.6,1563.82,0
1206-EHBDD,56,0,Offer B,4,2,0,1,Two Year,56,80.3,4751.09,0
8361-LBRDI,31,0,Offer B,3,0,0,4,Two Year,58,24.35,3663.81,0
4883-KCPZJ,30,3,Offer D,3,0,0,4,Two Year,22,25.25,1126.96,0
9108-EQPNQ,27,2,Offer D,1,0,0,4,Two Year,10,26.1,411.25,0
7277-KAMWT,23,0,Offer D,4,0,0,4,Two Year,13,20,289.38,0
2545-LXYVJ,19,0,Offer A,4,0,0,4,Two Year,72,20.7,3055.94,0
3234-VKACU,21,0,None,5,1,2,3,Month-to-Month,2,70.3,179.44,0
8120-JDCAM,42,1,None,3,0,0,1,Month-to-Month,4,69.55,433.82,0
8917-FAEMR,28,0,None,1,0,0,4,Two Year,37,19.85,1764.38,0
7047-YXDMZ,59,0,Offer D,3,0,0,4,Month-to-Month,21,20,1139.89,0
0929-HYQEW,20,0,None,4,1,0,3,Month-to-Month,3,50.15,213.11,0
6614-YOLAC,31,0,Offer A,5,3,2,4,Two Year,71,58.65,4145.25,0
7426-RHZGU,41,0,None,2,1,2,1,Month-to-Month,9,95.9,1104.65,0
4065-JJAVA,56,0,None,3,1,0,3,Month-to-Month,1,49.5,96.49,0
7649-SIJJF,36,0,Offer A,3,4,1,3,Two Year,71,80.1,6364.27,0
9361-YNQWJ,36,0,Offer B,3,0,0,4,One Year,64,24.4,2620.72,0
3748-FVMZZ,33,0,None,5,1,1,2,Month-to-Month,4,40.05,162.45,0
9391-TTOYH,33,0,Offer D,3,0,0,4,Month-to-Month,23,19.5,791.74,0
1452-XRSJV,59,2,None,5,1,0,3,Month-to-Month,39,51.05,2653.34,0
3422-WJOYD,27,0,None,4,2,0,3,One Year,28,54.35,2398.09,0
7147-AYBAA,62,0,None,4,0,0,1,Month-to-Month,37,70.35,3619.98,0
6732-FZUGP,30,0,Offer B,3,2,1,1,One Year,47,94.9,6507,0
8329-GWVPJ,39,3,Offer B,5,0,0,1,Month-to-Month,50,69.75,4068.2,0
1352-VHKAJ,30,2,None,3,1,2,2,Month-to-Month,27,71.6,2462.95,0
2632-TACXW,49,0,None,3,0,0,4,Two Year,62,23.65,1969.17,0
8146-QQKZH,25,0,Offer A,3,3,2,3,Two Year,71,81.85,6366.73,0
1767-CJKBA,39,0,Offer A,3,0,0,4,Two Year,66,25.1,4940.28,0
6445-TNRXS,61,1,Offer A,3,4,2,1,Two Year,68,114.7,10065.97,0
4581-LNWUM,47,0,Offer D,3,1,2,2,Month-to-Month,13,49.15,649.4,0
4869-EPIUS,37,0,None,5,0,1,1,One Year,56,80.9,7143.58,0
1915-OAKWD,56,0,Offer D,2,0,0,4,One Year,16,19.3,1065.15,0
7296-PIXQY,60,2,Offer D,5,0,0,1,Month-to-Month,14,70.2,1368.5,0
3354-OADJP,37,0,None,5,2,0,3,One Year,8,54.25,789.99,0
3524-WQDSG,29,2,None,1,1,2,1,Month-to-Month,43,99.3,4435.7,0
0810-DHDBD,31,0,None,4,3,1,2,One Year,52,74,4989.41,0
4026-SKKHW,35,0,None,3,1,0,2,Month-to-Month,3,50.25,236.87,0
2829-HYVZP,42,0,None,1,0,0,4,One Year,29,19.8,1909.68,0
3845-JHAMY,48,3,Offer D,3,0,1,4,Month-to-Month,16,35.5,632.7,0
7013-PSXHK,41,0,None,5,2,2,3,One Year,40,80.75,4561.85,0
3486-NPGST,47,0,None,1,0,0,4,One Year,36,19.55,2108.63,0
6100-FJZDG,49,0,None,4,0,0,4,One Year,26,20.05,1683.18,0
1730-VFMWO,33,0,None,3,1,0,3,Month-to-Month,34,50.2,3198.08,0
7143-BQIBA,32,0,Offer D,5,2,1,3,Month-to-Month,10,62.25,689.45,0
3800-LYTRK,52,0,None,1,2,0,3,One Year,14,55.7,1282.67,0
9646-NMHXE,63,0,None,4,0,0,4,Two Year,47,19.65,1280.48,0
7030-NJVDP,36,0,None,4,2,1,1,Month-to-Month,24,89.25,2455.72,0
7771-ZONAT,62,0,None,4,2,2,2,Two Year,22,56.75,1304.85,0
2111-DWYHN,31,0,None,5,0,0,4,Month-to-Month,1,21.1,39.91,0
4194-WHFCB,35,5,None,5,2,1,1,Month-to-Month,59,96.65,8416.93,0
4121-AGSIN,44,0,None,1,0,0,4,One Year,58,24.5,3602.78,0
0455-XFASS,61,2,None,3,0,0,1,Month-to-Month,3,69.55,171.41,0
0301-KOBTQ,50,0,None,3,0,0,4,Two Year,32,20.05,1081.84,0
4367-NUYAO,39,1,None,3,0,0,4,Two Year,10,25.75,485.8,0
9170-ARBTB,41,0,None,3,0,0,4,One Year,52,19.6,1395.33,0
7241-AJHFS,53,0,None,3,2,0,1,Month-to-Month,32,87.65,3066.93,0
4546-FOKWR,35,0,None,3,0,0,1,Month-to-Month,16,74.75,1298,0
9036-CSKBW,62,0,None,5,3,2,1,One Year,51,107.45,6050.68,0
5832-TRLPB,30,0,None,1,2,2,2,One Year,29,75.35,2348.67,0
8590-YFFQO,24,0,Offer A,5,4,0,3,Two Year,70,64.95,4594.46,0
8659-IOOPU,25,2,Offer A,3,3,1,1,Two Year,71,100.45,9426.94,0
1338-CECEE,28,0,None,4,2,1,3,One Year,41,68.5,3358.36,0
7439-DKZTW,49,0,None,5,0,1,1,Month-to-Month,1,80.55,146.48,0
4646-QZXTF,38,0,None,3,3,2,3,Month-to-Month,7,81.25,617.86,0
9742-XOKTS,60,1,Offer A,3,3,0,1,One Year,67,89.55,7230.22,0
6921-OZMFH,38,1,None,3,1,0,2,Month-to-Month,5,55.7,354.25,0
9578-FOMUK,53,3,None,3,0,0,4,Month-to-Month,15,24.8,799.45,0
4712-UYOOI,21,3,None,5,0,0,4,Month-to-Month,20,20,1179.92,0
7722-CVFXN,50,3,None,5,2,2,1,One Year,54,105.2,6006.34,0
8717-VCTXJ,32,0,None,2,0,0,4,One Year,42,19.55,2860.46,0
7363-QTBIW,24,0,None,2,0,1,1,Month-to-Month,9,79.75,830.12,0
4159-NAAIX,24,0,None,3,1,2,1,Two Year,63,97.45,8631.88,0
0971-QIFJK,57,0,Offer A,1,0,0,4,Two Year,69,24.25,4340.87,0
9397-TZSHA,24,0,Offer A,4,0,0,4,Two Year,69,24.6,4168.13,0
3391-JSQEW,32,0,None,2,1,0,3,Month-to-Month,40,50.15,2993.47,0
0343-QLUZP,38,0,Offer B,3,3,0,2,Two Year,60,39.6,2386.04,0
3312-UUMZW,33,0,None,1,1,2,1,Month-to-Month,32,98.85,4678.38,0
1271-UODNO,60,0,None,3,1,0,3,Two Year,39,53.85,2364.64,0
8461-EFQYM,36,0,None,4,0,0,4,One Year,38,24.25,2633.63,0
6900-RBKER,32,0,Offer B,3,1,1,1,Two Year,52,89.45,5344.06,0
6891-JPYFF,57,3,Offer B,5,2,2,1,Month-to-Month,48,105.25,6455.52,0
1459-QNFQT,21,0,Offer A,5,3,2,2,Two Year,70,59.5,4121.08,0
1047-NNCBF,56,0,None,3,0,0,1,Month-to-Month,20,70.55,1551.95,0
3696-XRIEN,59,0,Offer B,1,3,2,3,One Year,50,82.5,5220.25,0
0074-HDKDG,46,0,None,5,3,0,2,One Year,25,61.6,1727.35,0
8791-GFXLZ,58,0,None,5,1,0,3,Month-to-Month,12,49.05,1101.09,0
9330-DHBFL,29,0,None,5,4,0,3,One Year,23,66.25,1772.08,0
0098-BOWSO,26,0,None,2,0,0,4,Month-to-Month,27,19.4,1087.62,0
5859-HZYLF,45,2,None,5,0,0,4,Two Year,26,19.15,1655.59,0
3156-QLHBO,58,1,None,3,0,0,4,Month-to-Month,2,19.25,90.71,0
2208-NQBCT,23,3,None,4,2,0,1,Month-to-Month,26,81.95,3186.75,0
6621-NRZAK,40,2,Offer B,5,0,0,4,Two Year,63,20,4163.95,0
0831-JNISG,52,2,Offer A,3,0,0,4,Two Year,71,19.8,3053.39,0
0774-IFUVM,19,2,None,5,1,1,3,Month-to-Month,11,65.15,907.16,0
9553-DLCLU,30,0,None,3,4,2,3,Two Year,13,88.95,1643.14,0
1641-BYBTK,38,2,None,5,0,0,4,Month-to-Month,6,20.2,199.81,0
2446-ZKVAF,19,0,None,3,1,0,3,Month-to-Month,18,56.8,1097.69,0
3522-CDKHF,21,0,Offer C,5,1,0,1,Month-to-Month,32,75.5,2942.3,0
1430-SFQSA,46,0,Offer C,1,2,0,2,One Year,29,35.6,1072.6,0
0411-EZJZE,62,0,None,4,0,1,3,Month-to-Month,3,60.25,300.8,0
8807-ARQET,59,0,Offer B,3,1,1,4,Month-to-Month,41,40.35,1677.85,0
8992-CEUEN,59,0,None,3,0,0,4,Month-to-Month,1,18.85,26.65,0
4320-QMLLA,57,0,None,3,0,1,3,Month-to-Month,7,54.85,409.67,0
8777-PVYGU,36,0,Offer B,4,2,1,3,One Year,52,64.3,3630.04,0
8292-ITGYJ,48,1,Offer B,2,0,0,4,Two Year,45,24.65,2043.75,0
6870-ZWMNX,55,0,Offer A,4,3,1,3,Two Year,70,76.1,7710.15,0
0621-CXBKL,62,0,Offer B,3,0,0,4,Two Year,53,18.7,1552.66,0
5334-JLAXU,44,0,Offer B,5,2,1,1,Month-to-Month,60,94.1,6408.3,0
9359-UGBTK,63,0,None,1,3,1,2,One Year,67,72.35,5352.63,0
6479-OAUSD,41,0,Offer C,2,0,0,4,One Year,25,19.9,690.05,0
7129-ACFOG,56,0,None,3,1,0,2,Month-to-Month,5,53.8,540.95,0
4189-NAKJS,29,0,Offer C,3,0,0,2,One Year,26,51.55,1936.82,0
5562-BETPV,21,0,Offer E,3,0,0,4,One Year,1,19.65,43.06,0
9127-FHJBZ,60,3,None,3,4,2,1,Two Year,72,114,10430.99,0
6994-ORCWG,33,0,Offer D,5,1,0,3,One Year,14,54.25,1067.62,0
1346-UFHAX,59,0,Offer D,4,1,0,1,Month-to-Month,13,80,1467.32,0
2933-XEUJM,56,0,Offer B,4,2,2,3,Two Year,46,79.2,5747.98,0
4835-YSJMR,59,0,Offer C,1,1,0,3,Two Year,39,49.8,2124.42,0
3164-YAXFY,56,0,Offer B,4,2,2,2,Month-to-Month,57,53.75,3196,0
0887-WBJVH,29,0,Offer B,2,1,2,1,One Year,53,93.45,6904.75,0
4660-IRIBM,32,1,Offer D,5,2,1,1,Month-to-Month,18,87.9,1935.38,0
7670-ZBPOQ,59,0,Offer B,3,2,0,3,One Year,58,61.05,5007.63,0
0080-OROZO,38,0,Offer C,3,2,2,1,One Year,35,99.25,4806.7,0
3916-NRPAP,21,0,Offer E,3,1,1,1,Month-to-Month,3,85.7,346.27,0
6807-SIWJI,47,0,Offer C,5,2,2,1,One Year,38,104.85,4052.17,0
8221-HVAYI,60,0,Offer C,2,4,0,2,Two Year,35,69.15,2667.25,0
5232-NXPAY,33,0,Offer B,4,2,2,3,Two Year,47,74.45,3673.39,0
8967-SZQAS,25,0,Offer D,2,1,0,3,Month-to-Month,14,50.45,1454.53,0
0455-ENTCR,58,0,None,4,3,2,3,Two Year,66,85.25,8366.45,0
8944-AILEF,26,0,Offer D,5,0,0,4,Month-to-Month,15,19.45,938.45,0
5542-NKVRU,24,0,Offer B,3,0,0,4,Two Year,42,20.75,1613.47,0
7126-RBHSD,53,0,Offer D,3,1,0,1,Month-to-Month,17,78.9,1708.5,0
5370-IIVVL,26,0,Offer C,5,2,2,1,One Year,37,104.5,5210.64,0
6789-HJBWG,20,0,Offer D,3,1,0,3,Month-to-Month,12,49.4,907.33,0
9087-EYCPR,63,0,Offer B,3,0,0,4,Two Year,60,25,3869.65,0
6791-YBNAK,26,2,Offer D,4,0,0,2,Month-to-Month,18,25.55,467.85,0
6077-BDPXA,56,0,None,4,0,0,1,Month-to-Month,3,70.15,211.09,0
0013-MHZWF,23,3,Offer E,2,1,2,2,Month-to-Month,9,69.4,722.38,0
8268-YDIXR,45,0,Offer B,5,3,0,1,One Year,56,93.15,7512.43,0
4291-SHSBH,25,0,Offer E,3,0,0,1,Month-to-Month,7,69.55,584,0
6980-IMXXE,28,2,None,1,0,0,4,Two Year,69,20.2,4344.46,0
0040-HALCW,42,3,None,5,0,0,4,Two Year,54,20.4,2154.4,0
0784-GTUUK,26,0,None,3,0,0,4,One Year,62,23.75,3448.16,0
2294-DMMUS,25,3,None,2,0,2,3,Month-to-Month,62,70.45,6565.93,0
0872-JCPIB,47,0,Offer D,4,1,1,3,Month-to-Month,17,65.75,1917.85,0
3055-MJDSB,24,0,Offer E,5,0,0,2,Month-to-Month,9,24.6,190.1,0
9091-WTUUY,30,0,None,5,3,1,3,Two Year,64,69.25,6095.11,0
7115-IRDHS,64,0,None,5,0,0,4,Two Year,72,24.65,3588.29,0
8496-DMZUK,62,0,Offer C,5,3,0,1,One Year,30,90.4,3036.35,0
2040-VZIKE,56,0,None,1,1,2,1,Month-to-Month,49,100.85,7043.04,0
9068-VPWQQ,21,0,None,3,3,1,2,Two Year,61,75.35,6486.1,0
0178-SZBHO,54,1,None,5,1,1,1,Month-to-Month,47,87.2,4068.68,0
0384-RVBPI,64,0,Offer D,3,2,1,3,Month-to-Month,20,64.4,1650.6,0
1299-AURJA,43,2,None,4,0,0,4,Two Year,70,24.7,3809,0
4525-VZCZG,58,1,None,4,3,2,1,One Year,54,105.85,6966.87,0
2788-CJQAQ,39,0,Offer D,3,0,0,4,One Year,13,19.45,560.23,0
0319-QZTCO,25,2,Offer E,5,1,1,3,Month-to-Month,3,58.7,203.01,0
2120-SMPEX,43,0,Offer C,3,0,0,4,Month-to-Month,25,20.15,977.35,0
0096-FCPUF,58,0,None,3,1,1,3,Month-to-Month,30,64.5,1967.65,0
0668-OGMHD,20,0,Offer D,5,1,0,2,Month-to-Month,21,28.5,629.35,0
9408-HRXRK,63,1,None,3,2,2,1,Month-to-Month,45,105.15,6867.5,0
5593-SUAOO,60,3,None,2,2,0,1,One Year,24,83.15,3027.85,0
6766-HFKLA,60,0,None,3,2,2,1,Two Year,56,103.2,6311.63,0
7617-EYGLW,62,0,Offer E,5,0,0,4,Month-to-Month,1,19.45,66.04,0
2226-ICFDO,39,0,None,5,3,2,3,Two Year,72,85.9,6893.39,0
5529-GIBVH,57,0,None,5,0,0,4,Two Year,47,20.15,1210.23,0
9992-UJOEL,22,0,Offer E,4,1,0,3,Month-to-Month,2,50.3,129.99,0
4741-WWJQZ,49,0,Offer E,3,2,0,1,Month-to-Month,2,80.15,247.71,0
6625-UTXEW,26,0,Offer D,5,1,0,2,Month-to-Month,12,51.25,1174.66,0
6244-BESBM,61,1,None,5,1,2,1,Two Year,69,95.2,7501.08,0
2612-PHGOX,47,0,None,2,3,1,2,Two Year,64,76.1,5240.56,0
8480-PPONV,56,3,None,2,4,2,1,Two Year,62,115.55,9679.97,0
8780-IHCRN,23,2,None,5,0,0,4,Two Year,63,24.65,3396.46,0
4598-ZADCK,34,0,None,5,4,1,2,One Year,53,53.6,2879.2,0
1257-SXUXQ,20,1,None,5,0,0,4,Month-to-Month,5,19.45,126.25,0
7182-OVLBJ,32,3,None,5,1,2,1,Two Year,62,101.15,8444.03,0
5095-ETBRJ,28,0,None,3,3,0,3,Two Year,55,56.8,3241.85,0
4821-WQOYN,25,2,None,4,0,0,4,Two Year,72,20.1,2913.85,0
4730-AWNAU,59,0,None,3,3,2,2,One Year,36,60.7,2234.55,0
3452-FLHYD,47,0,None,1,0,0,4,One Year,25,20.95,1122.15,0
9531-NSBMR,44,0,None,4,0,0,4,One Year,36,19.25,2474.4,0
6260-ONULR,55,0,None,3,0,2,2,Month-to-Month,1,62.8,104.99,0
4389-UEFCZ,25,0,None,4,2,2,1,Two Year,72,105.5,9125.12,0
8711-LOBKY,50,1,None,3,0,0,4,Two Year,59,19.85,3618.46,0
8985-OOPOS,54,0,None,3,2,2,3,One Year,1,74.1,110.15,0
8800-ZKRFW,62,2,None,2,3,2,1,Month-to-Month,30,107.5,3979.3,0
2616-FLVQC,42,0,None,3,0,0,4,Two Year,64,19.55,3733.59,0
9968-FFVVH,20,0,None,2,4,0,2,One Year,63,68.8,6528.66,0
8390-FESFV,60,0,None,2,3,2,3,Two Year,62,84.5,5568.3,0
3022-BEXHZ,19,1,None,5,3,2,1,Two Year,67,111.2,10275.12,0
6248-TKCQV,37,0,None,2,2,2,3,Two Year,70,80.6,8526.9,0
6198-ZFIOJ,50,0,None,3,0,0,1,Month-to-Month,5,75.6,509,0
5989-OMNJE,42,0,None,4,3,2,2,One Year,24,57.6,1367.75,0
1291-CUOCY,55,0,None,4,3,2,1,Two Year,72,110.6,8273.24,0
9795-SHUHB,26,0,None,2,3,0,2,Two Year,66,58.2,5412.62,0
3230-IUALN,41,0,None,5,3,2,2,Two Year,45,81,4704.05,0
0042-RLHYP,47,3,None,5,0,0,4,Two Year,69,19.7,4045.81,0
4945-RVMTE,57,0,None,3,1,1,2,Month-to-Month,28,59.55,2737.61,0
1866-NXPSP,48,0,None,3,4,1,2,One Year,36,75.55,3932.15,0
3941-XTSKM,32,0,None,5,2,1,2,One Year,42,45.1,2049.05,0
1661-CZBAU,50,0,Offer B,5,2,1,3,One Year,48,70.95,5777.68,0
5158-RIVOP,32,1,Offer D,4,0,0,4,Two Year,11,20.9,230.02,0
9788-YTFGE,47,0,None,1,0,0,4,Month-to-Month,7,19.95,244.52,0
9277-JOOMO,27,0,None,3,0,0,4,Month-to-Month,3,24.6,165.34,0
1907-YLNYW,47,0,None,4,2,1,3,Month-to-Month,8,66.7,908.04,0
8947-YRTDV,42,3,None,2,3,1,1,One Year,32,94.8,4559.39,0
3161-ONRWK,35,0,Offer B,3,4,0,3,One Year,60,65.85,6542.5,0
0114-RSRRW,21,0,Offer D,4,0,0,4,Month-to-Month,10,19.95,683.75,0
4565-NLZBV,33,0,None,3,0,0,4,Two Year,71,24.65,4789.42,0
6682-VCIXC,61,0,Offer B,5,3,1,4,One Year,43,51.25,2151.6,0
6475-VHUIZ,47,0,Offer D,5,2,0,2,Month-to-Month,23,54.25,2116.94,0
3910-MRQOY,28,0,None,3,0,0,4,Two Year,72,19.4,2423.09,0
0661-WCQNQ,56,0,Offer D,5,2,0,3,One Year,22,56.25,1561.16,0
7537-RBWEA,19,0,None,2,0,0,4,Month-to-Month,1,25.15,25.15,0
4656-CAURT,57,0,None,5,0,0,4,Two Year,69,23.95,3247.66,0
0121-SNYRK,45,0,Offer B,2,2,0,2,One Year,50,35.4,1748.9,0
3733-LSYCE,22,0,None,1,1,0,1,Month-to-Month,15,75.35,1565.9,0
6265-FRMTQ,56,0,None,4,0,0,4,Two Year,31,20.4,1402.08,0
1371-DWPAZ,64,0,None,3,4,1,2,Two Year,10,56.05,560.5,0
2017-CCBLH,55,0,None,5,0,0,4,Two Year,8,20,329.28,0
7690-KPNCU,20,0,Offer B,3,2,2,3,One Year,64,73.05,6393.61,0
0536-BGFMZ,27,0,None,3,0,0,4,Month-to-Month,28,20.5,1748.29,0
2293-IJWPS,39,0,Offer B,3,1,2,1,One Year,57,100.75,6197.04,0
5469-NUJUR,58,0,None,3,0,0,4,Two Year,19,19.95,736.4,0
2625-TRCZQ,21,0,Offer B,3,1,2,2,Month-to-Month,51,49.65,2553.35,0
4102-HLENU,51,0,None,4,3,0,2,Two Year,67,65.65,5852.46,0
7266-GSSJX,43,2,None,4,0,0,4,Month-to-Month,11,20.45,434.17,0
7722-VJRQD,38,0,None,5,3,2,4,Two Year,72,60.95,4549.05,0
7073-QETQY,59,0,Offer A,5,0,0,4,One Year,66,20.35,4331.48,0
5624-RYAMH,43,0,None,3,0,0,4,Month-to-Month,9,19.5,601.31,0
0196-JTUQI,59,0,None,4,0,0,1,Month-to-Month,9,75.2,717.28,0
7130-YXBRO,28,0,Offer B,3,3,2,1,Month-to-Month,48,111.45,6388.38,0
9272-LSVYH,23,0,None,4,0,0,1,Month-to-Month,10,70.15,778.4,0
3084-DOWLE,47,0,Offer A,3,4,2,3,Two Year,72,92,9701.28,0
1084-MNSMJ,63,0,Offer B,5,4,2,3,Two Year,51,85.5,6152.38,0
6250-CGGUN,41,0,Offer B,4,3,0,1,One Year,54,84.4,6139.69,0
5478-JJVZK,38,0,None,5,2,0,3,Month-to-Month,33,60.9,2551.62,0
7596-IIWYC,62,0,None,5,0,0,4,Two Year,27,20.25,1503.99,0
9793-WECQC,53,0,None,5,1,2,1,Month-to-Month,23,95.3,3301.73,0
4291-HPAXL,63,2,None,5,0,0,4,Month-to-Month,1,19.85,48.95,0
8999-YPYBV,63,0,Offer B,3,4,2,2,Two Year,45,84.35,5244.05,0
1839-FBNFR,35,1,None,3,0,0,4,Two Year,39,19.85,2125.03,0
3071-MVJCD,40,0,Offer A,3,4,1,2,Two Year,72,82.3,9302.83,0
1697-BCSHV,44,1,Offer B,1,1,1,3,Month-to-Month,58,66.8,6528.2,0
0562-KBDVM,62,0,Offer A,3,4,0,2,Two Year,70,44.6,3058.15,0
1131-SUEKT,41,1,Offer B,3,2,2,1,One Year,61,98.45,8680.97,0
3717-OEAUQ,37,0,Offer E,3,0,0,1,Month-to-Month,2,70.7,144.64,0
4538-WNTMJ,39,0,Offer B,5,0,0,4,One Year,46,24.95,1377.5,0
9432-RUVSL,43,0,Offer B,5,3,2,1,Two Year,48,102.5,5818.17,0
8060-HIWJJ,35,0,Offer B,2,3,2,3,Two Year,64,86.55,6553.51,0
7684-XSZIY,53,3,Offer A,3,0,0,4,Two Year,72,24.3,3113.49,0
9089-UOWJG,51,3,None,3,1,1,3,Month-to-Month,12,58.35,836.19,0
8039-ACLPL,29,0,Offer A,3,3,1,3,Two Year,72,68.75,5775.24,0
9885-AIBVB,62,0,None,5,2,0,1,Month-to-Month,29,85.8,3735.75,0
1934-MKPXS,21,0,None,3,0,0,4,One Year,33,20.1,2249.76,0
2592-YKDIF,47,0,None,4,0,0,4,Month-to-Month,1,20.35,64.44,0
2272-JKMSI,42,3,Offer B,5,3,2,1,One Year,62,110.8,7662.45,0
8714-CTZJW,24,0,Offer E,5,1,1,1,Month-to-Month,4,82.85,398.96,0
3569-EDBPQ,44,0,None,2,2,0,1,Month-to-Month,24,84.35,2557.49,0
3131-NWVFJ,56,0,None,4,0,0,4,One Year,14,19.55,560.92,0
7521-YXVZY,38,3,Offer E,3,0,0,4,Month-to-Month,3,19.95,73.75,0
2373-NTKOD,40,0,Offer E,3,0,2,2,Month-to-Month,8,66.25,752.21,0
1970-KKFWL,38,0,None,1,0,0,4,Two Year,35,23.3,1025.3,0
9337-SRRNI,64,3,Offer A,3,0,0,4,Two Year,66,25.3,3245.26,0
0895-UADGO,46,0,None,3,2,1,4,Two Year,8,44.55,343.45,0
5678-VFNEQ,19,0,Offer A,3,2,2,1,One Year,71,104.1,7723.94,0
5977-CKHON,59,3,Offer B,4,1,1,1,Month-to-Month,43,92.55,5221.07,0
1830-GGFNM,35,2,Offer B,4,4,0,1,Two Year,65,94.55,7348.2,0
5302-BDJNT,27,0,None,3,2,1,1,Month-to-Month,35,95.5,5014.9,0
5223-UZAVK,51,0,Offer B,1,2,2,1,One Year,64,100.3,7240.6,0
4859-ZSRDZ,58,0,Offer B,5,2,2,4,Two Year,58,55.5,3166.9,0
9350-VLHMB,38,3,Offer A,1,1,1,1,Month-to-Month,67,89.55,6785.15,0
3498-LZGQZ,59,3,None,5,0,0,4,Two Year,63,19.15,3073.35,0
8785-CJSHH,22,0,None,4,1,2,1,Month-to-Month,60,99.8,8054.55,0
3870-SPZSI,56,2,Offer A,3,4,2,1,Two Year,70,113.05,10196.55,0
7560-QRBXH,32,0,None,3,0,0,4,One Year,48,19.95,1377.82,0
7077-XJMET,63,0,None,1,2,2,3,Month-to-Month,12,74.15,1334.08,0
4652-ODEVH,43,3,None,3,0,0,4,Two Year,45,24.45,3217.2,0
